Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,BOD,cBOD,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Benzene   ,Ethylbenzene,Toluene,Xylenes(total),o-Xylene  ,m- and/or p-Xylenes
2005-01-03 00:00:00,WW_23,10.3,4.5,7.28,4.742,0.31,1.23,0.91,72.07,724.0,20.0,5.0,31.4,136.0,291.3,0.38,10.0,12.0,0.003,0.0013,,,,<3.88,8.63,3400.0,,12.2,0.0,0.0,0.0365,0.0302,0.187,0.184,0.0006,0.0005,67.26,65.06,0.007,0.0016,4.0,0.049,0.003,1.085,0.109,0.007,0.003,26.99,26.674,0.0566,0.0357,0.05,,0.006,0.002,0.005,0.009,0.0,0.0,0.055,0.0423,,,,,,
2005-01-03 00:00:00,WW_29,10.6,4.1,7.21,5.052,0.33,1.06,0.95,65.88,466.0,24.0,6.0,28.9,126.0,103.7,0.36,9.0,10.0,0.004,0.0016,,,,<3.31,7.11,6200.0,,11.9,0.0,0.0,0.0295,0.0247,0.188,0.183,0.0,0.0005,57.36,59.81,0.004,0.0026,0.0,0.018,0.0,0.963,0.03,0.006,0.0029,22.96,24.414,0.0472,0.0278,0.0,,0.003,0.002,0.014,0.012,0.0,0.0,0.047,0.0326,,,,,,
2005-01-03 00:00:00,WW_91,11.5,2.6,7.5,5.639,0.26,0.87,0.93,73.24,610.0,14.0,6.0,20.8,144.0,90.0,0.38,10.0,11.0,0.002,0.0014,,,,<3.43,9.53,9500.0,,16.6,0.0,0.0,0.0295,0.028,0.201,0.201,0.0,0.0004,62.97,68.17,0.0,0.0014,0.0,0.011,0.0,0.665,0.071,0.004,0.0019,26.37,28.624,0.0469,0.0327,0.17,0.0,0.003,0.002,0.008,0.009,0.0,0.0,0.038,0.0305,,,,,,
2005-01-03 00:00:00,WW_80,12.0,5.4,7.7,2.314,0.16,1.31,0.6,81.37,804.0,0.0,0.0,8.22,167.0,335.9,0.28,11.0,9.0,0.0,0.0015,,,,<4.36,7.47,2400.0,,17.9,0.0,0.0,0.0398,0.0397,0.121,0.125,0.0,0.0,77.45,81.17,0.0,0.0,4.0,0.014,0.0,0.193,0.034,0.003,0.0032,29.36,31.635,0.0338,0.0122,0.16,0.0,0.002,0.0,0.008,0.012,0.0,0.0,0.015,0.0194,,,,,,
2005-01-03 00:00:00,WW_18,11.3,5.7,7.35,2.714,0.27,1.2,0.67,80.38,1002.0,7.0,5.0,9.28,157.0,418.8,0.29,8.0,7.0,0.002,0.0017,,,,<3.74,8.22,2400.0,,16.1,0.0,0.0,0.0379,0.0376,0.132,0.133,0.0004,0.0,74.83,77.11,0.0,0.0,3.0,0.007,0.0,0.28,0.035,0.004,0.0021,28.87,30.252,0.0386,0.0163,0.4,0.0,0.002,0.0,0.01,0.002,0.0,0.0,0.022,0.0164,,,,,,
2005-01-03 00:00:00,WW_90,NA,1.2,7.37,0.724,0.24,0.98,0.11,54.84,878.0,5.0,8.0,15.5,167.0,342.5,0.13,8.0,12.0,0.002,0.0022,,,,<4.33,6.15,2600.0,1300.0,10.5,0.0,0.0,0.0622,0.0618,0.046,0.045,0.0006,0.0,69.63,73.08,0.0,0.0,3.0,0.016,0.0,0.566,0.057,0.002,0.0017,30.03,31.419,0.0769,0.0662,0.17,0.0,0.0,0.0,0.003,0.004,0.0,0.0003,0.021,0.0142,,,,,,
2005-01-03 00:00:00,WW_110,10.3,2.5,7.41,0.965,0.49,1.72,0.16,83.04,1432.0,26.0,7.0,29.4,134.0,586.2,0.13,13.0,10.0,0.007,0.0012,,,,10.05,13.94,6700.0,4400.0,16.2,0.0,0.0,0.0506,0.0474,0.053,0.044,0.0007,0.0005,79.64,81.87,0.0,0.0012,0.0,0.012,0.0,1.282,0.213,0.005,0.0036,27.01,28.384,0.0831,0.0696,0.21,0.0,0.003,0.0,0.003,0.007,0.0,0.0,0.037,0.0203,,,,,,
2005-01-03 00:00:00,WW_89,8.9,6.1,7.25,4.671,0.16,1.52,1.06,59.4,728.0,20.0,11.0,18.8,138.0,284.6,0.36,12.0,14.0,0.004,0.0017,,,,<3.87,7.66,2700.0,2000.0,6.7,0.0,0.0,0.0326,0.0289,0.166,0.163,0.0004,0.0005,65.6,65.78,0.0,0.001,0.0,0.012,0.0,0.643,0.059,0.005,0.0033,23.92,24.088,0.0492,0.0307,0.02,,0.002,0.0,0.011,0.005,0.0,0.0,0.047,0.0332,,,,,,
2005-01-03 00:00:00,WW_64,8.7,5.1,7.3,5.904,0.82,2.52,1.99,59.39,698.0,30.0,7.0,25.7,130.0,259.1,0.43,11.0,10.0,0.004,0.0022,,,,<3.67,5.64,4100.0,2800.0,11.0,0.0,0.0,0.0353,0.0278,0.198,0.199,0.0,0.0007,64.93,64.19,0.0,0.0007,3.0,0.02,0.0,1.334,0.059,0.002,0.0022,23.22,23.481,0.1296,0.0588,0.0,,0.004,0.002,0.004,0.009,0.0,0.0,0.066,0.0282,,,,,,
2005-01-03 00:00:00,WW_92,8.1,10.5,7.52,5.511,0.32,1.12,0.9,91.5,508.0,25.0,3.0,20.1,146.0,175.2,0.71,9.0,7.0,0.004,0.002,2.3,0.0,0.0,,,210.0,,1.0,0.0,0.0,0.0238,0.0195,0.228,0.212,0.0,0.0004,67.3,67.9,0.0,0.0011,2.0,0.01,0.0,0.706,0.039,0.007,0.002,24.11,25.014,0.0405,0.0344,0.09,,0.005,0.004,0.003,0.005,0.0,0.0003,0.077,0.0324,,,,,,
2005-01-10 00:00:00,WW_105,10.3,6.5,7.27,4.499,0.11,1.35,0.89,71.74,772.0,16.0,4.0,13.4,184.0,255.5,0.42,6.0,6.0,0.003,0.0017,,,,<4.83,6.09,40.0,90.0,13.5,0.0,0.0,0.0342,0.0322,0.184,0.17,0.0,0.0,78.94,80.85,0.0,0.0,2.0,0.013,0.0,0.495,0.028,0.004,0.0033,32.55,34.47,0.044,0.0156,0.25,0.0,0.0,0.0,0.011,0.0,0.0,0.0,NA,0.0225,,,,,,
2005-01-10 00:00:00,WW_104,10.8,5.2,7.49,3.863,0.23,1.27,0.76,77.25,886.0,24.0,6.0,12.3,190.0,329.5,0.39,6.0,6.0,0.003,0.002,,,,<4.59,8.27,2000.0,1300.0,12.0,0.0,0.0,0.0392,0.0369,0.172,0.161,0.0,0.0003,81.46,83.35,0.0,0.0,3.0,0.022,0.0,0.589,0.027,0.002,0.0023,33.85,35.998,0.0538,0.0291,0.0,,0.002,0.0,0.012,0.004,0.0,0.0,0.045,0.0206,,,,,,
2005-01-10 00:00:00,WW_103,10.1,3.0,7.45,4.189,0.35,1.32,0.65,90.74,1856.0,56.0,12.0,40.9,200.0,527.5,0.3,6.0,9.0,0.003,0.0006,,,,<16.18,<11.23,1400.0,2200.0,12.9,0.0,0.0,0.0745,0.0671,0.153,0.143,0.001,0.0007,112.29,111.96,0.0,0.0,3.0,0.021,0.0,1.751,0.021,0.006,0.0012,42.97,43.369,0.1083,0.0719,0.06,,0.003,0.0,0.012,0.007,0.0,0.0,0.051,0.0142,,,,,,
2005-01-10 00:00:00,WW_34,9.3,3.7,7.64,3.807,0.22,1.52,0.69,82.43,1252.0,22.0,5.0,16.5,199.0,523.2,0.32,7.0,8.0,0.0,0.0021,,,,<5.26,9.55,2000.0,2100.0,12.0,0.0,0.0,0.0585,0.0464,0.192,0.152,0.0007,0.0003,108.97,94.1,0.0,0.0,2.0,0.026,0.0,0.657,0.024,0.006,0.002,44.55,38.481,0.0771,0.048,0.14,0.0,0.002,0.0,0.016,0.016,0.0,0.0,0.049,0.0168,,,,,,
2005-01-10 00:00:00,WW_37,8.1,9.0,7.59,5.324,2.51,4.68,1.08,64.43,882.0,14.0,5.0,7.44,173.0,365.2,0.63,8.0,11.0,0.002,0.0021,2.2,10.0,3.0,,,5600.0,,2.6,0.0,0.0,0.032,0.0323,0.209,0.206,0.0004,0.0003,74.13,77.41,0.0,0.0011,4.0,0.017,0.0,0.234,0.046,0.002,0.0012,26.82,28.6,0.0322,0.0254,0.06,,0.003,0.003,0.022,0.013,0.0,0.0,0.047,0.037,,,,,,
2005-01-10 00:00:00,WW_73,7.6,9.4,7.51,6.689,1.06,2.48,0.81,64.18,844.0,8.0,0.0,3.35,163.0,370.0,0.63,7.0,10.0,0.002,0.0019,0.0,3.0,0.0,,,3600.0,,1.8,0.0,0.0,0.0318,0.0318,0.179,0.173,0.0007,0.0006,76.04,78.01,0.0,0.0,3.0,0.013,0.0,0.195,0.05,0.002,0.0018,26.8,28.387,0.0243,0.0205,0.08,,0.002,0.003,0.014,0.005,0.0,0.0,0.042,0.0289,,,,,,
2005-01-10 00:00:00,WW_46,6.3,7.3,7.56,5.795,0.95,2.24,0.65,70.64,1116.0,7.0,3.0,5.62,166.0,552.9,0.63,8.0,10.0,0.003,0.0009,2.9,0.0,0.0,,,3200.0,,3.1,0.0,0.0,0.0339,0.0341,0.193,0.182,0.0004,0.0005,76.63,80.78,0.0,0.0011,3.0,0.016,0.0,0.247,0.059,0.003,0.0,27.32,29.25,0.0362,0.0385,0.0,,0.005,0.007,0.011,0.01,0.0,0.0,0.046,0.0352,,,,,,
2005-01-10 00:00:00,WW_102,7.6,10.9,7.4,5.723,1.15,2.67,0.7,60.95,712.0,12.0,0.0,6.03,154.0,393.6,0.59,7.0,10.0,0.003,0.0022,0.0,8.0,0.0,<4.70,8.04,4200.0,,1.0,0.0,0.0,0.0294,0.0299,0.188,0.18,0.0007,0.0,71.2,74.96,0.0,0.0008,4.0,0.018,0.0,0.231,0.053,0.003,0.0022,24.71,26.532,0.019,0.0176,0.67,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.042,0.0307,,,,,,
2005-01-10 00:00:00,WW_36,8.7,8.9,7.3,4.89,1.96,4.13,1.19,58.47,934.0,10.0,6.0,4.74,161.0,376.3,0.69,9.0,13.0,0.004,0.0012,3.0,11.0,4.0,<4.38,9.27,6700.0,,0.3,0.0,0.0,0.0291,0.0294,0.236,0.23,0.0006,0.0006,68.47,72.98,0.0,0.0009,4.0,0.019,0.0,0.144,0.043,0.002,0.0024,23.74,25.642,0.0164,0.0134,0.23,0.0,0.003,0.003,0.008,0.012,0.0,0.0,0.052,0.0392,,,,,,
2005-01-10 00:00:00,WW_101,7.7,6.5,7.3,5.123,2.92,4.65,1.17,59.64,836.0,14.0,4.0,4.77,165.0,321.8,0.68,8.0,12.0,0.0,0.002,2.4,9.0,0.0,,,6200.0,,0.4,0.0,0.0,0.0291,0.0285,0.235,0.218,0.0004,0.0005,71.76,72.92,0.0,0.0009,5.0,0.017,0.0,0.126,0.046,0.002,0.0011,24.63,26.09,0.0165,0.0144,0.44,0.0,0.003,0.003,0.022,0.011,0.0,0.0,0.048,0.0382,,,,,,
2005-01-10 00:00:00,WW_96,11.8,5.2,7.2,3.995,0.37,1.29,0.69,81.38,1396.0,16.0,0.0,6.81,194.0,400.6,0.36,6.0,8.0,0.005,0.0012,,4.0,3.0,<5.29,8.22,1600.0,1000.0,11.7,0.0,0.0,0.0502,0.0484,0.159,0.153,0.0005,0.0,90.66,95.72,0.0,0.0,3.0,0.016,0.0,0.537,0.026,0.003,0.0031,36.13,38.866,0.0646,0.0487,0.48,0.0,0.002,0.0,0.007,0.009,0.0,0.0,0.032,0.0173,,,,,,
2005-01-10 00:00:00,WW_92,10.3,10.7,7.2,3.714,1.04,2.37,0.77,82.86,1760.0,14.0,3.0,12.9,158.0,590.9,0.55,8.0,14.0,0.007,0.0016,0.0,0.0,0.0,,,420.0,,1.6,0.0,0.0,0.032,0.03,0.224,0.217,0.0005,0.0005,75.44,79.02,0.0,0.0007,3.0,0.014,0.0,0.509,0.046,0.0,0.0,26.24,28.083,0.0442,0.0403,0.11,0.0,0.005,0.004,0.011,0.0,0.0,0.0,0.047,0.0287,,,,,,
2005-01-18 00:00:00,WW_100,10.1,2.6,8.0,2.056,0.61,1.24,0.3,38.94,648.0,7.0,0.0,8.96,123.0,285.7,0.27,4.0,4.0,0.003,0.0014,,3.0,3.0,<4.41,8.37,370.0,360.0,1.1,0.0,0.0,0.0276,0.026,0.098,0.078,0.0006,0.0006,54.58,55.01,0.0,0.0,2.0,0.017,0.0,0.289,0.023,0.005,0.0013,17.88,18.424,0.0242,0.0173,0.0,,0.0,0.002,0.003,0.004,0.0,0.0,0.028,0.018,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_39,10.4,1.7,8.3,3.497,1.13,1.84,0.38,59.7,701.0,4.0,0.0,10.1,166.0,284.1,0.39,5.0,8.0,0.003,0.0015,0.0,4.0,2.0,,,770.0,710.0,2.0,0.0,0.0,0.0319,0.0313,0.124,0.111,0.0006,0.0004,71.4,73.73,0.0,0.0007,2.0,0.017,0.0,0.324,0.031,0.003,0.0023,26.07,27.395,0.0247,0.0203,0.0,,0.002,0.002,0.0,0.008,0.0,0.0003,0.035,0.0225,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_108,9.3,1.0,8.4,3.349,1.63,2.49,0.4,68.13,714.0,9.0,0.0,12.8,185.0,295.2,0.42,7.0,7.0,0.006,0.0034,2.9,3.0,0.0,,,90.0,60.0,2.4,0.0,0.0,0.0365,0.0357,0.146,0.138,0.0009,0.0007,79.13,82.71,0.0,0.0,3.0,0.023,0.0,0.486,0.108,0.003,0.0015,30.36,32.143,0.0306,0.026,0.0,,0.003,0.002,0.011,0.007,0.0,0.0,0.035,0.0251,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_40,9.4,0.8,8.0,3.482,1.25,2.54,0.32,70.36,694.0,11.0,0.0,14.0,182.0,306.3,0.42,7.0,7.0,0.004,0.0016,1.8,4.0,2.0,,,11000.0,,2.4,0.0,0.0,0.0372,0.0355,0.135,0.129,0.0009,0.0006,79.77,82.98,0.0,0.0008,3.0,0.022,0.0,0.497,0.042,0.004,0.0048,30.66,32.027,0.0347,0.0272,0.0,,0.003,0.002,0.006,0.009,0.0,0.0,0.041,0.0233,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_75,8.4,8.8,7.98,3.096,0.9,1.98,0.33,70.02,790.0,12.0,0.0,15.0,180.0,312.2,0.37,6.0,8.0,0.004,0.0008,3.6,4.0,3.0,<5.22,7.59,7400.0,,3.1,0.0,0.0,0.0396,0.0372,0.137,0.124,0.0006,0.0006,78.97,83.01,0.0,0.0008,3.0,0.023,0.0,0.636,0.136,0.007,0.0039,30.25,32.001,0.0584,0.0498,0.0,,0.003,0.002,0.023,0.01,0.0,0.0,0.072,0.0331,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_41,9.3,6.8,7.54,5.971,1.75,2.89,0.19,83.16,684.0,10.0,0.0,8.39,171.0,268.8,0.47,7.0,11.0,0.004,0.0012,0.0,5.0,3.0,<4.94,12.43,3100.0,,1.7,0.0,0.0,0.0327,0.032,0.183,0.177,0.0,0.0003,77.51,81.59,0.0,0.001,2.0,0.012,0.0,0.321,0.036,0.0,0.0018,29.28,31.291,0.0196,0.0154,0.0,,0.004,0.004,0.008,0.004,0.0,0.0,0.047,0.0272,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_92,8.4,8.2,7.23,3.813,0.39,1.3,0.26,79.91,612.0,13.0,0.0,21.3,154.0,254.4,0.38,6.0,9.0,0.005,0.0016,0.0,3.0,2.0,<4.64,7.58,7600.0,,1.3,0.0,0.0,0.0331,0.0291,0.156,0.151,0.0007,0.0,72.61,74.84,0.0,0.0007,3.0,0.019,0.0,0.846,0.095,0.005,0.0034,27.15,28.109,0.0372,0.0272,0.0,,0.003,0.003,0.009,0.006,0.0,0.0,0.037,0.0211,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_42,8.3,5.0,7.5,5.077,0.19,0.9,0.12,81.43,772.0,3.0,0.0,6.8,159.0,288.5,0.43,6.0,8.0,0.005,0.0017,2.0,0.0,2.0,,,960.0,,0.9,0.0,0.0,0.0292,0.0293,0.18,0.169,0.0005,0.0007,73.59,77.27,0.0,0.0007,2.0,0.019,0.0,0.243,0.035,0.0,0.0038,28.29,29.827,0.0158,0.0135,0.11,0.0,0.003,0.003,0.008,0.007,0.0,0.0,0.033,0.0228,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18 00:00:00,WW_48,8.5,4.0,7.5,4.428,0.25,0.99,0.25,86.59,736.0,15.0,0.0,14.2,159.0,268.0,0.41,6.0,10.0,0.004,0.0015,0.0,3.0,0.0,,,960.0,,1.1,0.0,0.0,0.0312,0.0302,0.164,0.161,0.0005,0.0003,74.99,79.67,0.0,0.0011,2.0,0.024,0.0,0.596,0.053,0.004,0.0015,28.21,30.623,0.0305,0.0228,0.05,,0.01,0.003,0.014,0.012,0.0008,0.0,0.036,0.0192,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_50,13.0,2.7,8.52,0.208,0.54,1.04,0.01,47.21,300.0,0.0,0.0,1.96,133.0,58.0,0.23,6.0,6.0,0.0,0.0005,,,,<4.12,6.24,90.0,90.0,6.2,0.0,0.0,0.0374,0.0367,0.17,0.142,0.0,0.0,54.74,53.66,0.0,0.0,2.0,0.013,0.0,0.078,0.005,0.002,0.0028,14.12,14.516,0.0231,0.0041,0.0,,0.0,0.0,0.004,0.007,0.0,0.0007,0.017,0.0049,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_76,7.4,5.9,7.9,5.735,0.62,1.4,1.74,109.26,1098.0,11.0,8.0,6.99,194.0,467.2,0.54,8.0,10.0,0.006,0.002,0.0,4.0,4.0,<7.70,8.23,2000.0,970.0,0.6,0.0,0.0,0.031,0.028,0.243,0.236,0.0004,0.0006,90.41,91.17,0.0,0.0,4.0,0.031,0.0,0.41,0.058,0.002,0.0037,31.57,32.422,0.0467,0.0328,0.0,,0.004,0.003,0.015,0.01,0.0,0.0,0.102,0.0275,0.0,0.0,2.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_58,8.0,3.2,6.9,5.17,0.57,1.39,1.6,130.0,1022.0,3.0,0.0,5.89,189.0,401.1,0.53,8.0,11.0,0.006,0.0027,0.0,3.0,3.0,,,800.0,,1.2,0.0,0.0,0.031,0.0302,0.246,0.236,0.0005,0.0003,90.13,97.34,0.0,0.0,3.0,0.014,0.0,0.369,0.049,0.0,0.0019,32.2,35.379,0.0498,0.0467,0.0,,0.003,0.003,0.01,0.0,0.0,0.0,0.054,0.0291,0.0,0.0,2.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_54,9.3,7.0,6.5,9.396,0.43,1.51,5.03,653.84,1896.0,5.0,4.0,5.28,201.0,394.3,0.54,10.0,14.0,0.006,0.0016,,,,13.87,<10.95,5400.0,,4.5,0.0,0.0,0.0347,0.034,0.417,0.382,0.0007,0.0009,102.77,106.64,0.0,0.0007,5.0,0.014,0.0,0.322,0.09,0.005,0.0025,43.73,46.207,0.1019,0.1007,0.0,,0.002,0.0,0.006,0.002,0.0,0.0,0.061,0.0468,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_97,11.2,3.0,6.5,4.591,0.63,1.51,2.1,328.17,1424.0,9.0,5.0,17.6,220.0,399.4,0.38,7.0,8.0,0.003,0.0016,,,,<9.48,10.87,3000.0,,2.7,0.0,0.0,0.044,0.0431,0.267,0.267,0.0,0.0003,108.66,115.17,0.0,0.0,5.0,0.014,0.0,0.733,0.03,0.004,0.0037,46.64,50.452,0.0943,0.0886,0.05,,0.008,0.008,0.014,0.01,0.0,0.0,0.042,0.022,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_59,8.8,3.0,6.5,5.385,0.42,1.31,1.76,142.71,952.0,3.0,0.0,13.1,204.0,324.2,0.53,7.0,11.0,0.005,0.0021,0.0,3.0,4.0,,,530.0,,1.0,0.0,0.0,0.0333,0.0307,0.236,0.224,0.0006,0.0003,97.83,101.98,0.0,0.0,5.0,0.012,0.0,0.539,0.038,0.006,0.0034,34.6,36.899,0.0576,0.0487,0.05,,0.003,0.004,0.005,0.011,0.0,0.0,0.052,0.0307,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-24 00:00:00,WW_92,6.6,6.9,7.9,7.008,0.92,1.95,0.88,111.18,886.0,0.0,0.0,13.6,178.0,350.5,0.57,7.0,9.0,0.005,0.0016,0.0,4.0,3.0,,,350.0,,1.9,0.0,0.0,0.0358,0.0307,0.259,0.24,0.0007,0.0003,86.93,91.32,0.006,0.0008,3.0,0.02,0.0,0.784,0.039,0.005,0.003,32.79,34.69,0.0975,0.0333,0.17,0.0,0.01,0.005,0.012,0.005,0.0,0.0,0.179,0.0304,,,,,,
