Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Benzene   ,Ethylbenzene,Toluene,Xylenes(total),o-Xylene  ,m- and/or p-Xylenes
2005-05-02 00:00:00,WW_23,11.3,10.1,8.5,5.324,0.11,0.91,0.73,121.77,814.0,19.0,7.0,15.3,215.0,272.6,0.43,8.0,4.0,0.0,0.0003,,<5.97,10.56,40.0,,52.5,0.0,0.0,0.0385,0.0296,0.248,0.216,0.0005,0.0004,86.62,70.42,0.0,0.0,0.0,0.023,0.0,0.493,0.015,0.003,0.002,39.6,33.19,0.059,0.0205,0.0,,0.004,0.002,0.006,0.0,0.0,0.0,0.042,0.0148,,,,,,
2005-05-02 00:00:00,WW_29,12.4,10.0,8.2,6.229,0.09,1.06,1.07,117.46,786.0,26.0,10.0,17.2,211.0,281.2,0.46,8.0,3.0,0.002,0.0,,<6.00,11.27,9.0,,51.6,0.0,0.0,0.0391,0.0305,0.267,0.234,0.0004,0.0,86.66,73.46,0.0,0.0,0.0,0.021,0.0,0.698,0.013,0.004,0.0015,38.77,33.701,0.0698,0.0292,0.0,,0.003,0.002,0.004,0.0,0.0,0.0,0.038,0.0165,,,,,,
2005-05-02 00:00:00,WW_91,12.4,9.3,8.57,5.904,0.11,1.0,0.8,117.49,844.0,16.0,6.0,11.0,211.0,288.5,0.44,8.0,5.0,0.0,0.0007,,<4.35,9.46,9.0,,41.9,0.0,0.0,0.0378,0.0301,0.314,0.273,0.0,0.0003,87.3,72.87,0.0,0.0,0.0,0.023,0.0,0.37,0.012,0.004,0.0024,39.35,33.829,0.0482,0.0168,0.0,,0.004,0.002,0.008,0.0,0.0,0.0,0.034,0.0141,,,,,,
2005-05-02 00:00:00,WW_79,9.0,9.6,7.74,0.009,0.08,1.15,0.05,129.64,1314.0,34.0,12.0,28.5,206.0,331.6,0.15,9.0,6.0,0.0,0.0,,5.45,9.37,<10,9.0,40.9,0.0,0.0,0.0721,0.0559,0.107,0.093,0.0,0.0004,97.69,81.89,0.0,0.0,2.0,0.023,0.0,0.981,0.01,0.005,0.002,45.43,39.415,0.1536,0.0217,0.0,,0.004,0.0,0.007,0.002,0.0,0.0,0.022,0.0031,,,,,,
2005-05-02 00:00:00,WW_80,8.5,9.5,7.67,10.779,0.1,1.05,2.07,108.16,794.0,8.0,7.0,6.06,142.0,300.0,0.61,8.0,4.0,0.006,0.0033,,<3.35,10.15,150.0,160.0,11.8,0.0,0.0,0.0289,0.0256,0.244,0.213,0.0005,0.0003,73.75,68.27,0.0,0.0,2.0,0.021,0.003,0.291,0.046,0.002,0.002,29.45,27.677,0.038,0.0136,0.0,,0.003,0.0,0.011,0.006,0.0,0.0,0.033,0.0216,,,,,,
2005-05-02 00:00:00,WW_18,9.6,10.3,7.62,11.514,0.09,1.28,2.24,116.37,816.0,8.0,3.0,5.68,140.0,268.9,0.64,8.0,5.0,0.005,0.0026,,6.67,12.44,260.0,200.0,11.1,0.0,0.0,0.0281,0.022,0.245,0.218,0.0,0.0,73.67,61.94,0.0,0.0,0.0,0.026,0.003,0.389,0.039,0.0,0.0028,29.75,25.338,0.0426,0.0179,0.0,,0.003,0.0,0.008,0.009,0.0,0.0,0.039,0.0213,,,,,,
2005-05-02 00:00:00,WW_90,10.7,7.8,7.95,0.091,0.09,0.58,0.0,105.2,826.0,4.0,4.0,7.4,254.0,367.5,0.15,8.0,6.0,0.0,0.0005,,<3.37,4.19,70.0,,6.6,0.0,0.0,0.0819,0.0696,0.064,0.055,0.0007,0.0005,92.19,79.38,0.0,0.0,0.0,0.017,0.0,0.525,0.024,0.0,0.0038,42.8,37.415,0.1,0.0649,0.0,,0.0,0.0,0.011,0.0,0.0,0.0,0.015,0.0022,,,,,,
2005-05-02 00:00:00,WW_110,11.0,6.8,7.41,0.404,0.11,0.94,0.0,193.57,1152.0,9.0,7.0,11.1,301.0,387.3,0.23,14.0,7.0,0.003,0.0016,,5.8,7.65,1700.0,,6.2,0.0,0.0,0.0625,0.0522,0.091,0.079,0.0004,0.0004,128.41,111.15,0.0,0.0,0.0,0.022,0.0,0.775,0.067,0.002,0.0,53.62,47.366,0.0947,0.0783,0.07,,0.003,0.0,0.005,0.002,0.0,0.0,0.031,0.0097,,,,,,
2005-05-02 00:00:00,WW_89,8.3,12.8,7.32,8.843,0.21,1.73,2.88,97.51,464.0,15.0,6.0,3.63,165.0,149.7,0.69,12.0,12.0,0.006,0.0037,,<3.79,12.55,80.0,,13.5,0.0,0.0,0.023,0.0194,0.326,0.296,0.0004,0.0003,66.49,56.88,0.0,0.0,0.0,0.035,0.005,0.155,0.041,0.003,0.0025,26.82,23.318,0.0243,0.0183,0.0,,0.002,0.0,0.009,0.002,0.0,0.0,0.056,0.0358,,,,,,
2005-05-02 00:00:00,WW_64,10.2,11.0,7.57,9.663,0.32,1.7,2.74,102.89,626.0,25.0,10.0,18.7,174.0,176.6,0.64,11.0,5.0,0.004,0.0029,,<4.00,11.19,270.0,,35.0,0.0,0.0,0.0319,0.0249,0.278,0.277,0.0006,0.0004,69.79,72.72,0.0,0.0,2.0,0.019,0.002,0.309,0.031,0.005,0.0,26.7,30.342,0.0446,0.0432,0.0,,0.007,0.0,0.005,0.004,0.0,0.0,0.056,0.031,,,,,,
2005-05-02 00:00:00,WW_92,5.2,11.9,7.59,7.591,0.89,1.65,1.08,103.48,450.0,13.0,7.0,9.28,153.0,190.9,0.77,9.0,7.0,0.003,0.0007,4.3,,,30.0,,4.4,0.0,0.0,0.0312,0.0164,0.268,0.251,0.0007,0.0003,75.78,59.65,0.0,0.0009,0.0,0.027,0.0,0.733,0.025,0.004,0.0027,31.4,23.252,0.0622,0.0321,0.0,,0.002,0.005,0.013,0.007,0.0,0.0,0.052,0.0269,,,,,,
2005-05-09 00:00:00,WW_31,5.0,16.2,7.59,0.06,0.13,1.11,0.07,126.44,960.0,16.0,7.0,11.3,229.0,300.6,0.29,10.0,3.0,0.002,0.0006,,<3.26,6.2,260.0,,11.5,0.0,0.0,0.0179,0.013,0.176,0.169,0.0,0.0009,84.03,76.35,0.0,0.0,2.0,0.018,0.0,0.909,0.102,0.0,0.0,50.1,46.868,0.3301,0.2707,0.06,,0.002,0.0,0.007,0.0,0.0,0.0,0.021,0.0042,,,,,,
2005-05-09 00:00:00,WW_32,5.6,16.9,7.53,0.175,0.12,1.19,0.08,97.19,1172.0,10.0,3.0,9.36,257.0,407.6,0.32,9.0,6.0,0.0,0.0009,,<3.80,8.81,710.0,,33.7,0.0,0.0,0.0628,0.0571,0.172,0.145,0.0008,0.0008,95.53,89.2,0.0,0.0,2.0,0.016,0.0,0.949,0.043,0.0,0.0,52.18,50.304,0.3218,0.2714,0.14,0.05,0.004,0.0,0.0,0.01,0.0,0.0,0.028,0.0054,,,,,,
2005-05-09 00:00:00,WW_105,8.0,15.5,7.64,11.151,0.07,0.8,2.01,70.4,734.0,14.0,6.0,11.1,157.0,217.3,0.68,6.0,0.0,0.002,0.0004,,<4.31,12.29,70.0,,10.7,0.0,0.0,0.0276,0.023,0.226,0.191,0.0005,0.0007,67.29,61.2,0.0,0.0,2.0,0.013,0.003,0.373,0.028,0.0,0.0,31.32,29.11,0.0383,0.0208,0.09,,0.002,0.0,0.0,0.008,0.0,0.0,0.058,0.0435,,,,,,
2005-05-09 00:00:00,WW_104,7.5,18.9,7.99,8.449,0.19,0.94,1.74,75.22,822.0,34.0,12.0,10.6,174.0,248.4,0.65,7.0,0.0,0.002,0.0003,,7.05,17.24,3500.0,,8.5,0.0,0.0,0.0315,0.0259,0.21,0.176,0.0005,0.0006,70.69,67.05,0.0,0.0,3.0,0.012,0.0,0.518,0.018,0.0,0.0,33.58,32.15,0.0625,0.042,0.1,,0.003,0.002,0.01,0.013,0.0,0.0,0.091,0.0307,,,,,,
2005-05-09 00:00:00,WW_103,4.2,22.6,8.0,6.786,0.2,1.37,1.03,86.28,1228.0,16.0,7.0,13.6,194.0,501.6,0.51,9.0,4.0,0.002,0.0007,,<4.06,10.26,330.0,,35.5,0.0,0.0,0.0579,0.0507,0.276,0.231,0.0011,0.0009,93.78,86.79,0.0,0.0,2.0,0.012,0.002,0.399,0.011,0.0,0.0,40.02,38.125,0.0707,0.0319,0.12,0.0,0.003,0.002,0.007,0.01,0.0,0.0,0.024,0.0099,,,,,,
2005-05-09 00:00:00,WW_34,4.2,21.5,7.8,7.373,0.19,1.33,1.68,78.79,918.0,16.0,6.0,13.4,188.0,325.2,0.59,7.0,0.0,0.002,0.0003,,<5.81,13.95,860.0,,19.3,0.0,0.0,0.0449,0.0333,0.26,0.189,0.0011,0.0006,90.64,72.02,0.0,0.0,2.0,0.015,0.002,0.376,0.017,0.0,0.0,41.59,33.913,0.0688,0.0502,0.1,,0.002,0.002,0.006,0.012,0.0,0.0,0.034,0.0188,,,,,,
2005-05-09 00:00:00,WW_37,4.4,20.6,7.8,5.926,2.58,4.02,1.41,50.22,482.0,8.0,4.0,9.52,148.0,122.3,0.73,8.0,4.0,0.002,0.0005,0.0,,,6000.0,7800.0,3.4,0.0,0.0,0.022,0.0193,0.176,0.152,0.0006,0.0006,54.22,50.11,0.0,0.0,2.0,0.011,0.0,0.162,0.036,0.0,0.0,19.8,18.656,0.0174,0.0147,0.29,0.08,0.004,0.002,0.0,0.003,0.0,0.0,0.054,0.0261,,,,,,
2005-05-09 00:00:00,WW_73,3.5,16.5,7.6,6.355,1.43,2.62,1.14,49.52,534.0,8.0,4.0,14.2,146.0,124.9,0.71,8.0,4.0,0.0,0.0014,1.9,,,3700.0,3300.0,2.6,0.0,0.0,0.0228,0.0187,0.176,0.151,0.0,0.0004,54.47,50.89,0.0,0.0,2.0,0.013,0.0,0.245,0.039,0.0,0.0,19.77,18.864,0.016,0.0128,0.06,,0.003,0.002,0.005,0.003,0.0,0.0,0.043,0.0246,,,,,,
2005-05-09 00:00:00,WW_46,3.7,19.4,7.3,5.366,2.67,4.23,1.4,51.06,494.0,16.0,7.0,15.0,157.0,133.3,0.76,8.0,3.0,0.003,0.001,2.2,,,1600.0,1300.0,3.4,0.0,0.0,0.0221,0.0179,0.192,0.162,0.0006,0.0008,54.94,52.27,0.0,0.0,2.0,0.014,0.0,0.29,0.027,0.0,0.0,20.06,19.469,0.0229,0.0183,0.11,0.0,0.004,0.003,0.01,0.006,0.0,0.0,0.044,0.0266,,,,,,
2005-05-09 00:00:00,WW_35,9.2,13.7,7.99,0.325,0.08,0.22,0.0,21.78,198.0,9.0,6.0,9.21,114.0,16.2,0.08,3.0,7.0,0.0,0.0004,0.0,<3.75,<4.01,6800.0,1300.0,1.1,0.0,0.0,0.0233,0.0205,0.034,0.027,0.0004,0.0004,36.19,33.95,0.0,0.0,2.0,0.011,0.0,0.252,0.005,0.0,0.0,12.14,11.39,0.0123,0.0059,0.13,0.0,0.0,0.0,0.012,0.008,0.0,0.0,0.012,0.0024,,,,,,
2005-05-09 00:00:00,WW_102,9.5,19.5,7.82,0.318,0.09,0.2,0.0,22.68,182.0,8.0,2.0,11.7,117.0,19.1,0.11,3.0,0.0,0.0,0.0004,0.0,<3.74,<4.01,30.0,40.0,4.4,0.0,0.0,0.0231,0.0203,0.033,0.035,0.0,0.0004,37.48,34.41,0.0,0.0007,2.0,0.008,0.0,0.217,0.0,0.0,0.0,12.36,11.517,0.0112,0.0061,0.08,,0.002,0.0,0.0,0.007,0.0,0.0,0.014,0.002,,,,,,
2005-05-09 00:00:00,WW_36,7.5,16.1,7.58,4.645,2.3,3.85,1.53,43.59,430.0,5.0,5.0,5.88,148.0,99.2,0.7,7.0,2.0,0.003,0.0008,0.0,<4.83,6.45,8300.0,7200.0,1.9,0.0,0.0,0.0218,0.0184,0.178,0.151,0.0006,0.0006,51.45,47.54,0.0,0.0,2.0,0.014,0.0,0.139,0.022,0.0,0.0,18.41,17.123,0.0221,0.0155,0.06,,0.003,0.002,0.01,0.007,0.0,0.0,0.045,0.0253,,,,,,
2005-05-09 00:00:00,WW_101,8.2,16.6,7.55,4.757,2.71,4.35,1.51,47.29,442.0,9.0,6.0,7.94,148.0,99.8,0.68,7.0,7.0,0.003,0.0008,2.2,,,8600.0,6100.0,2.4,0.0,0.0,0.0222,0.0186,0.173,0.145,0.0007,0.0004,52.0,48.7,0.0,0.0,2.0,0.015,0.0,0.307,0.03,0.0,0.0,18.61,17.558,0.0211,0.0171,0.09,,0.003,0.002,0.006,0.004,0.0,0.0,0.05,0.0245,,,,,,
2005-05-09 00:00:00,WW_96,7.5,19.9,7.92,6.944,0.17,1.07,1.67,81.11,940.0,15.0,6.0,4.59,194.0,336.1,0.6,7.0,2.0,0.0,0.0006,,<5.55,13.28,460.0,,92.7,0.0,0.0,0.0374,0.0342,0.232,0.197,0.001,0.0008,79.46,76.48,0.0,0.0,2.0,0.012,0.0,0.187,0.027,0.0,0.0,36.3,35.167,0.0294,0.0157,0.08,,0.003,0.002,0.0,0.011,0.0,0.0,0.038,0.0203,,,,,,
2005-05-09 00:00:00,WW_92,5.3,17.0,7.1,9.19,0.77,1.71,1.63,112.68,718.0,8.0,5.0,5.48,156.0,189.9,0.86,8.0,5.0,0.003,0.0009,2.2,,,<10,,9.7,0.0,0.0,0.0199,0.0168,0.279,0.244,0.0006,0.0007,69.29,64.28,0.0,0.0007,2.0,0.012,0.0,0.202,0.023,0.0,0.0,26.08,24.847,0.0331,0.0297,0.13,0.0,0.006,0.005,0.004,0.006,0.0,0.0,0.042,0.0255,,,,,,
2005-05-16 00:00:00,WW_74,10.0,13.5,7.58,0.639,0.35,0.25,0.09,23.84,248.0,4.0,3.0,3.11,111.0,23.7,0.14,3.0,0.0,0.0,0.0,,<3.83,<4.03,20.0,,5.0,0.0,0.0,0.0232,0.0198,0.051,0.039,0.0,0.0,37.38,33.97,0.0,0.0,2.0,0.015,0.0,0.091,0.0,0.0,0.0,12.45,11.636,0.0108,0.0047,0.0,,0.002,0.0,0.0,0.004,0.0,0.0,0.027,0.0054,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_100,8.9,13.5,7.45,1.653,0.94,1.27,0.4,33.76,288.0,10.0,6.0,4.89,119.0,56.5,0.31,5.0,2.0,0.0,0.0009,,<4.21,<4.13,200.0,,4.1,0.0,0.0,0.0227,0.0191,0.079,0.071,0.0,0.0,40.94,37.97,0.0,0.0007,3.0,0.013,0.0,0.178,0.01,0.0,0.0,14.19,13.469,0.0256,0.0164,0.09,,0.002,0.0,0.003,0.0,0.0,0.0,0.024,0.0119,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_39,7.5,13.9,7.41,3.237,2.74,4.13,1.19,48.48,420.0,4.0,1.0,10.5,138.0,115.4,0.59,6.0,7.0,0.003,0.0008,3.8,,,890.0,,2.9,0.0,0.0,0.0233,0.0173,0.142,0.133,0.0005,0.0,48.8,44.9,0.0,0.0011,2.0,0.018,0.0,0.366,0.025,0.0,0.0,18.08,16.771,0.0565,0.0438,0.07,,0.004,0.003,0.006,0.004,0.0,0.0,0.045,0.0242,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_99,6.0,18.1,7.38,3.72,2.37,3.09,0.86,45.77,452.0,14.0,8.0,12.6,133.0,121.7,0.61,7.0,14.0,0.002,0.0013,0.0,,,110.0,,6.5,0.0,0.0,0.0228,0.0163,0.146,0.146,0.0007,0.0003,49.63,47.14,0.0,0.0,4.0,0.015,0.0,0.556,0.021,0.006,0.0,17.74,16.958,0.041,0.0321,0.0,,0.005,0.003,0.006,0.007,0.0,0.0,0.047,0.0167,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_40,6.6,17.9,7.49,3.842,1.47,2.39,0.73,44.57,422.0,16.0,6.0,9.67,127.0,123.6,0.58,7.0,9.0,0.002,0.0014,0.0,,,40.0,20.0,5.8,0.0,0.0,0.0226,0.0174,0.139,0.134,0.0008,0.0003,49.0,44.68,0.0,0.0007,3.0,0.016,0.002,0.382,0.022,0.007,0.0,17.43,16.351,0.0376,0.0307,0.0,,0.003,0.002,0.0,0.005,0.0,0.0,0.041,0.0211,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_75,4.3,16.1,8.2,4.196,1.59,2.38,0.93,46.75,460.0,16.0,6.0,12.6,135.0,113.6,0.6,8.0,6.0,0.003,0.0011,0.0,<5.06,7.48,50.0,40.0,2.0,0.0,0.0,0.0233,0.0172,0.151,0.148,0.0006,0.0003,49.85,47.74,0.0,0.0,2.0,0.016,0.0,0.465,0.015,0.0,0.0,17.85,17.278,0.0281,0.0157,0.08,,0.004,0.002,0.0,0.008,0.0,0.0,0.045,0.0165,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_41,6.5,17.5,7.4,9.052,0.52,1.18,0.74,68.84,496.0,13.0,8.0,4.63,113.0,130.1,0.76,7.0,5.0,0.003,0.0013,0.0,<5.23,8.66,1400.0,2000.0,2.0,0.0,0.0,0.0176,0.0138,0.188,0.179,0.0005,0.0003,52.32,49.89,0.0,0.0013,2.0,0.01,0.0,0.246,0.031,0.0,0.0,18.9,18.101,0.0168,0.0099,0.0,,0.006,0.004,0.0,0.0,0.0,0.0,0.041,0.0191,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_92,4.5,16.9,6.99,7.082,1.45,1.84,1.17,89.17,570.0,8.0,3.0,5.28,133.0,147.8,0.77,8.0,7.0,0.004,0.002,0.0,<5.69,10.71,40.0,40.0,3.5,0.0,0.0,0.0206,0.0146,0.328,0.279,0.0007,0.0003,67.07,54.06,0.0,0.001,2.0,0.013,0.0,0.248,0.023,0.0,0.0,24.87,20.444,0.0339,0.0248,0.0,,0.007,0.004,0.0,0.0,0.0,0.0,0.045,0.025,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_42,5.5,17.2,6.95,6.165,0.73,1.4,0.8,64.95,512.0,9.0,5.0,5.02,115.0,139.0,0.7,8.0,7.0,0.004,0.0011,3.9,,,2400.0,1100.0,1.9,0.0,0.0,0.0156,0.0117,0.313,0.305,0.0004,0.0,48.4,47.34,0.0,0.0012,3.0,0.012,0.0,0.228,0.031,0.0,0.0,17.27,16.727,0.0187,0.0154,0.0,,0.006,0.005,0.004,0.0,0.0,0.0,0.042,0.0245,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16 00:00:00,WW_48,4.9,16.6,6.74,5.896,2.23,3.26,1.54,92.05,572.0,22.0,4.0,9.58,132.0,149.2,0.76,9.0,10.0,0.004,0.0016,4.4,,,1200.0,1100.0,3.9,0.0,0.0,0.0199,0.0142,0.238,0.227,0.0005,0.0003,56.28,52.4,0.004,0.0009,4.0,0.013,0.0,0.422,0.026,0.0,0.0,20.87,19.92,0.0381,0.0301,0.05,,0.006,0.005,0.0,0.0,0.0,0.0,0.051,0.0277,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_49,9.0,24.8,7.3,0.389,0.09,0.15,0.0,24.65,312.0,9.0,1.0,7.85,110.0,25.6,0.12,2.0,3.0,0.0,0.0,,<4.30,6.54,<10,,0.8,0.0,0.0,0.0229,0.0209,0.042,0.033,0.0004,0.0,35.91,35.84,0.0,0.0,2.0,0.017,0.0,0.208,0.007,0.006,0.0,11.84,11.705,0.0117,0.0044,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_50,8.7,20.5,7.7,0.145,0.12,0.43,0.0,56.83,390.0,4.0,3.0,3.81,130.0,63.8,0.28,6.0,2.0,0.0,0.0004,,<4.93,<4.20,30.0,,6.2,0.005,0.0,0.0456,0.0417,0.178,0.179,0.0,0.0,48.36,48.09,0.0,0.0,2.0,0.014,0.0,0.102,0.007,0.004,0.0021,13.52,13.491,0.069,0.007,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_86,2.5,18.7,7.4,6.997,1.28,2.45,0.59,215.53,814.0,24.0,10.0,19.5,199.0,165.6,0.84,11.0,9.0,0.005,0.0014,0.0,,,400.0,,15.0,0.0,0.0,0.032,0.0169,0.373,0.35,0.0009,0.0003,83.33,80.69,0.0,0.0,4.0,0.022,0.0,2.128,0.071,0.017,0.0026,50.24,49.21,0.0992,0.0847,0.07,,0.005,0.003,0.0,0.0,0.0,0.0,0.066,0.0104,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_55,8.6,21.1,8.0,0.924,0.49,0.38,0.0,82.62,508.0,3.0,0.0,5.01,119.0,126.7,0.32,5.0,6.0,0.0,0.0001,,<5.61,5.88,30.0,,4.0,0.0,0.0,0.0378,0.0347,0.175,0.168,0.0,0.0,49.97,48.83,0.0,0.0,0.0,0.014,0.0,0.191,0.005,0.004,0.0,16.42,16.271,0.0172,0.006,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.016,0.012,0.0,0.0,0.0,0.0,0.0,0.0
