Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Benzene   ,Ethylbenzene,Toluene,Xylenes(total),o-Xylene  ,m- and/or p-Xylenes
2005-12-05 00:00:00,WW_23,12.8,0.3,7.2,7.807,0.08,1.39,1.25,89.69,714.0,10.0,4.0,11.5,144.0,240.2,0.63,5.2,10.0,0.0,0.0009,,<4.85,14.5,130.0,100.0,18.5,0.0,0.0,0.0267,0.0215,0.192,0.199,0.0,0.0,59.31,51.36,0.0,0.0008,2.0,0.018,0.002,0.308,0.022,0.005,0.0011,23.56,21.219,0.0192,0.0078,0.0,,0.003,0.002,0.012,0.008,0.0,0.0,0.034,0.0278,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_29,13.5,0.9,7.0,7.619,0.07,1.16,1.14,91.02,622.0,10.0,0.0,8.59,145.0,228.9,0.58,5.5,0.0,0.0,0.0008,,<4.78,11.92,130.0,170.0,28.1,0.003,0.0,0.0272,0.0235,0.205,0.197,0.0,0.0004,60.5,58.32,0.0,0.0,0.0,0.021,0.003,0.354,0.024,0.006,0.0033,24.4,24.004,0.023,0.0087,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.039,0.0236,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_91,14.7,0.5,7.1,6.932,0.29,1.44,1.29,95.03,718.0,10.0,0.0,10.8,155.0,243.1,0.53,5.4,12.0,0.0,0.0006,,<4.93,12.04,440.0,690.0,34.9,0.0,0.0,0.0205,0.0164,0.192,0.202,0.0,0.0,53.19,45.47,0.0,0.0007,0.0,0.035,0.004,0.207,0.074,0.003,0.0022,19.71,17.59,0.0348,0.0178,0.0,,0.003,0.002,0.0,0.008,0.0,0.0,0.046,0.0248,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_80,8.7,10.7,6.7,11.837,0.07,1.38,2.74,73.22,602.0,7.0,3.0,4.1,114.0,207.8,0.7,5.6,4.0,0.0,0.001,,<4.44,12.25,1400.0,,7.6,0.0,0.0,0.0226,0.021,0.201,0.208,0.0,0.0,53.22,51.5,0.0,0.0,0.0,0.028,0.005,0.774,0.051,0.006,0.0032,19.87,20.175,0.0425,0.023,0.0,,0.004,0.004,0.006,0.011,0.0,0.0,0.04,0.026,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_18,9.8,8.9,6.8,11.522,0.16,1.38,2.88,73.52,632.0,30.0,7.0,17.2,116.0,213.8,0.72,5.4,7.0,0.0,0.0004,,<5.15,17.15,2000.0,,9.6,0.0,0.0,0.018,0.014,0.261,0.269,0.0,0.0,49.99,40.67,0.0,0.0011,0.0,0.021,0.002,0.182,0.058,0.005,0.0012,17.4,14.807,0.041,0.0301,0.0,,0.008,0.006,0.0,0.002,0.0,0.0,0.045,0.0299,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_89,7.8,12.1,6.9,15.888,1.25,2.94,3.21,74.25,546.0,13.0,8.0,4.69,103.0,154.7,0.75,7.6,10.0,0.003,0.0015,,<4.62,11.66,6300.0,,0.5,0.0,0.0,0.0277,0.0191,0.216,0.228,0.0,0.0,55.55,49.48,0.004,0.0015,0.0,0.027,0.003,1.757,0.064,0.007,0.0026,19.3,17.518,0.0895,0.0628,0.0,,0.009,0.005,0.007,0.008,0.0,0.0,0.051,0.0296,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_64,8.9,NA,NA,14.507,1.99,3.04,2.75,78.49,604.0,63.0,11.0,48.8,114.0,172.1,0.76,7.0,11.0,0.003,0.0012,,<5.00,13.86,3600.0,,5.8,0.0,0.0,0.0197,0.0124,0.218,0.214,0.0,0.0,49.28,41.7,0.004,0.0008,0.0,0.029,0.002,0.481,0.03,0.008,0.0013,17.37,15.278,0.0371,0.0192,0.0,,0.005,0.004,0.004,0.006,0.0,0.0,0.059,0.0288,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05 00:00:00,WW_92,6.9,10.5,7.1,7.108,0.43,1.5,1.29,81.83,444.0,23.0,6.0,10.5,125.0,138.9,0.83,4.7,9.0,0.004,0.0015,4.5,,,800.0,,1.5,0.0,0.0,0.0293,0.0201,0.154,0.158,0.0,0.0,61.09,47.75,0.0,0.0,0.0,0.025,0.002,0.808,0.035,0.002,0.0,23.6,18.724,0.0645,0.0412,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.042,0.0209,,,,,,
2005-12-12 00:00:00,WW_32,8.5,10.1,6.1,9.383,0.34,5.08,2.08,63.42,770.0,29.0,9.0,18.5,130.0,310.2,0.7,6.3,3.0,0.003,0.0,,<6.95,10.74,21000.0,,2.2,0.0,0.0,0.0232,0.0149,0.165,0.168,0.0,0.0,53.01,40.22,0.0,0.0,0.0,0.028,0.004,0.536,0.024,0.0,0.0,21.34,16.272,0.0529,0.0347,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.042,0.0257,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_105,10.4,1.5,6.3,8.056,0.33,1.49,1.86,61.01,560.0,14.0,5.0,17.3,128.0,180.1,0.65,4.7,6.0,0.003,0.0,,<5.38,7.91,30.0,,29.8,0.0,0.0,0.0269,0.0189,0.167,0.168,0.0,0.0,56.67,47.16,0.0,0.0,0.0,0.021,0.002,0.513,0.024,0.002,0.0,22.86,19.058,0.3075,0.2416,0.0,,0.002,0.002,0.0,0.008,0.0,0.0,0.038,0.0216,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_104,10.9,1.0,6.4,7.577,0.11,1.33,1.54,64.57,654.0,3.0,0.0,11.5,139.0,226.8,0.62,4.8,7.0,0.0,0.0004,,<5.89,8.63,420.0,,30.3,0.0,0.0,0.0251,0.0188,0.155,0.146,0.0,0.0,60.42,46.09,0.0,0.0008,0.0,0.02,0.002,0.134,0.036,0.0,0.0,19.13,14.958,0.0212,0.0145,0.0,,0.009,0.006,0.0,0.004,0.0,0.0,0.04,0.0253,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_37,8.5,9.5,7.5,9.541,0.92,1.76,1.48,56.61,1326.0,0.0,0.0,2.8,112.0,642.9,0.68,3.5,5.0,0.004,0.0007,2.6,,,8000.0,,2.4,0.0,0.0,0.0201,0.0156,0.183,0.171,0.0,0.0,53.59,44.02,0.0,0.0008,0.0,0.021,0.002,0.189,0.048,0.0,0.0,17.9,14.994,0.0247,0.0186,0.0,,0.013,0.01,0.0,0.0,0.0,0.0,0.042,0.0292,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_73,6.9,7.7,7.85,7.808,1.03,1.91,1.77,59.29,740.0,5.0,4.0,2.95,119.0,337.3,0.72,4.4,9.0,0.003,0.0014,2.7,,,4100.0,,3.2,0.0,0.0,0.0201,0.0143,0.147,0.149,0.0,0.0,54.18,43.86,0.0,0.0013,0.0,0.026,0.002,0.296,0.038,0.004,0.0,18.51,15.36,0.0261,0.0177,0.0,,0.006,0.004,0.0,0.0,0.0,0.0,0.057,0.0337,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_46,8.1,9.2,6.82,8.741,0.71,1.82,1.69,57.53,652.0,7.0,5.0,7.08,118.0,249.3,0.78,4.6,8.0,0.003,0.0013,2.6,,,1700.0,,5.0,0.0,0.0,0.0222,0.0169,0.127,0.129,0.0,0.0,50.37,43.56,0.0,0.0009,0.0,0.026,0.0,0.506,0.034,0.004,0.0,16.54,14.224,0.0217,0.0141,0.0,,0.01,0.008,0.0,0.008,0.0,0.0,0.045,0.0278,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_102,7.6,10.0,7.0,6.035,1.37,2.28,1.64,50.46,590.0,7.0,0.0,16.8,122.0,234.3,0.58,4.2,12.0,0.003,0.0014,3.8,<5.73,9.92,2900.0,,10.6,0.0,0.0,0.0218,0.0157,0.173,0.175,0.0,0.0,53.93,41.79,0.0,0.0008,0.0,0.025,0.002,0.166,0.028,0.0,0.0,17.09,13.553,0.0223,0.0135,0.0,,0.008,0.005,0.0,0.005,0.0,0.0,0.057,0.0322,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_36,9.0,11.6,7.2,7.827,0.8,1.92,1.61,56.04,976.0,8.0,8.0,4.83,118.0,455.2,0.76,4.2,9.0,0.004,0.0,2.5,<6.09,9.83,7500.0,,0.4,0.0,0.0,0.0231,0.0174,0.158,0.162,0.0,0.0,56.04,44.8,0.0,0.0008,2.0,0.02,0.002,0.14,0.036,0.0,0.0,17.59,14.33,0.0259,0.0148,0.0,,0.009,0.006,0.0,0.0,0.0,0.0,0.05,0.0322,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_101,7.5,11.1,7.0,9.141,1.28,2.48,1.62,56.34,1126.0,0.0,0.0,2.5,113.0,573.5,0.71,3.9,7.0,0.005,0.001,3.2,,,6000.0,,0.3,0.0,0.0,0.0177,0.0114,0.183,0.182,0.0,0.0,56.57,42.81,0.0,0.0008,0.0,0.019,0.002,0.295,0.032,0.006,0.0,19.91,15.426,0.0295,0.0195,0.0,,0.006,0.004,0.0,0.009,0.0,0.0,0.046,0.0291,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12 00:00:00,WW_92,6.7,3.0,7.8,7.262,0.4,1.47,1.32,101.19,602.0,12.0,10.0,5.47,127.0,201.3,0.74,5.2,8.0,0.005,0.002,3.0,,,290.0,,1.3,0.0,0.0,0.0216,0.0168,0.107,0.093,0.0,0.0,44.79,39.93,0.0,0.0,0.0,0.011,0.002,0.132,0.016,0.0,0.0,15.02,13.292,0.0198,0.0153,0.0,,0.004,0.003,0.0,0.0,0.0,0.0,0.086,0.0167,,,,,,
2005-12-19 00:00:00,WW_100,11.1,3.8,7.23,4.608,0.38,1.22,0.85,38.74,638.0,4.0,0.0,5.37,120.0,250.5,0.5,2.8,3.0,0.0,0.0006,,<5.66,6.24,850.0,,2.0,0.0,0.0,0.0227,0.0182,0.122,0.11,0.0,0.0,49.98,45.92,0.0,0.0,0.0,0.015,0.002,0.158,0.025,0.0,0.0,16.17,14.872,0.0261,0.0213,0.0,,0.004,0.003,0.0,0.0,0.0,0.0,0.036,0.0259,,,,,,
2005-12-19 00:00:00,WW_39,11.4,2.1,7.21,5.859,0.61,1.32,1.04,44.62,796.0,6.0,0.0,5.27,120.0,344.1,0.59,3.3,4.0,0.0,0.0006,0.0,,,2000.0,,2.9,0.0,0.0,0.0211,0.0159,0.165,0.152,0.0,0.0,50.93,47.07,0.0,0.0007,0.0,0.019,0.003,0.255,0.029,0.005,0.0,17.14,15.911,0.0509,0.0417,0.06,,0.006,0.006,0.0,0.007,0.0,0.0,0.048,0.0304,,,,,,
2005-12-19 00:00:00,WW_108,9.8,10.0,6.85,7.98,0.61,1.5,1.33,48.97,658.0,9.0,0.0,7.45,121.0,253.5,0.8,4.2,0.0,0.0,0.0006,0.0,,,810.0,,4.7,0.0,0.0,0.0214,0.0151,0.158,0.146,0.0,0.0,51.18,45.5,0.0,0.0009,0.0,0.015,0.003,0.28,0.026,0.005,0.0,17.15,15.269,0.0265,0.0194,0.06,,0.007,0.005,0.0,0.0,0.0,0.0,0.048,0.0275,,,,,,
2005-12-19 00:00:00,WW_99,12.2,7.4,6.82,7.407,0.97,1.73,1.7,50.63,724.0,9.0,3.0,7.07,121.0,283.2,0.76,4.0,5.0,0.003,0.0012,1.8,,,320.0,,5.3,0.0,0.0,0.0216,0.016,0.169,0.149,0.0,0.0,50.96,46.89,0.0,0.0,0.0,0.016,0.003,0.294,0.027,0.005,0.0,17.04,15.675,0.0217,0.0161,0.0,,0.007,0.006,0.0,0.0,0.0,0.0,0.047,0.0287,,,,,,
2005-12-19 00:00:00,WW_40,9.5,8.4,6.84,7.339,0.71,1.49,1.43,48.26,752.0,12.0,3.0,9.16,123.0,298.0,0.76,3.9,7.0,0.0,0.0005,1.5,,,220.0,,5.0,0.0,0.0,0.0227,0.0154,0.129,0.112,0.0,0.0,48.74,42.43,0.0,0.0009,0.0,0.017,0.002,0.326,0.013,0.004,0.0,16.18,14.265,0.0192,0.0116,0.0,,0.007,0.005,0.0,0.007,0.0,0.0,0.047,0.0227,,,,,,
2005-12-19 00:00:00,WW_75,7.8,13.0,7.2,5.834,0.52,1.16,1.05,45.73,702.0,14.0,3.0,10.2,119.0,281.1,0.59,3.2,0.0,0.0,0.0006,2.6,<6.04,9.18,90.0,,4.0,0.0,0.0,0.0199,0.0142,0.197,0.18,0.0,0.0,50.82,45.62,0.0,0.0012,0.0,0.012,0.0,0.223,0.025,0.003,0.0,17.55,15.748,0.0126,0.0082,0.0,,0.012,0.01,0.006,0.01,0.0,0.0,0.039,0.0235,,,,,,
2005-12-19 00:00:00,WW_41,8.4,7.5,7.0,8.847,0.36,1.32,0.59,68.55,714.0,8.0,3.0,7.44,114.0,263.0,0.91,4.7,0.0,0.003,0.001,2.0,<6.07,9.27,2000.0,,1.7,0.0,0.0,0.019,0.0129,0.212,0.195,0.0,0.0,58.02,52.79,0.0,0.001,0.0,0.012,0.0,0.266,0.024,0.002,0.0,19.93,18.264,0.0296,0.0227,0.0,,0.006,0.006,0.0,0.0,0.0,0.0,0.051,0.0439,,,,,,
2005-12-19 00:00:00,WW_92,7.6,7.0,7.0,6.808,0.61,1.72,1.55,93.46,744.0,9.0,3.0,8.81,136.0,270.6,0.92,4.8,6.0,0.004,0.0008,0.0,<6.43,9.49,450.0,,1.2,0.0,0.0,0.0233,0.0198,0.038,0.031,0.0,0.0,38.89,33.76,0.0,0.0,0.0,0.021,0.0,0.363,0.0,0.0,0.0,12.9,11.498,0.0186,0.0054,0.0,,0.0,0.0,0.007,0.011,0.0,0.0,0.014,0.009,,,,,,
2005-12-27 00:00:00,WW_49,12.5,10.0,7.7,0.369,0.06,0.29,0.0,27.78,224.0,5.0,3.0,10.7,109.0,53.1,0.14,1.5,0.0,0.0,0.0012,,<3.00,7.74,<10,,0.8,0.005,0.0,0.0327,0.0285,0.088,0.077,0.0,0.0,38.0,32.28,0.0,0.0,2.0,0.02,0.0,0.126,0.0,0.003,0.0,15.85,13.952,0.0321,0.0054,0.0,,0.0,0.0,0.007,0.0,0.0,0.0,0.012,0.0078,,,,,,
2005-12-27 00:00:00,WW_50,10.9,9.0,7.6,0.086,0.09,0.52,0.0,34.32,270.0,0.0,0.0,6.96,117.0,47.9,0.25,4.7,3.0,0.0,0.0007,,<3.06,4.66,90.0,,12.9,0.0,0.0,0.0275,0.0241,0.066,0.058,0.0,0.0,40.51,35.35,0.0,0.0,0.0,0.02,0.0,0.341,0.007,0.002,0.0012,14.44,12.934,0.0234,0.008,0.06,,0.0,0.0,0.005,0.011,0.0,0.0,0.02,0.005,,,,,,
2005-12-27 00:00:00,WW_55,11.8,6.8,7.4,0.498,0.26,0.56,0.0,47.1,246.0,0.0,0.0,5.97,103.0,55.2,0.21,2.7,7.0,0.0,0.0006,,<3.11,<3.86,60.0,,0.8,0.004,0.0,0.0253,0.0184,0.118,0.106,0.0,0.0,51.6,45.23,0.0,0.0,0.0,0.035,0.0,1.179,0.01,0.009,0.002,17.93,15.919,0.05,0.0233,0.07,,0.003,0.002,0.0,0.0,0.0,0.0,0.047,0.0178,,,,,,
2005-12-27 00:00:00,WW_56,6.9,3.3,7.01,3.236,0.35,1.05,1.16,59.96,426.0,33.0,3.0,44.2,125.0,119.6,0.45,3.5,8.0,0.0,0.0009,0.0,<3.87,7.68,480.0,,2.8,0.0,0.0,0.02,0.0165,0.159,0.141,0.0,0.0,68.8,64.32,0.0,0.0,0.0,0.016,0.0,0.319,0.052,0.006,0.0036,22.62,21.39,0.0454,0.0433,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0236,,,,,,
2005-12-27 00:00:00,WW_76,7.9,9.9,6.9,6.99,0.31,1.56,2.2,78.57,782.0,0.0,0.0,11.1,132.0,289.6,0.64,4.5,7.0,0.003,0.0014,2.6,<5.65,10.27,3100.0,,0.9,0.003,0.0,0.0403,0.033,0.167,0.15,0.0,0.0,85.38,75.4,0.0,0.0,0.0,0.019,0.0,0.728,0.045,0.004,0.0031,31.77,28.776,0.0797,0.0647,0.0,,0.0,0.0,0.011,0.012,0.0,0.0,0.046,0.024,,,,,,
2005-12-27 00:00:00,WW_57,9.7,3.8,6.8,3.667,0.84,1.81,0.76,380.13,1346.0,6.0,4.0,22.4,167.0,505.8,0.57,4.3,9.0,0.004,0.001,,<10.69,12.31,2200.0,,19.8,0.0,0.0,0.038,0.022,0.165,0.153,0.0,0.0,74.52,64.32,0.004,0.0009,0.0,0.027,0.0,1.354,0.047,0.012,0.0033,25.87,22.768,0.081,0.0492,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.081,0.0254,,,,,,
2005-12-27 00:00:00,WW_58,8.8,11.3,6.5,5.585,0.63,1.7,1.79,146.58,1060.0,28.0,3.0,26.4,136.0,384.0,0.64,4.5,9.0,0.004,0.0013,3.7,,,3200.0,,13.0,0.0,0.0,0.0397,0.0338,0.174,0.159,0.0,0.0,87.15,77.43,0.0,0.0009,0.0,0.016,0.0,0.647,0.05,0.004,0.0049,33.71,30.689,0.0721,0.0597,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0247,,,,,,
2005-12-27 00:00:00,WW_97,8.9,4.8,6.1,4.624,0.87,1.81,0.89,309.17,1382.0,3.0,0.0,17.8,172.0,461.5,0.45,4.6,13.0,0.003,0.0014,,<10.49,15.28,1500.0,,7.7,0.0,0.0,0.0398,0.0309,0.15,0.137,0.0,0.0,88.93,78.53,0.0,0.0007,0.0,0.023,0.0,1.115,0.037,0.005,0.0011,36.78,33.468,0.1126,0.0895,0.06,,0.0,0.0,0.005,0.0,0.0,0.0,0.026,0.0104,,,,,,
2005-12-27 00:00:00,WW_52,10.1,3.1,6.1,3.473,0.33,1.58,0.42,103.84,810.0,19.0,3.0,22.7,195.0,244.5,1.43,6.2,9.0,0.004,0.0016,,<5.95,11.11,1200.0,,4.0,0.0,0.0,0.0279,0.0173,0.237,0.186,0.0,0.0,81.94,61.28,0.0,0.0009,2.0,0.026,0.0,0.695,0.046,0.009,0.0041,28.05,21.418,0.0844,0.0573,0.0,,0.003,0.002,0.008,0.0,0.0,0.0,0.059,0.0354,,,,,,
2005-12-27 00:00:00,WW_59,4.0,6.9,5.8,6.703,0.81,1.86,2.8,141.29,964.0,5.0,0.0,20.8,136.0,318.4,0.84,5.1,9.0,0.004,0.0022,0.0,,,2900.0,,2.4,0.004,0.0,0.0279,0.0164,0.216,0.196,0.0,0.0,73.57,61.7,0.004,0.0007,0.0,0.024,0.002,0.932,0.021,0.011,0.0021,25.41,21.93,0.1047,0.0757,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.095,0.0452,,,,,,
2005-12-27 00:00:00,WW_43,8.5,5.0,6.2,7.219,0.69,1.63,3.09,144.56,898.0,24.0,10.0,28.4,141.0,274.0,0.94,4.8,12.0,0.003,0.0024,3.4,,,150.0,,2.0,0.005,0.0,0.0187,0.0141,0.277,0.248,0.0,0.0,59.38,51.72,0.004,0.0016,0.0,0.019,0.002,0.351,0.035,0.003,0.0032,20.77,18.579,0.0391,0.0301,0.0,,0.008,0.007,0.007,0.0,0.0,0.0,0.06,0.0383,,,,,,
2005-12-27 00:00:00,WW_92,7.2,11.1,6.5,8.576,0.79,2.1,1.9,104.11,748.0,4.0,0.0,9.0,111.0,223.0,0.98,5.0,11.0,0.005,0.0021,12.7,,,600.0,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,0.0003,0.0003,0.002,0.002,0.0004,0.0003,0.07,0.03,0.004,0.0007,2.0,0.002,0.002,0.005,0.004,0.002,0.0009,0.03,0.008,0.0002,0.0004,0.05,0.05,0.002,0.002,0.003,0.002,0.0008,0.0003,0.004,0.0006,2(RL),2(RL),2(RL),2(RL),2(RL),3(RL)
MDL,,1.0,,,0.02,0.02,0.04,0.05,0.4,12.0,3.0,,0.2,1.0,0.3,0.04,0.3,3.0,0.003,0.0004,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
