collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,alk,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2009-09-08 00:00:00,ww_23,9.0,19.3,8.54,6.783,0.0,1.08,1.2,77.87,622.0,44.0,10.0,27.8,190.0,193.0,0.51,5.3,0.0,0.0,0.0,,<3.09,<5.88,99.0,130.0,57.2,0.0,0.0,0.0352,0.028,0.198,0.231,,0.0,0.0,65.56,62.68,0.0036,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,27.43,26.664,0.0691,0.0088,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.012,8.69,,,,,,
2009-09-08 00:00:00,ww_29,11.3,21.9,7.52,6.254,0.0,1.41,1.09,75.63,598.0,53.0,14.0,34.1,179.0,172.0,0.48,5.4,0.0,0.0,0.0,,<1.99,6.73,40.0,100.0,122.5,0.0,0.0,0.0343,0.0262,0.178,0.195,,0.0,0.0,63.15,60.89,0.0035,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,26.51,26.16,0.0745,0.0034,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.012,10.5,,,,,,
2009-09-08 00:00:00,ww_91,9.4,22.3,8.82,5.178,0.0,1.78,0.92,77.8,618.0,44.0,12.0,25.6,203.0,192.0,0.44,6.0,0.0,0.0,0.0,,2.21,5.99,<10,<10,129.9,0.0,0.0,0.032,0.0261,0.173,0.19,,0.0,0.0,65.82,61.48,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,27.17,26.659,0.0685,0.0035,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,5.01,,,,,,
2009-09-08 00:00:00,ww_79,5.5,22.0,7.8,0.0,0.0,1.24,0.0,66.42,676.0,27.0,9.0,21.1,192.0,265.0,0.25,6.1,0.0,0.0,0.0,,<3.09,7.25,90.0,,35.8,0.0,0.0,0.0448,0.0363,0.082,0.103,,0.0,0.0,63.67,58.5,0.0025,0.0,0.0,0.0,0.0,1.03,0.048,0.0,0.0,25.54,24.416,0.1469,0.0042,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,,,,,,
2009-09-08 00:00:00,ww_80,6.4,20.0,7.5,15.149,0.0,1.36,3.36,62.77,540.0,6.0,3.0,4.11,125.0,161.0,0.71,6.0,0.0,0.006,0.0,,<1.75,6.71,410.0,,5.7,0.0,0.0,0.0142,0.0113,0.202,0.217,,0.0,0.0,54.24,50.44,0.0,0.0,0.0,0.0,0.0,0.2,0.058,0.0,0.0,20.05,19.605,0.0289,0.0133,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019,2.45,,,,,,
2009-09-08 00:00:00,ww_18,6.8,21.4,7.43,15.629,0.0,1.42,3.4,64.92,554.0,7.0,0.0,3.3,125.0,163.0,0.71,5.7,0.0,0.005,0.0,,<1.82,11.1,380.0,,5.7,0.0,0.0,0.0153,0.0128,0.198,0.211,,0.0,0.0,56.21,53.51,0.0053,0.0027,0.0,0.0,0.0,0.23,0.06,0.0,0.0,20.57,20.403,0.085,0.0705,0.0,,0.0,0.0033,0.0,0.0,0.0,0.0,0.033,0.028,2.56,,,,,,
2009-09-08 00:00:00,ww_90,7.4,29.5,8.1,0.178,0.12,0.74,0.0,45.8,560.0,7.0,3.0,5.07,256.0,159.0,0.27,5.0,0.0,0.0,0.0,,2.21,<5.09,550.0,,6.7,0.0,0.0,0.0763,0.0726,0.0,0.06,,0.0,0.0,72.27,69.33,0.0,0.0,0.0,0.0,0.0,0.47,0.086,0.0,0.0,31.44,31.484,0.0608,0.0393,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,,,,,,
2009-09-08 00:00:00,ww_110,4.8,19.2,7.65,0.465,0.26,1.38,0.0,48.18,624.0,0.0,0.0,5.74,235.0,202.0,0.31,10.1,0.0,0.0,0.0,,<4.92,<5.88,2700.0,,1.4,0.0,0.0,0.0421,0.0392,0.083,0.098,,0.0,0.0,70.24,65.93,0.0,0.0,0.0,0.0,0.0,0.6,0.186,0.0,0.0,25.06,24.722,0.0747,0.073,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,,,,,,
2009-09-08 00:00:00,ww_89,7.2,22.0,7.55,15.46,0.12,1.18,3.65,61.62,490.0,4.0,0.0,2.12,142.0,113.0,0.77,6.4,0.0,0.005,0.0,,<2.26,11.8,30.0,,1.6,0.0,0.0,0.0214,0.0207,0.258,0.264,,0.0,0.0,53.08,54.1,0.0,0.0,0.0,0.0,0.01,0.12,0.046,0.0,0.0,19.63,20.516,0.0235,0.0174,0.0,,0.0,0.0042,0.0,0.0,0.0,0.0,0.038,0.036,1.76,,,,,,
2009-09-08 00:00:00,ww_64,9.6,23.1,8.05,14.783,0.0,1.39,2.9,67.47,514.0,14.0,3.0,9.72,148.0,131.0,0.7,5.9,0.0,0.0,0.0,,<1.94,6.81,30.0,,11.2,0.0,0.0,0.0277,0.0239,0.211,0.234,,0.0,0.0,60.44,57.61,0.0,0.0,0.0,0.0,0.0,0.41,0.043,0.0,0.02,22.44,22.024,0.0341,0.0179,0.0,,0.0,0.0078,0.0,0.0,0.0,0.0,0.037,0.032,5.17,,,,,,
2009-09-08 00:00:00,ww_92,5.8,25.9,7.86,4.545,0.19,0.97,1.04,65.53,410.0,10.0,0.0,7.93,142.0,100.0,0.47,3.6,0.0,0.0,0.0,0.0,,,40.0,,13.1,0.0,0.0,0.0198,0.016,0.123,0.144,,0.0,0.0,48.76,47.06,0.0029,0.0,0.0,0.0,0.0,0.25,0.027,0.0,0.0,17.35,17.059,0.0195,0.0081,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.013,,,,,,,
2009-09-14 00:00:00,ww_106,7.1,19.0,6.88,16.143,0.31,1.11,2.97,50.42,692.0,29.0,4.0,14.1,141.0,232.0,0.91,4.7,0.0,0.0,0.0,,<4.39,7.19,990.0,,8.3,0.0,0.0,0.063,0.0511,0.226,0.242,,0.0,0.0,59.07,59.8,0.0,0.0,0.0,0.014,0.011,0.99,0.043,0.015,0.0,25.72,26.311,0.0632,0.0248,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.027,2.03,,,,,,
2009-09-14 00:00:00,ww_31,7.0,17.9,7.04,0.23,0.0,0.95,0.0,46.82,548.0,14.0,3.0,16.2,182.0,172.0,0.43,6.9,0.0,0.0,0.0,,<3.04,5.6,1800.0,,2.2,0.0,0.0,0.0343,0.0306,0.088,0.103,,0.0,0.0,47.73,47.66,0.0,0.0,0.0,0.0,0.0,0.64,0.059,0.0,0.0,19.94,20.633,0.0562,0.0414,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,,,,,,
2009-09-14 00:00:00,ww_32,7.0,19.1,7.18,0.332,0.11,0.68,0.0,61.45,586.0,6.0,0.0,6.15,225.0,179.0,0.35,5.2,0.0,0.0,0.0,,<3.14,<4.93,120.0,,1.7,0.0,0.0,0.0408,0.0394,0.127,0.18,,0.0,0.0,60.87,63.88,0.0,0.0,0.0,0.0,0.0,0.36,0.085,0.0,0.0,23.98,25.759,0.0653,0.0601,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,,,,,,
2009-09-14 00:00:00,ww_105,7.6,18.9,7.2,8.83,0.0,0.89,1.86,50.31,516.0,19.0,3.0,14.5,150.0,150.0,0.8,4.0,0.0,0.0,0.0,,<3.36,6.42,99.0,,12.2,0.0,0.0,0.0233,0.0189,0.169,0.188,,0.0,0.0,49.65,50.26,0.0,0.0,0.0,0.0,0.0,0.73,0.035,0.0,0.0,20.18,20.693,0.0373,0.0148,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.02,2.8,,,,,,
2009-09-14 00:00:00,ww_104,5.9,20.5,7.19,7.574,0.12,0.94,1.49,53.62,544.0,9.0,0.0,7.61,147.0,161.0,0.71,4.3,0.0,0.0,0.0,,<3.02,9.89,290.0,,1.7,0.0,0.0,0.0232,0.0213,0.16,0.179,,0.0,0.0,47.85,50.56,0.0,0.0,0.0,0.0,0.0,0.37,0.044,0.0,0.0,19.73,21.018,0.0415,0.0326,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.015,2.37,,,,,,
2009-09-14 00:00:00,ww_103,5.6,20.7,7.35,5.022,0.11,1.0,0.55,70.69,780.0,8.0,0.0,6.4,178.0,279.0,0.62,4.8,0.0,0.0,0.0,,<2.87,5.98,210.0,,7.7,0.0,0.0,0.0504,0.0472,0.192,0.205,,0.0,0.0,62.17,64.45,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.0,0.0,27.5,29.04,0.0544,0.0451,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,,,,,,
2009-09-14 00:00:00,ww_34,6.1,19.8,7.63,7.775,0.0,0.97,1.38,55.05,592.0,7.0,0.0,6.42,145.0,175.0,0.7,4.6,0.0,0.0,0.0,,<3.41,6.48,190.0,,4.2,0.0,0.0,0.0281,0.0265,0.167,0.182,,0.0,0.0,50.53,52.06,0.0,0.0,0.0,0.0,0.0,0.26,0.031,0.0,0.0,21.18,22.381,0.0356,0.0293,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,2.31,,,,,,
2009-09-14 00:00:00,ww_37,7.5,21.7,7.38,6.631,0.54,1.28,1.15,36.2,334.0,18.0,4.0,8.65,127.0,78.0,0.58,3.8,0.0,0.0,0.0,0.0,,,4300.0,,1.7,0.0,0.0,0.02,0.0184,0.108,0.126,,0.0,0.0,41.44,42.79,0.0,0.0,0.0,0.0,0.0,0.35,0.033,0.0,0.0,14.5,15.22,0.0147,0.0083,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.017,,,,,,,
2009-09-14 00:00:00,ww_73,6.7,22.2,7.45,6.059,0.24,0.9,0.83,41.71,346.0,13.0,0.0,9.61,126.0,78.0,0.57,3.6,0.0,0.0,0.0,0.0,,,2400.0,,2.0,0.0,0.0,0.0198,0.018,0.1,0.114,,0.0,0.0,41.31,43.08,0.0,0.0,0.0,0.0,0.0,0.29,0.026,0.0,0.0,14.3,15.289,0.0128,0.0096,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.014,,,,,,,
2009-09-14 00:00:00,ww_46,5.5,22.7,7.35,5.473,0.6,1.29,1.03,38.54,360.0,22.0,4.0,16.4,130.0,85.0,0.57,3.7,0.0,0.0,0.0,0.0,,,720.0,,1.7,0.0,0.0,0.0221,0.0167,0.102,0.118,,0.0,0.0,42.32,42.55,0.0036,0.0,0.0,0.0,0.0,0.58,0.022,0.0,0.0,14.71,15.201,0.0215,0.0151,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.015,,,,,,,
2009-09-14 00:00:00,ww_35,7.4,22.0,8.3,0.224,0.0,0.0,0.0,23.58,170.0,7.0,0.0,4.64,114.0,14.0,0.0,1.9,0.0,0.0,0.0,,<1.50,<4.87,40.0,,1.7,0.0,0.0,0.02,0.0187,0.0,0.028,,0.0,0.0,32.89,33.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,10.93,11.328,0.017,0.0092,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,,,,,,
2009-09-14 00:00:00,ww_102,7.9,24.0,8.18,0.213,0.0,0.0,0.0,25.4,164.0,12.0,3.0,4.66,112.0,13.0,0.0,1.9,0.0,0.0,0.0,0.0,0.55,<4.73,<10,,1.6,0.0,0.0,0.0215,0.0193,0.0,0.028,,0.0,0.0,33.29,33.74,0.0039,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,11.19,11.602,0.014,0.003,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,,,,,,
2009-09-14 00:00:00,ww_101,7.2,22.2,7.45,6.434,0.65,1.34,1.25,38.72,324.0,17.0,3.0,7.67,123.0,68.0,0.58,3.7,0.0,0.0,0.0,0.0,,,6300.0,,1.4,0.0,0.0,0.0199,0.0176,0.114,0.123,,0.0,0.0,41.3,41.73,0.0,0.0,0.0,0.0,0.0,0.27,0.029,0.0,0.0,14.36,14.842,0.0231,0.0166,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.019,,,,,,,
2009-09-14 00:00:00,ww_96,7.4,21.1,8.15,4.851,0.1,0.73,0.92,53.22,560.0,8.0,0.0,4.14,154.0,178.0,0.6,4.3,0.0,0.0,0.0,,<1.74,5.97,540.0,,4.4,0.0,0.0,0.0298,0.027,0.155,0.165,,0.0,0.0,49.05,49.44,0.0,0.0,0.0,0.0,0.0,0.25,0.039,0.0,0.0,20.08,20.756,0.0236,0.0121,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.011,3.3,,,,,,
2009-09-14 00:00:00,ww_92,6.4,27.4,7.35,4.624,0.24,0.8,0.9,65.56,410.0,12.0,3.0,8.4,143.0,94.0,0.55,3.4,0.0,0.0,0.0,0.0,,,40.0,,13.9,0.0,0.0,0.0196,0.0164,0.134,na,k,0.0,0.0,45.29,45.16,0.0028,0.0,0.0,0.0,0.0,0.26,0.093,0.0,0.0,15.93,16.153,0.0178,0.01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.016,,,,,,,
2009-09-21 00:00:00,ww_74,7.8,21.0,6.89,0.233,0.0,0.3,0.0,22.22,174.0,5.0,0.0,4.17,116.0,17.0,0.0,2.0,0.0,0.0,0.0,,1.06,<5.61,2400.0,,0.9,0.0,0.0,0.022,0.0208,0.0,0.041,,0.0,0.0,32.82,32.56,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,11.62,10.955,0.0117,0.0081,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_100,7.7,21.3,7.68,0.378,0.17,0.29,0.0,21.97,172.0,6.0,0.0,4.09,119.0,16.0,0.0,1.9,0.0,0.0,0.0,,<1.65,<3.97,260.0,,0.8,0.0,0.0,0.0211,0.0195,0.0,0.034,,0.0,0.0,33.67,32.24,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,11.64,10.724,0.0105,0.0048,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_39,7.5,21.1,7.46,3.273,0.31,0.8,0.47,28.05,244.0,14.0,0.0,11.7,132.0,54.0,0.35,3.0,0.0,0.0,0.0,0.0,,,1100.0,,0.9,0.0,0.0,0.0218,0.018,0.067,0.079,,0.0,0.0,39.67,37.69,0.0035,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,13.6,12.524,0.0191,0.0175,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.015,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_108,6.5,24.2,7.31,3.166,0.37,0.8,0.46,28.02,250.0,15.0,3.0,12.1,121.0,49.0,0.34,2.7,0.0,0.0,0.0,0.0,,,430.0,,1.6,0.0,0.0,0.0226,0.0179,0.064,0.071,,0.0,0.0,39.84,37.6,0.0046,0.0,0.0,0.0,0.0,0.48,0.0,0.015,0.0,13.67,12.454,0.0493,0.0206,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.016,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_99,5.3,23.2,7.29,2.957,0.67,1.36,0.47,28.97,272.0,13.0,4.0,8.63,118.0,52.0,0.37,3.0,0.0,0.0,0.0,0.0,,,140.0,,10.0,0.0,0.0,0.0218,0.0168,0.066,0.074,,0.0,0.0,39.81,37.49,0.0029,0.0,0.0,0.0,0.0,0.39,0.026,0.015,0.0,13.6,12.51,0.025,0.0146,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.013,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_40,6.8,22.7,7.58,3.193,0.64,1.2,0.56,29.24,262.0,21.0,4.0,15.3,117.0,51.0,0.36,2.8,0.0,0.0,0.0,0.0,,,490.0,,1.8,0.0,0.0,0.0237,0.0175,0.064,0.089,,0.0,0.0,39.29,37.61,0.0058,0.0,0.0,0.0,0.0,0.64,0.021,0.02,0.0,13.88,13.306,0.0409,0.0275,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.017,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_75,5.9,26.0,6.8,3.504,0.45,1.06,0.59,29.47,272.0,17.0,4.0,12.4,114.0,51.0,0.39,3.0,0.0,0.0,0.0,0.0,<1.15,<4.75,750.0,,1.6,0.0,0.0,0.0216,0.0167,0.083,0.089,,0.0,0.0,38.84,38.62,0.0038,0.0,0.0,0.0,0.0,0.48,0.021,0.0,0.0,13.52,13.609,0.0155,0.0084,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.012,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_41,6.3,24.2,7.2,4.414,2.53,3.66,1.51,46.39,342.0,8.0,0.0,5.07,127.0,78.0,0.58,5.2,0.0,0.0,0.0,0.0,1.04,5.5,110000.0,,1.2,0.0,0.0,0.0168,0.0146,0.129,0.139,,0.0,0.0,42.32,43.35,0.0028,0.0,0.0,0.0,0.0,0.22,0.025,0.0,0.0,14.74,15.242,0.0342,0.0295,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.019,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_92,5.8,28.5,7.4,5.013,0.22,1.12,1.11,57.61,408.0,21.0,4.0,9.98,131.0,89.0,0.53,3.6,0.0,0.0,0.0,0.0,<1.55,<5.12,70.0,,3.6,0.0,0.0,0.0212,0.0154,0.145,0.154,,0.0,0.0,44.95,44.18,0.0047,0.0,0.0,0.0,0.0,0.56,0.0,0.016,0.0,15.89,15.919,0.0229,0.0118,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.014,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_42,4.4,25.7,7.17,5.384,0.59,1.54,0.97,51.14,364.0,10.0,3.0,6.44,129.0,90.0,0.61,3.9,0.0,0.0,0.0,0.0,,,510.0,,2.0,0.0,0.0,0.0177,0.014,0.185,0.197,,0.0,0.0,44.51,45.01,0.0036,0.0,0.0,0.0,0.0,0.31,0.025,0.0,0.0,15.51,15.873,0.0286,0.0222,0.0,,0.0,0.002,0.0,0.0,0.0,0.0,0.03,0.019,,<2,<2,<2,<3,<3,<3
2009-09-21 00:00:00,ww_48,4.6,22.7,7.12,4.609,0.66,1.37,1.22,55.08,392.0,11.0,0.0,7.71,125.0,81.0,0.55,3.9,0.0,0.0,0.0,0.0,,,260.0,,3.2,0.0,0.0,0.0185,0.0149,0.16,0.171,,0.0,0.0,44.56,44.82,0.0,0.0,0.0,0.0,0.0,0.33,0.021,0.0,0.0,15.88,15.978,0.0309,0.0208,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.018,,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_49,7.2,19.0,7.62,0.27,0.0,0.0,0.0,26.01,156.0,8.0,4.0,1.89,114.0,17.0,0.0,1.8,0.0,0.0,0.0,,<1.91,<4.52,20.0,,2.8,0.0,0.0,0.0204,0.0197,0.0,0.047,,0.0,0.0,32.8,33.61,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,11.29,11.707,0.0087,0.0022,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_50,6.8,17.2,7.38,0.0,0.0,0.61,0.0,45.74,220.0,5.0,3.0,2.79,95.0,91.0,0.4,5.2,0.0,0.0,0.0,,1.33,<5.27,40.0,,5.3,0.0,0.0,0.0306,0.0289,0.299,0.307,,0.0,0.0,28.83,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,12.3,12.358,0.0449,0.0045,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_55,6.4,19.2,7.5,0.237,0.0,0.0,0.0,27.04,154.0,6.0,0.0,3.97,116.0,25.0,0.0,2.0,0.0,0.0,0.0,,<2.78,<4.81,<10,,2.1,0.0,0.0,0.021,0.02,0.0,0.037,,0.0,0.0,33.1,33.49,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,11.33,11.506,0.0148,0.0047,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_56,8.2,18.7,6.58,0.263,0.0,0.22,0.0,27.57,174.0,14.0,3.0,11.3,114.0,26.0,0.0,2.2,0.0,0.0,0.0,0.0,<1.48,<4.55,70.0,,4.0,0.0,0.0,0.0236,0.0212,0.0,0.038,,0.0,0.0,34.19,33.76,0.0026,0.0,0.0,0.0,0.0,0.45,0.025,0.0,0.0,11.89,11.787,0.0316,0.0264,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,<2,<2,<2,<3,<3,<3
