Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,Chlorophyll-A,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-05-04 00:00:00,WW_109,8.2,15.0,7.9,2.337,0.16,1.15,0.34,85.37,,706.0,26.0,5.0,15.0,224.0,233.0,0.27,4.8,0.0,0.0,0.0,,2.99,<5.54,160.0,160.0,22.2,,0.0,0.0,0.0394,0.0367,0.103,0.109,0.0,0.0,75.83,77.14,0.0031,0.0,0.0,0.0,0.0,0.86,0.042,0.0,0.0,30.23,30.416,0.0,,0.0298,0.0,,0.0,0.002,0.0,0.0,0.0,0.0,0.02,0.0,7.23,,,,,,
2009-05-04 00:00:00,WW_22,7.9,14.6,7.99,1.832,0.11,0.96,0.0,44.29,,504.0,24.0,6.0,34.2,190.0,131.0,0.22,5.8,0.0,0.0,0.0,,<3.46,<5.93,40.0,,12.5,,0.0,0.0,0.0331,0.0274,0.061,0.067,0.0,0.0,53.73,52.79,0.0055,0.0,0.0,0.0,0.0,1.44,0.064,0.0,0.0,23.53,22.756,0.0,,0.0094,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,5.39,,,,,,
2009-05-04 00:00:00,WW_23,8.2,15.6,8.05,1.867,0.13,0.89,0.0,43.66,,502.0,25.0,6.0,35.2,182.0,123.0,0.22,5.9,0.0,0.0,0.0,,<1.64,<4.46,40.0,,12.4,,0.0,0.0,0.0343,0.0276,0.061,0.075,0.0,0.0,53.19,54.47,0.0058,0.0,0.0,0.0,0.0,1.58,0.07,0.0,0.0,22.77,23.351,0.047,,0.0123,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,5.88,,,,,,
2009-05-04 00:00:00,WW_29,8.2,15.3,8.0,1.85,0.14,0.88,0.0,44.39,,520.0,27.0,6.0,33.1,182.0,129.0,0.22,5.7,0.0,0.0,0.0,,<3.70,<5.05,70.0,,13.3,,0.0,0.0,0.0329,0.0274,0.06,0.066,0.0,0.0,52.46,54.25,0.0051,0.0,0.0,0.0,0.0,1.43,0.066,0.0,0.0,22.3,23.079,0.0452,,0.0114,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,4.62,,,,,,
2009-05-04 00:00:00,WW_91,7.7,15.7,8.1,1.781,0.0,1.06,0.0,46.82,,534.0,22.0,5.0,27.4,176.0,129.0,0.22,5.5,0.0,0.0,0.0,,<2.89,<5.21,40.0,,19.2,,0.0,0.0,0.032,0.0282,0.065,0.071,0.0,0.0,54.19,55.79,0.0038,0.0,0.0,0.0,0.0,0.97,0.06,0.0,0.0,22.96,23.844,0.0337,,0.0079,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,,,,,,
2009-05-04 00:00:00,WW_79,8.2,16.0,8.16,0.191,0.11,1.14,0.0,69.17,,752.0,26.0,8.0,22.8,231.0,253.0,0.0,6.1,0.0,0.0,0.0,,<4.35,<5.69,40.0,40.0,25.1,,0.0,0.0,0.043,0.0388,0.067,0.076,0.0,0.0,69.5,71.55,0.004,0.0,0.0,0.0,0.0,1.26,0.051,0.0,0.0,28.66,30.459,0.0927,,0.0298,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,,,,,,
2009-05-04 00:00:00,WW_80,4.7,15.2,7.83,4.007,0.0,1.01,0.57,65.54,,734.0,12.0,6.0,9.69,199.0,240.0,0.3,5.2,0.0,0.0,0.0,,3.41,<6.39,20.0,9.0,27.7,,0.0,0.0,0.0335,0.0321,0.098,0.109,0.0,0.0,67.25,67.18,0.0029,0.0,0.0,0.0,0.0,0.53,0.065,0.0,0.0,26.55,26.561,0.0433,,0.0068,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.01,1.82,,,,,,
2009-05-04 00:00:00,WW_18,5.5,15.8,7.82,3.94,0.11,1.0,0.56,66.78,,718.0,16.0,6.0,11.1,187.0,227.0,0.3,5.1,0.0,0.0,0.0,,<2.66,<6.59,30.0,30.0,28.4,,0.0,0.0,0.0337,0.0322,0.096,0.108,0.0,0.0,65.08,68.62,0.0037,0.0,0.0,0.0,0.0,0.6,0.068,0.0,0.0,25.34,27.3,0.0506,,0.0139,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,1.84,,,,,,
2009-05-04 00:00:00,WW_90,9.0,15.7,8.08,0.115,0.1,0.79,0.0,43.04,,690.0,10.0,4.0,7.51,246.0,211.0,0.0,5.4,0.0,0.0,0.0,,3.35,<5.68,30.0,,10.6,,0.0,0.0,0.0529,0.0522,0.0,0.058,0.0,0.0,65.31,68.75,0.0034,0.0,0.0,0.0,0.0,0.65,0.106,0.0,0.0,27.65,29.927,0.0616,,0.0435,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,,,,,
2009-05-04 00:00:00,WW_110,11.9,13.8,7.8,0.57,0.14,1.23,0.0,109.49,,868.0,6.0,4.0,7.34,306.0,184.0,0.24,10.7,0.0,0.0,0.0,,<2.94,<4.97,2100.0,,21.4,,0.0,0.0,0.0487,0.0476,0.08,0.089,0.0,0.0,100.02,103.0,0.0,0.0,0.0,0.0,0.0,0.82,0.168,0.0,0.0,37.05,39.183,0.1022,,0.0948,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,,,,,
2009-05-04 00:00:00,WW_89,9.7,22.8,7.61,7.63,0.13,1.05,1.44,69.98,,702.0,4.0,4.0,3.68,254.0,168.0,0.5,6.3,0.0,0.0,0.0,,<4.75,11.1,40.0,,3.8,,0.0,0.0,0.0376,0.0377,0.174,0.181,0.0,0.0,80.69,83.34,0.0,0.0,0.0,0.0,0.0,0.19,0.043,0.0,0.0,31.77,33.59,0.0166,,0.0139,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.024,1.58,,,,,,
2009-05-04 00:00:00,WW_64,6.5,17.8,7.99,5.688,0.0,1.38,0.91,69.5,,688.0,21.0,7.0,13.7,224.0,174.0,0.36,5.7,0.0,0.0,0.0,,<3.48,6.29,320.0,,22.8,,0.0,0.0,0.0425,0.0397,0.121,0.128,0.0,0.0,79.77,78.37,0.0,0.0,0.0,0.0,0.0,0.77,0.039,0.0,0.0,30.86,30.646,0.0583,,0.0306,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.013,1.98,,,,,,
2009-05-04 00:00:00,WW_92,6.4,18.3,7.5,4.727,0.29,1.08,0.44,75.97,,624.0,19.0,4.0,16.1,189.0,181.0,0.46,4.8,0.0,0.0,0.0,0.0,,,410.0,,4.9,,0.0,0.0,0.0283,0.0255,0.143,0.153,0.0,0.0,63.16,66.26,0.0142,0.0,0.0,0.0,0.0,0.66,0.053,0.0,0.0,23.55,24.934,0.0344,,0.0252,0.0,,0.0,0.002,0.0,0.0,0.0,0.0,0.02,0.013,,,,,,,
2009-05-11 00:00:00,WW_106,8.5,11.7,7.6,6.635,0.82,1.94,1.08,56.68,,1050.0,18.0,4.0,15.4,243.0,397.0,0.45,5.0,0.0,0.0,0.0,,2.99,<6.02,530.0,,10.6,,0.0,0.0,0.071,0.0634,0.18,0.164,0.0,0.0,82.94,80.88,0.0,0.0,0.0,0.0,0.0,0.99,0.041,0.029,0.0,37.13,37.15,0.0645,,0.0436,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.012,3.16,,,,,,
2009-05-11 00:00:00,WW_31,9.0,11.5,7.9,0.12,0.0,0.89,0.0,51.35,,782.0,8.0,0.0,9.23,255.0,263.0,0.21,5.6,0.0,0.0,0.0,,<3.71,<5.50,310.0,,6.2,,0.0,0.0,0.0385,0.0358,0.081,0.074,0.0,0.0,68.29,70.36,0.0,0.0,0.0,0.0,0.0,0.54,0.066,0.022,0.0,28.99,31.372,0.0558,,0.0418,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,,,,,,
2009-05-11 00:00:00,WW_32,8.7,11.5,8.1,0.209,0.0,0.76,0.0,NA,U,750.0,6.0,0.0,5.16,251.0,237.0,0.21,4.7,0.0,0.0,0.0,,2.23,<5.08,840.0,,7.4,,0.0,0.0,0.0398,0.0383,0.099,0.103,0.0,0.0,72.83,72.88,0.0,0.0,0.0,0.0,0.0,0.51,0.078,0.023,0.0,29.34,30.207,0.0675,,0.0557,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,,,,,,
2009-05-11 00:00:00,WW_105,8.6,13.3,8.0,3.726,0.0,1.06,0.55,60.37,,668.0,16.0,4.0,4.97,241.0,203.0,0.39,4.6,0.0,0.0,0.0,,<2.63,<5.84,140.0,,17.7,,0.0,0.0,0.0328,0.0299,0.111,0.118,0.0,0.0,67.67,66.97,0.0,0.0,0.0,0.0,0.0,0.44,0.038,0.021,0.0,30.19,30.732,0.0818,,0.0632,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.013,3.88,,,,,,
2009-05-11 00:00:00,WW_104,8.1,13.0,8.1,2.815,0.0,0.93,0.43,58.03,,692.0,13.0,3.0,5.3,215.0,190.0,0.35,4.8,0.0,0.0,0.0,,<4.29,<5.97,120.0,,10.9,,0.0,0.0,0.0343,0.0316,0.114,0.111,0.0,0.0,70.09,68.04,0.0,0.0,0.0,0.0,0.0,0.49,0.05,0.027,0.0,31.59,31.257,0.0746,,0.0477,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,2.39,,,,,,
2009-05-11 00:00:00,WW_103,6.8,13.5,7.52,2.716,0.34,1.35,0.36,60.69,,888.0,13.0,3.0,7.27,225.0,330.0,0.31,4.6,0.0,0.0,0.0,,2.06,7.75,820.0,,9.2,,0.0,0.0,0.0528,0.0492,0.116,0.12,0.0,0.0,77.69,78.17,0.0,0.0,0.0,0.0,0.0,0.61,0.026,0.022,0.0,32.36,33.481,0.0748,,0.0504,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,,,,,,
2009-05-11 00:00:00,WW_34,7.0,12.8,8.0,2.707,0.15,1.11,0.4,57.89,,712.0,13.0,3.0,4.94,235.0,238.0,0.34,4.8,0.0,0.0,0.0,,2.86,7.89,1400.0,,8.2,,0.0,0.0,0.0369,0.0352,0.104,0.119,0.0,0.0,71.28,71.35,0.0,0.0,0.0,0.0,0.0,0.46,0.047,0.02,0.0,31.47,31.68,0.0593,,0.04,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,,,,,,
2009-05-11 00:00:00,WW_37,7.8,14.1,7.42,7.327,0.21,1.12,0.83,53.99,,638.0,7.0,0.0,2.37,176.0,187.0,0.55,4.0,0.0,0.0,0.0,0.0,,,6800.0,3400.0,3.1,,0.0,0.0,0.0302,0.0288,0.141,0.149,0.0,0.0,66.4,66.72,0.0,0.0,0.0,0.0,0.0,0.23,0.046,0.021,0.0,25.03,25.458,0.0193,,0.013,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.017,,,,,,,
2009-05-11 00:00:00,WW_73,7.0,13.7,7.35,7.001,0.18,1.16,0.75,55.85,,660.0,6.0,0.0,2.29,184.0,197.0,0.56,4.0,0.0,0.0,0.0,0.0,,,2800.0,3300.0,2.8,,0.0,0.0,0.03,0.0294,0.132,0.141,0.0,0.0,68.45,68.64,0.0,0.0,0.0,0.0,0.0,0.22,0.034,0.022,0.0,25.74,26.212,0.0295,,0.0242,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.019,,,,,,,
2009-05-11 00:00:00,WW_46,8.3,14.6,7.46,6.576,0.4,1.53,0.7,59.17,,700.0,14.0,4.0,3.2,207.0,222.0,0.53,4.0,0.0,0.0,0.0,0.0,,,1000.0,940.0,4.6,,0.0,0.0,0.0334,0.0302,0.13,0.139,0.0,0.0,67.53,71.25,0.0101,0.0029,0.0,0.0,0.0,0.43,0.048,0.026,0.0,24.94,27.396,0.0789,,0.0711,0.0,,0.0,0.0038,0.0,0.0,0.0,0.0,0.034,0.029,,,,,,,
2009-05-11 00:00:00,WW_35,9.5,10.5,8.2,0.287,0.0,0.0,0.0,22.6,,194.0,10.0,0.0,5.13,115.0,18.0,0.0,1.6,0.0,0.0,0.0,,<1.01,<4.98,30.0,9.0,3.2,,0.0,0.0,0.0204,0.0194,0.0,0.025,0.0,0.0,34.5,32.65,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.015,0.0,11.29,10.925,0.0103,,0.005,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,,,,,,
2009-05-11 00:00:00,WW_102,8.5,10.8,8.15,0.281,0.0,0.0,0.0,24.38,,208.0,11.0,0.0,6.52,126.0,22.0,0.0,1.7,0.0,0.0,0.0,0.0,<1.00,<3.93,170.0,100.0,4.6,,0.0,0.0,0.0207,0.0196,0.0,0.026,0.0,0.0,33.89,34.38,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.019,0.0,11.11,11.532,0.0127,,0.0085,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,,,,,,
2009-05-11 00:00:00,WW_36,8.2,12.7,7.36,6.76,0.14,0.83,0.82,49.84,,554.0,4.0,0.0,2.11,170.0,167.0,0.59,3.6,0.0,0.0,0.0,0.0,<3.24,<5.38,6600.0,5400.0,2.1,,0.0,0.0,0.0262,0.026,0.144,0.155,0.0,0.0,62.65,61.67,0.0,0.0,0.0,0.0,0.0,0.13,0.025,0.02,0.0,22.49,22.617,0.0079,,0.0056,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.019,,,,,,,
2009-05-11 00:00:00,WW_101,7.0,14.7,7.35,7.984,0.2,1.04,0.92,52.07,,592.0,5.0,0.0,1.77,175.0,183.0,0.61,3.9,0.0,0.0,0.0,0.0,,,8000.0,6100.0,2.0,,0.0,0.0,0.0267,0.0262,0.144,0.157,0.0,0.0,65.94,62.03,0.0,0.0,0.0,0.0,0.0,0.17,0.027,0.023,0.0,24.18,22.979,0.0358,,0.0331,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,,,,,,,
2009-05-11 00:00:00,WW_96,7.5,13.8,8.14,2.433,0.1,1.0,0.37,57.56,,720.0,12.0,0.0,5.74,238.0,252.0,0.32,4.8,0.0,0.0,0.0,,1.95,<5.55,330.0,,6.3,,0.0,0.0,0.0392,0.0366,0.105,0.113,0.0,0.0,70.68,70.5,0.0,0.0,0.0,0.0,0.0,0.49,0.046,0.023,0.0,30.16,31.43,0.0655,,0.043,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,,,,,,
2009-05-11 00:00:00,WW_92,4.2,20.0,7.34,5.605,0.35,1.38,0.56,81.91,,652.0,9.0,0.0,2.32,168.0,182.0,0.52,4.7,0.0,0.0,0.0,0.0,,,170.0,,8.2,,0.0,0.0,0.0259,0.0233,0.163,0.162,0.0,0.0,64.37,64.68,0.003,0.0,0.0,0.0,0.0,0.35,0.034,0.025,0.0,23.8,23.965,0.041,,0.0359,0.0,,0.0,0.0026,0.0,0.0,0.0,0.0,0.018,0.016,,,,,,,
2009-05-18 00:00:00,WW_74,8.6,15.0,7.85,0.373,0.0,0.0,0.0,27.97,,196.0,5.0,0.0,1.11,116.0,26.0,0.0,1.8,0.0,0.0,0.0,,<1.07,<4.36,130.0,,2.3,,0.0,0.0,0.0217,0.0212,0.0,0.035,0.0,0.0,34.69,35.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,11.779,NA,R,0.0275,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_100,7.6,15.2,7.9,1.555,0.22,0.63,0.0,32.56,,286.0,8.0,3.0,2.14,127.0,64.0,0.23,2.7,0.0,0.0,0.0,,<2.13,<4.78,210.0,,4.3,,0.0,0.0,0.0239,0.0223,0.05,0.056,0.0,0.0,41.18,41.19,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.017,0.0,14.44,14.448,0.0222,,0.0125,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_39,6.1,14.9,7.15,3.962,0.42,0.97,0.49,44.68,,488.0,12.0,3.0,8.8,163.0,148.0,0.39,4.0,0.0,0.0,0.0,0.0,,,260.0,,3.5,,0.0,0.0,0.0275,0.0243,0.091,0.102,0.0,0.0,54.51,51.86,0.003,0.0,0.0,0.0,0.0,0.45,0.038,0.022,0.0,20.15,19.612,0.0263,,0.0189,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.012,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_108,6.0,19.7,7.2,5.428,0.61,1.32,0.61,50.93,,548.0,8.0,0.0,2.5,163.0,166.0,0.49,4.0,0.0,0.0,0.0,0.0,,,320.0,,3.6,,0.0,0.0,0.0287,0.0264,0.116,0.125,0.0,0.0,62.74,56.1,0.0,0.0,0.0,0.0,0.0,0.35,0.031,0.022,0.0,23.23,21.188,0.0275,,0.0228,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.016,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_99,2.0,17.7,7.07,1.142,0.51,1.75,0.32,36.64,,394.0,12.0,6.0,6.8,144.0,112.0,0.32,4.1,0.0,0.0,0.0,0.0,,,33000.0,,4.9,,0.0,0.0,0.027,0.0229,0.081,0.084,0.0,0.0,47.64,44.65,0.0054,0.0,0.0,0.0,0.0,0.86,0.077,0.022,0.0,16.32,15.181,0.0832,,0.0601,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.015,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_40,5.8,16.9,7.3,4.734,0.38,1.35,0.54,48.27,,502.0,9.0,0.0,6.24,163.0,155.0,0.44,3.7,0.0,0.0,0.0,0.0,,,480.0,260.0,5.9,,0.0,0.0,0.028,0.0255,0.107,0.112,0.0,0.0,54.78,55.62,0.0,0.0,0.0,0.0,0.0,0.32,0.051,0.025,0.0,19.7,20.557,0.0266,,0.0231,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.013,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_75,6.5,16.5,6.2,1.621,0.36,1.02,0.0,35.37,,306.0,12.0,4.0,3.42,123.0,74.0,0.32,3.0,0.0,0.0,0.0,0.0,<1.79,5.52,1200.0,740.0,5.2,,0.0,0.0,0.0239,0.0205,0.059,0.07,0.0,0.0,42.65,40.23,0.0,0.0,0.0,0.0,0.0,0.41,0.029,0.018,0.0,14.67,14.29,NA,R,0.0746,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.013,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_41,7.6,16.6,7.0,7.017,0.22,0.84,0.41,60.02,,542.0,4.0,0.0,1.2,153.0,169.0,0.52,4.2,0.0,0.0,0.0,0.0,<1.68,8.25,2400.0,1200.0,2.2,,0.0,0.0,0.022,0.0211,0.15,0.164,0.0,0.0,59.25,56.28,0.0,0.0,0.0,0.0,0.0,0.14,0.034,0.021,0.0,21.7,21.218,0.0382,,0.0284,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.018,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_92,6.4,17.8,7.2,4.134,0.28,1.12,0.46,63.29,,498.0,14.0,3.0,5.45,141.0,127.0,0.39,4.9,0.0,0.0,0.0,0.0,<2.18,6.14,200.0,200.0,2.8,,0.0,0.0,0.0227,0.0201,0.115,0.122,0.0,0.0,47.37,46.93,0.0,0.0,0.0,0.0,0.0,0.58,0.088,0.017,0.0,16.71,17.068,0.0303,,0.0242,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.012,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_42,4.9,17.7,7.1,6.295,0.48,1.41,0.38,63.71,,566.0,5.0,3.0,1.35,159.0,168.0,0.47,4.4,0.0,0.0,0.0,0.0,,,1600.0,310.0,3.3,,0.0,0.0,0.0224,0.0212,0.155,0.166,0.0,0.0,58.34,57.38,0.0,0.0,0.0,0.0,0.0,0.17,0.047,0.019,0.0,21.03,21.526,0.0145,,0.0135,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.023,,<2,<2,<2,<3,<3,<3
2009-05-18 00:00:00,WW_48,5.9,17.3,7.49,4.235,0.32,1.39,0.54,60.29,,462.0,16.0,3.0,20.0,149.0,125.0,0.41,5.4,0.0,0.0,0.0,0.0,,,730.0,440.0,3.2,,0.0,0.0,0.0246,0.0212,0.128,0.139,0.0,0.0,53.98,52.41,0.003,0.0,0.0,0.0,0.0,0.89,0.11,0.022,0.0,19.67,19.295,0.078,,0.0199,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.017,,<2,<2,<2,<3,<3,<3
