collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),phenol(qual_code),cn(mg/l),cn_wad(mg/l),fog(mg/l),fog(qual_code),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),b_sol(qual_code),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),mn_sol(qual_code),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),hg_ll(ng/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes_(total)(ug/l),m__and/or_p_xylenes(ug/l),o_xylene(ug/l)
2009-03-02 00:00:00,ww_29,12.6,1.1,7.7,2.145,0.19,1.27,0.26,51.97,762.0,36.0,8.0,45.6,160.0,299.0,0.25,4.2,0.0,,0.0,0.0,,,3.58,6.47,2100.0,1300.0,7.9,0.0,0.0,0.0388,0.0298,0.055,0.057,,0.0,0.0,61.49,58.44,0.0034,0.0,0.0,0.0,0.0,1.79,0.066,0.059,0.0,24.8,23.517,0.0509,0.0242,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,,,,,,
2009-03-02 00:00:00,ww_91,12.0,0.6,7.9,2.046,0.2,1.01,0.27,50.77,790.0,35.0,8.0,38.6,150.0,306.0,0.0,4.2,0.0,,0.0,0.0,,,<5.54,<6.57,970.0,910.0,8.8,0.0,0.0,0.0378,0.0298,0.057,0.06,,0.0,0.0,58.89,55.13,0.0039,0.0,0.0,0.0,0.0,1.56,0.046,0.059,0.0,23.36,22.058,0.0458,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,,,,,,
2009-03-02 00:00:00,ww_80,10.8,3.8,6.47,3.185,0.11,0.8,0.45,57.66,996.0,32.0,6.0,40.5,137.0,440.0,0.23,3.9,0.0,,0.0,0.0,,,<2.53,6.05,300.0,,10.5,0.0,0.0,0.0401,0.033,0.068,0.072,,0.0,0.0,64.32,60.29,0.0091,0.0026,0.0,0.0,0.0,1.63,0.086,0.072,0.0,24.25,22.673,0.082,0.0632,,0.0,,0.0,0.0042,0.0,0.0,0.0,0.0,0.016,0.016,4.23,,,,,,
2009-03-02 00:00:00,ww_18,9.5,3.9,7.2,3.219,0.19,1.01,0.47,58.52,1000.0,35.0,8.0,38.4,144.0,435.0,0.24,4.0,0.0,,0.0,0.0,,,<4.74,<5.96,300.0,,10.6,0.0,0.0,0.0416,0.0332,0.071,0.075,,0.0,0.0,66.91,61.04,0.0044,0.0,0.0,0.0,0.0,1.67,0.065,0.048,0.0,25.28,23.168,0.0962,0.0702,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,2.4,,,,,,
2009-03-02 00:00:00,ww_90,11.0,2.9,7.6,0.51,0.13,0.82,0.0,43.58,826.0,28.0,7.0,21.7,183.0,340.0,0.0,4.0,0.0,,0.0,0.0,,,<3.27,<6.34,40.0,,14.3,0.0,0.0,0.053,0.0471,0.0,0.032,,0.0,0.0,65.1,59.34,0.0025,0.0,0.0,0.0,0.0,1.08,0.072,0.071,0.0,26.4,24.103,0.082,0.0645,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,,,,,,
2009-03-02 00:00:00,ww_89,9.4,6.2,7.3,8.779,0.0,1.35,1.5,73.51,802.0,12.0,4.0,9.08,220.0,255.0,0.52,5.6,0.0,,0.0,0.0,,,<4.63,8.15,1400.0,,7.5,0.0,0.0,0.0418,0.0396,0.161,0.169,,0.0,0.0,85.64,82.22,0.0,0.0,0.0,0.0,0.0,0.36,0.049,0.075,0.0,32.99,32.042,0.0451,0.0401,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.03,5.31,,,,,,
2009-03-02 00:00:00,ww_64,10.4,3.7,7.65,5.924,0.2,1.26,0.88,64.6,840.0,36.0,7.0,23.2,180.0,297.0,0.28,4.8,0.0,,0.0,0.0,,,<4.66,<5.95,860.0,,11.9,0.0,0.0,0.0432,0.0372,0.091,0.096,,0.0,0.0,76.5,72.27,0.0062,0.0,0.0,0.0,0.0,1.15,0.044,0.057,0.0,28.65,27.203,0.5026,0.1418,,0.0,,0.0,0.0025,0.0,0.0,0.0,0.0,0.035,0.03,4.07,,,,,,
2009-03-02 00:00:00,ww_92,4.7,3.1,7.5,4.363,0.51,1.42,0.45,60.74,672.0,40.0,6.0,51.2,126.0,250.0,0.34,4.3,0.0,,0.0,0.0,5.0,,,,5900.0,,2.4,0.0,0.0,0.0312,0.0232,0.091,0.096,,0.0,0.0,52.6,49.73,0.0117,0.0,0.0,0.0,0.0,1.89,0.069,0.06,0.0,19.04,17.7,0.0587,0.0287,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,10.0,,,,,,
2009-03-09 00:00:00,ww_106,8.6,4.4,7.0,1.09,0.23,1.03,0.0,38.24,788.0,78.0,11.0,63.1,144.0,349.0,0.2,4.1,0.0,,0.0,0.0,,,<4.79,<6.71,520.0,,5.5,0.0,0.0,0.0443,0.0312,0.096,0.044,,0.0,0.0,54.45,49.23,0.004,0.0,0.0,0.0,0.0,2.5,0.065,0.063,0.0,20.93,19.004,0.0609,0.0234,,0.0,,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,14.9,,,,,,
2009-03-09 00:00:00,ww_31,9.5,3.8,7.8,0.393,0.16,1.2,0.0,30.13,438.0,105.0,14.0,81.9,116.0,169.0,0.0,4.9,0.0,,0.0,0.0,,,<2.43,5.5,210.0,,7.2,0.0,0.0,0.0353,0.0196,0.053,0.031,,0.0,0.0,39.13,33.31,0.0046,0.0,0.0,0.0,0.0,3.36,0.064,0.05,0.0,16.48,13.55,0.0901,0.0281,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,
2009-03-09 00:00:00,ww_32,7.7,4.4,7.71,0.682,0.32,1.24,0.0,34.62,474.0,80.0,12.0,78.2,135.0,181.0,0.0,4.8,0.0,,0.008,0.0,,,<2.89,6.5,370.0,,5.1,0.0,0.0,0.0381,0.0219,0.0,0.039,,0.0,0.0,44.27,39.47,0.0051,0.0,0.0,0.0,0.0,3.69,0.059,0.056,0.0,18.25,15.886,0.1069,0.036,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.015,,,,,,,
2009-03-09 00:00:00,ww_105,6.9,4.3,7.6,1.09,0.25,0.86,0.0,50.14,596.0,33.0,7.0,30.0,152.0,247.0,0.0,3.7,0.0,,0.0,0.0,,,<4.30,<6.99,290.0,,8.8,0.0,0.0,0.0332,0.0268,0.055,0.047,,0.0,0.0,54.15,49.84,0.0025,0.0,0.0,0.0,0.0,1.21,0.045,0.057,0.0,21.85,19.875,0.0681,0.045,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,,,,,,
2009-03-09 00:00:00,ww_104,7.8,4.4,7.83,0.761,0.0,0.73,0.0,44.72,498.0,41.0,5.0,49.6,138.0,195.0,0.0,4.9,0.0,,0.0,0.0,,,<4.32,<5.76,520.0,,7.4,0.0,0.0,0.0341,0.0225,0.0,0.038,,0.0,0.0,45.01,41.57,0.0097,0.0,0.0,0.0,0.0,2.06,0.06,0.064,0.0,18.4,16.682,0.2566,0.2043,,0.0,,0.0,0.0049,0.0,0.0,0.0,0.0,0.049,0.017,4.64,,,,,,
2009-03-09 00:00:00,ww_103,10.2,5.2,7.4,0.696,0.26,1.09,0.0,31.3,556.0,67.0,12.0,79.2,107.0,234.0,0.2,3.5,0.0,,0.0,0.0,,,<4.73,<6.50,10000.0,,10.0,0.0,0.0,0.0373,0.0229,0.0,0.033,,0.0,0.0,40.46,34.75,0.005,0.0,0.0,0.0,0.0,2.83,0.048,0.066,0.0,14.29,11.497,0.0538,0.0155,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,,,,,,
2009-03-09 00:00:00,ww_34,10.3,4.4,7.8,0.688,0.22,1.02,0.0,32.38,416.0,50.0,11.0,63.8,114.0,168.0,0.0,4.2,0.0,,0.0,0.0,,,<4.22,4.97,900.0,,7.0,0.0,0.0,0.0308,0.0198,0.0,0.034,,0.0,0.0,37.72,35.69,0.0042,0.0,0.0,0.0,0.0,2.31,0.065,0.06,0.0,14.78,13.887,0.061,0.0265,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,,,,,,
2009-03-09 00:00:00,ww_37,10.8,5.5,7.6,1.535,0.11,1.03,0.26,34.28,456.0,48.0,10.0,51.7,114.0,165.0,0.0,3.8,0.0,,0.0,0.0,0.0,,,,4400.0,,5.4,0.0,0.0,0.0296,0.0202,0.045,0.046,,0.0,0.0,42.46,38.4,0.0039,0.0,0.0,0.0,0.0,1.89,0.058,0.062,0.0,15.47,13.699,0.0419,0.0126,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,4.48,,,,,,
2009-03-09 00:00:00,ww_73,10.7,5.5,7.4,1.438,0.13,1.05,0.0,31.97,406.0,48.0,10.0,43.7,114.0,163.0,0.2,3.5,0.0,,0.0,0.0,0.0,,,,5500.0,,5.1,0.0,0.0,0.0297,0.0188,0.0,0.043,,0.0,0.0,39.37,35.85,0.0049,0.0,0.0,0.0,0.0,2.06,0.055,0.06,0.0,14.29,12.862,0.0481,0.014,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,5.9,,,,,,
2009-03-09 00:00:00,ww_46,9.7,6.0,7.5,1.603,0.57,1.99,0.34,35.47,498.0,45.0,10.0,39.6,116.0,188.0,0.23,4.5,0.0,,0.0,0.0,0.0,,,,34000.0,,2.8,0.0,0.0,0.0285,0.0201,0.051,0.052,,0.0,0.0,41.19,39.56,0.0041,0.0,0.0,0.0,0.0,1.51,0.053,0.06,0.0,14.64,13.905,0.04,0.0196,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,12.0,,,,,,
2009-03-09 00:00:00,ww_35,8.4,7.0,6.8,1.4,0.99,1.93,0.35,30.78,362.0,28.0,7.0,30.0,100.0,132.0,0.2,4.3,0.0,,0.0,0.0,,,<3.09,<5.11,81000.0,,4.8,0.0,0.0,0.022,0.016,0.0,0.051,,0.0,0.0,35.48,33.0,0.0034,0.0,0.0,0.0,0.0,0.92,0.046,0.063,0.0,12.32,11.274,0.0444,0.0286,,0.0,,0.0,0.0,0.12,0.0,0.0,0.0,0.024,0.015,,,,,,,
2009-03-09 00:00:00,ww_102,10.1,7.0,6.8,2.28,0.0,0.68,0.25,30.71,360.0,7.0,4.0,5.28,109.0,123.0,0.0,2.7,0.0,,0.0,0.0,0.0,,<2.68,<5.71,3900.0,,0.9,0.0,0.0,0.0168,0.0153,0.048,0.049,,0.0,0.0,37.74,35.9,0.0,0.0,0.0,0.0,0.0,0.14,0.038,0.05,0.0,12.8,12.511,0.0271,0.0205,,0.0,,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.013,,,,,,,
2009-03-09 00:00:00,ww_36,10.0,7.6,7.3,4.003,0.0,0.8,0.32,53.87,652.0,14.0,9.0,5.98,179.0,234.0,0.32,3.1,0.0,,0.0,0.0,0.0,,<2.35,8.09,4800.0,,0.7,0.0,0.0,0.031,0.0283,0.083,0.086,,0.0,0.0,67.9,65.53,0.0,0.0,0.0,0.0,0.0,0.16,0.032,0.072,0.0,23.94,23.868,0.0096,0.0056,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,,,,,,,
2009-03-09 00:00:00,ww_101,9.7,7.4,7.26,3.386,0.0,0.84,0.3,47.78,546.0,11.0,7.0,3.47,151.0,185.0,0.25,3.1,0.0,,0.0,0.0,0.0,,,,2500.0,,0.6,0.0,0.0,0.0261,0.024,0.074,0.076,,0.0,0.0,58.46,53.97,0.0,0.0,0.0,0.0,0.0,0.17,0.033,0.073,0.0,20.38,19.208,0.0086,0.005,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,4.4,,,,,,
2009-03-09 00:00:00,ww_96,11.3,6.3,7.9,0.741,0.12,0.67,0.0,28.53,404.0,65.0,11.0,75.0,104.0,171.0,0.0,4.1,0.0,,0.0,0.0,,,<4.04,<4.91,4400.0,,3.2,0.0,0.0,0.0326,0.0188,0.0,0.033,,0.0,0.0,36.47,31.46,0.0046,0.0,0.0,0.0,0.0,2.69,0.046,0.071,0.0,13.54,11.372,0.0616,0.0171,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,14.2,,,,,,
2009-03-09 00:00:00,ww_92,9.0,7.3,7.1,2.18,0.67,1.91,0.45,47.74,432.0,95.0,17.0,75.6,107.0,163.0,0.26,4.3,0.0,,0.0,0.0,0.0,,,,38000.0,,4.2,0.0,0.0,0.0336,0.018,0.068,0.068,,0.0,0.0,41.14,36.31,0.0069,0.0035,0.0,0.0,0.0,2.85,0.062,0.046,0.0,14.62,12.882,0.0632,0.0528,,0.0,,0.0,0.0041,0.1,0.0,0.0,0.0,0.036,0.019,,,,,,,
2009-03-16 00:00:00,ww_74,10.7,5.8,7.2,1.451,0.28,0.83,0.0,33.49,394.0,6.0,0.0,5.97,139.0,118.0,0.22,4.8,0.0,,0.0,0.0,,,<3.94,<5.41,230.0,,1.6,0.0,0.0,0.0264,0.025,0.07,0.056,,0.0,0.0,45.6,43.28,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,16.01,15.378,0.0171,0.0145,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_100,10.1,6.5,7.3,2.434,0.38,1.04,0.0,41.92,546.0,8.0,4.0,7.41,154.0,178.0,0.31,3.0,0.0,,0.0,0.0,,,<3.32,<5.51,510.0,,1.9,0.0,0.0,0.0298,0.0277,0.079,0.073,,0.0,0.0,55.05,52.78,0.0,0.0,0.0,0.0,0.0,0.26,0.038,0.0,0.0,20.02,19.577,0.0369,0.0295,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.012,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_39,9.6,7.6,7.5,3.485,0.49,1.18,0.3,49.94,698.0,16.0,6.0,13.4,178.0,241.0,0.4,3.6,0.0,,0.0,0.0,0.0,,,,940.0,,2.8,0.0,0.0,0.0338,0.0302,0.093,0.091,,0.0,0.0,62.13,60.69,0.0,0.0,0.0,0.0,0.0,0.44,0.035,0.0,0.0,23.0,22.733,0.0338,0.033,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.014,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_108,7.8,7.7,7.6,3.521,0.47,1.46,0.35,51.86,718.0,15.0,5.0,13.3,192.0,265.0,0.4,3.6,0.0,,0.0,0.0,0.0,,,,850.0,,3.8,0.0,0.0,0.0348,0.0311,0.094,0.095,,0.0,0.0,67.98,64.88,0.0,0.0,0.0,0.0,0.0,0.53,0.049,0.0,0.0,25.97,24.732,0.0414,0.0352,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.015,1.12,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_99,5.2,8.5,7.5,1.836,1.31,2.47,0.26,57.86,728.0,13.0,7.0,9.21,188.0,253.0,0.4,4.1,0.0,,0.0,0.0,0.0,,,,710.0,,4.4,0.0,0.0,0.0346,0.0315,0.115,0.119,,0.0,0.0,64.46,63.73,0.0,0.0,0.0,0.0,0.0,0.48,0.054,0.0,0.0,23.28,23.814,0.0622,0.0547,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.021,3.11,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_40,9.1,7.5,7.6,3.538,0.41,1.28,0.28,51.83,720.0,15.0,6.0,13.3,184.0,258.0,0.39,3.7,0.0,,0.0,0.0,0.0,,,,940.0,,2.9,0.0,0.0,0.0346,0.0314,0.091,0.092,,0.0,0.0,65.69,63.39,0.0,0.0,0.0,0.0,0.0,0.46,0.033,0.0,0.0,24.51,23.98,0.0351,0.0294,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.013,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_75,3.4,11.4,7.33,3.142,0.38,1.25,0.0,50.09,684.0,16.0,5.0,13.6,183.0,253.0,0.36,3.6,0.0,,0.0,0.0,0.0,,23.1,<5.83,520.0,,4.0,0.0,0.0,0.0343,0.0305,0.088,0.089,,0.0,0.0,63.73,63.94,0.0048,0.0,0.0,0.0,0.0,0.53,0.047,0.0,0.0,23.55,24.454,0.0338,0.0281,,0.0,,0.0,0.0027,0.0,0.0,0.0,0.0,0.021,0.015,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_41,7.1,12.5,7.23,6.323,0.19,1.04,0.0,65.62,726.0,8.0,6.0,4.3,181.0,261.0,0.52,4.0,0.0,,0.007,0.0,0.0,,<4.16,<5.84,2000.0,,1.1,0.0,0.0,0.0299,0.0281,0.147,0.147,,0.0,0.0,69.95,67.37,0.0,0.0,0.0,0.0,0.0,0.2,0.039,0.0,0.0,25.75,24.973,0.0266,0.0121,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.021,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_92,8.2,9.3,7.7,4.425,0.39,1.18,0.38,80.24,704.0,16.0,5.0,15.3,172.0,238.0,0.44,4.1,0.0,,0.0,0.0,0.0,,<4.80,<5.45,440.0,,4.0,0.0,0.0,0.0299,0.0263,0.141,0.137,,0.0,0.0,67.39,64.31,0.0031,0.0,0.0,0.0,0.0,0.67,0.043,0.0,0.0,24.17,23.646,0.0395,0.0314,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.018,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_42,8.3,10.8,6.95,4.919,0.44,1.19,0.27,67.6,750.0,23.0,6.0,6.52,182.0,254.0,0.47,4.4,0.0,,0.0,0.0,0.0,,,,500.0,,2.7,0.0,0.0,0.0302,0.0272,0.134,0.136,,0.0,0.0,72.22,68.18,0.0029,0.0,0.0,0.0,0.0,0.47,0.047,0.0,0.0,26.71,25.949,0.0264,na,q,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.018,,<2,<2,<2,<3,<3,<3
2009-03-16 00:00:00,ww_48,8.2,10.3,7.27,4.423,0.37,1.14,0.33,73.19,686.0,15.0,6.0,15.4,181.0,231.0,0.44,4.1,0.0,,0.0,0.0,0.0,,,,460.0,,2.6,0.0,0.0,0.0305,0.0269,0.135,0.138,,0.0,0.0,69.37,67.2,0.0,0.0,0.0,0.0,0.0,0.57,0.062,0.0,0.0,24.93,25.16,0.0295,0.0239,,0.0,,0.0,0.0021,0.0,0.0,0.0,0.0,0.02,0.015,,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_49,11.1,11.2,7.21,0.353,0.0,0.34,0.0,31.01,264.0,6.0,0.0,4.23,114.0,49.0,0.0,1.6,0.0,,0.0,0.0,,,,,<10,,0.8,0.0,0.0,0.0232,0.0204,0.0,0.035,a,0.0,0.0,37.51,33.63,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,11.45,11.251,0.0341,0.0192,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_50,10.2,9.1,8.18,0.201,0.13,1.01,0.0,45.66,304.0,18.0,9.0,10.1,116.0,64.0,0.34,3.4,0.0,,0.0,0.0,,,0.66,<4.83,20.0,,8.4,0.0,0.0,0.038,0.0319,0.167,0.162,,0.0,0.0,44.22,38.7,0.0038,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,11.31,9.904,0.0765,0.007,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,,<2,<2,<2,<3,<3,<3
