collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),hg_ll(ng/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes_(total)(ug/l),m__and/or_p_xylenes(ug/l),o_xylene(ug/l)
2007-02-13 00:00:00,ww_36,8.7,8.8,7.4,6.432,0.89,2.41,1.6,52.47,1364.0,6.0,8.0,3.54,135.0,656.8,0.89,4.2,5.0,0.005,0.001,0.0,<3.22,<4.88,5400.0,3800.0,1.1,0.0,0.0,0.0257,0.0244,0.174,0.187,0.0,0.0004,59.5,57.79,0.0014,0.0013,3.0,0.003,0.002,0.1,0.04,0.005,0.001,19.18,19.086,0.0253,0.0214,0.0,,0.003,0.0034,0.0,0.0,0.0,0.0,0.057,0.058,,<2,<2,<2,<2,<2,<3
2007-02-13 00:00:00,ww_101,na,7.3,6.8,6.906,1.37,2.58,1.64,53.72,1680.0,0.0,0.0,6.04,130.0,812.2,0.9,3.8,0.0,0.007,0.0011,0.0,,,5200.0,5600.0,1.6,0.0,0.0,0.0271,0.026,0.163,0.178,0.0,0.0006,61.67,61.55,0.0013,0.0009,0.0,0.01,0.002,0.11,0.042,0.007,0.002,19.75,20.112,0.0269,0.0271,0.0,,0.003,0.0028,0.0,0.0,0.0,0.0,0.053,0.048,,<2,<2,<2,<2,<2,<3
2007-02-13 00:00:00,ww_92,8.5,9.6,6.4,7.046,0.58,1.47,0.85,92.51,722.0,10.0,8.0,6.88,151.0,210.0,0.81,4.9,0.0,0.004,0.0012,0.0,,,20.0,,3.6,0.0,0.0,0.0212,0.0183,0.204,0.219,0.0,0.0,67.39,63.87,0.0015,0.0,0.0,0.0,0.0,0.29,0.026,0.007,0.002,24.73,24.586,0.0323,0.0302,0.0,,0.004,0.0042,0.0,0.0,0.0,0.0,0.043,0.033,,,,,,,
2007-02-20 00:00:00,ww_39,9.5,15.1,7.91,3.362,0.4,1.25,0.57,39.38,710.0,5.0,3.0,4.19,130.0,306.8,0.4,2.3,0.0,0.0,0.0014,0.0,,,240.0,,1.6,0.0,0.0,0.0245,0.0206,0.087,0.088,0.0,0.0007,50.7,42.9,0.0007,0.0,0.0,0.002,0.002,0.13,0.017,0.006,0.004,16.33,14.616,0.0175,0.0118,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.033,0.019,,,,,,,
2007-02-20 00:00:00,ww_108,10.8,10.6,7.17,4.834,0.51,1.46,0.83,52.11,1058.0,6.0,5.0,4.19,131.0,523.2,0.53,2.5,3.0,0.004,0.0021,0.0,,,80.0,,2.1,0.0,0.0,0.0263,0.0248,0.104,0.104,0.0,0.0012,56.13,51.07,0.0022,0.0011,2.0,0.004,0.004,0.16,0.034,0.005,0.004,17.9,17.14,0.0372,0.0333,0.0,,0.004,0.0031,0.0,0.0,0.0,0.0,0.042,0.032,,,,,,,
2007-02-20 00:00:00,ww_40,9.9,7.2,7.06,4.533,0.65,1.43,0.86,50.35,1092.0,8.0,0.0,10.8,134.0,528.4,0.53,2.4,4.0,0.003,0.0021,3.5,,,70.0,,3.2,0.0,0.0,0.0278,0.0242,0.101,0.102,0.0,0.0014,56.08,54.52,0.0018,0.0012,0.0,0.005,0.002,0.35,0.038,0.008,0.003,18.15,17.837,0.0225,0.0209,0.0,,0.004,0.0,0.0,0.0,0.0,0.0,0.042,0.038,,,,,,,
2007-02-20 00:00:00,ww_75,9.1,13.2,7.2,4.322,0.63,1.53,0.89,49.99,774.0,17.0,5.0,4.73,136.0,367.0,0.55,2.8,3.0,0.0,0.0016,0.0,<3.51,7.02,70.0,120.0,2.5,0.0,0.0,0.0253,0.0215,0.107,0.11,0.0,0.0007,53.52,51.4,0.0015,0.0011,2.0,0.005,0.002,0.34,0.025,0.007,0.005,18.23,17.708,0.0187,0.0148,0.0,,0.003,0.0,0.0,0.0,0.0,0.0,0.04,0.042,,,,,,,
2007-02-20 00:00:00,ww_41,8.5,10.3,7.3,9.398,1.54,4.55,0.67,73.77,946.0,7.0,4.0,4.08,118.0,425.2,0.72,3.8,3.0,0.003,0.0013,0.0,<3.70,7.48,800.0,800.0,1.7,0.0,0.0,0.0225,0.0205,0.157,0.156,0.0,0.001,56.82,55.75,0.0009,0.0008,0.0,0.0,0.0,0.15,0.034,0.005,0.003,19.37,19.094,0.0176,0.016,0.0,,0.004,0.0028,0.0,0.0,0.0,0.0,0.046,0.036,,,,,,,
2007-02-20 00:00:00,ww_92,7.5,9.5,7.2,6.408,1.11,2.59,1.25,96.86,1412.0,7.0,0.0,5.38,150.0,666.7,0.83,3.6,4.0,0.005,0.002,3.1,<2.25,<3.76,40.0,40.0,2.7,0.0,0.0,0.0244,0.0217,0.211,0.207,0.0,0.0016,69.22,64.02,0.0016,0.0011,0.0,0.002,0.0,0.28,0.036,0.006,0.003,22.98,22.187,0.0372,0.0348,0.0,,0.006,0.0048,0.0,0.0,0.0,0.0,0.046,0.038,,,,,,,
2007-02-20 00:00:00,ww_42,7.4,11.2,6.74,8.48,1.22,2.49,0.66,82.17,1010.0,15.0,4.0,7.98,134.0,424.2,0.81,4.6,3.0,0.004,0.0019,0.0,,,50.0,40.0,2.9,0.0,0.0,0.0222,0.0193,0.197,0.2,0.0,0.0009,63.79,57.74,0.0018,0.0017,0.0,0.003,0.0,0.18,0.038,0.006,0.005,21.18,20.098,0.0184,0.0163,0.0,,0.006,0.0056,0.0,0.0,0.0,0.0,0.053,0.042,,,,,,,
2007-02-20 00:00:00,ww_48,7.8,9.2,6.97,7.618,0.5,1.74,0.79,97.06,814.0,7.0,0.0,4.73,146.0,324.6,0.83,4.4,0.0,0.004,0.0019,0.0,,,50.0,40.0,2.5,0.0,0.0,0.0218,0.0196,0.214,0.215,0.0,0.0005,65.89,60.28,0.0013,0.0,2.0,0.002,0.0,0.25,0.034,0.005,0.001,22.95,21.938,0.0242,0.022,0.0,,0.005,0.0041,0.0,0.0,0.0,0.0,0.046,0.037,,,,,,,
2007-02-26 00:00:00,ww_50,12.0,3.3,7.64,0.353,0.24,0.81,0.07,34.2,326.0,0.0,0.0,3.89,139.0,53.8,0.24,3.1,0.0,0.0,0.0005,,<3.02,6.56,250.0,,*3.9,0.0,0.0,0.0399,0.0375,0.147,0.157,0.0,0.0,53.45,51.96,0.0011,0.0,0.0,0.0,0.0,0.14,0.006,0.007,0.005,14.43,14.246,0.0347,0.0102,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.004,0.0,,,,,,
2007-02-26 00:00:00,ww_76,8.2,5.8,7.0,3.898,0.36,1.21,0.73,77.4,1386.0,0.0,0.0,4.06,116.0,688.7,0.45,3.4,5.0,0.006,0.0008,0.0,<4.30,6.63,4500.0,,*0.6,0.0,0.0,0.0262,0.0238,0.133,0.146,0.0,0.0047,61.67,57.72,0.0027,0.0,2.0,0.0,0.0,0.2,0.042,0.006,0.004,18.42,17.416,0.071,0.1507,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.056,0.051,,,,,,,
2007-02-26 00:00:00,ww_57,11.0,1.3,7.5,0.991,0.64,1.89,0.44,62.72,862.0,94.0,13.0,70.8,82.0,428.8,0.22,5.6,0.0,0.006,0.0007,,<4.55,11.87,7500.0,5600.0,*6.9,0.0,0.0,0.0382,0.0229,0.05,0.062,0.003,0.0013,42.67,41.05,0.0216,0.0008,0.0,0.008,0.002,3.56,0.11,0.012,0.004,15.44,13.711,0.1633,0.0989,0.0,,0.005,0.0,0.0,0.0,0.0,0.0,0.076,0.027,13.39,,,,,,
2007-02-26 00:00:00,ww_58,8.3,2.4,7.2,2.397,0.57,1.73,0.6,70.95,1146.0,48.0,5.0,38.3,97.0,570.6,0.31,4.5,3.0,0.006,0.0008,0.0,,,5500.0,6100.0,*1.7,0.0,0.0,0.0326,0.0225,0.084,0.097,0.002,0.0008,49.07,48.08,0.0078,0.0,0.0,0.005,0.0,1.83,0.066,0.012,0.004,16.3,15.198,0.1678,0.0721,0.08,,0.003,0.0,0.0,0.0,0.0,0.0,0.085,0.031,,,,,,,
2007-02-26 00:00:00,ww_54,11.1,6.8,7.2,2.679,0.41,1.45,0.64,224.91,1116.0,16.0,0.0,29.4,107.0,406.0,0.24,5.0,0.0,0.004,0.0012,,<4.20,6.74,6100.0,4800.0,*2.3,0.0,0.0,0.0302,0.0239,0.093,0.107,0.0,0.0004,50.97,49.17,0.0022,0.0,0.0,0.002,0.0,1.25,0.099,0.005,0.003,18.9,18.242,0.0763,0.0605,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.037,0.038,4.1,,,,,,
2007-02-26 00:00:00,ww_97,11.6,2.2,7.9,0.947,0.66,1.83,0.39,70.36,704.0,70.0,5.0,60.9,80.0,327.1,0.19,6.1,0.0,0.004,0.0009,,<4.10,11.32,4900.0,4200.0,*3.8,0.0,0.0,0.0318,0.019,0.047,0.058,0.0,0.0,38.6,33.24,0.0039,0.0,0.0,0.005,0.0,2.84,0.111,0.01,0.003,14.63,12.549,0.1053,0.0578,0.0,,0.004,0.0,0.0,0.0,0.0,0.0,0.056,0.015,9.2,,,,,,
2007-02-26 00:00:00,ww_52,11.5,1.4,7.5,1.075,0.69,2.04,0.55,40.09,454.0,115.0,5.0,78.6,89.0,179.5,0.36,7.0,0.0,0.003,0.0009,,<3.58,14.72,4600.0,2800.0,*5.1,0.0,0.0,0.0286,0.0171,0.04,0.05,0.0,0.0,37.82,32.75,0.0031,0.0,0.0,0.003,0.0,3.1,0.149,0.006,0.004,14.68,12.544,0.1238,0.0831,0.0,,0.004,0.0,0.0,0.0,0.0,0.0,0.028,0.014,6.13,,,,,,
2007-02-26 00:00:00,ww_59,9.5,4.8,7.2,2.644,0.56,1.68,0.64,77.49,1260.0,33.0,3.0,53.5,101.0,619.7,0.36,4.3,0.0,0.008,0.0011,0.0,,,8600.0,6600.0,*5.1,0.0,0.0,0.0306,0.0229,0.087,0.101,0.0,0.0007,51.07,49.43,0.0028,0.0,0.0,0.003,0.0,1.75,0.061,0.009,0.003,16.75,15.95,0.0818,0.0608,0.0,,0.003,0.0,0.0,0.0,0.0,0.0,0.048,0.028,,,,,,,
2007-02-26 00:00:00,ww_43,9.5,3.9,7.4,4.526,0.75,1.74,1.04,130.4,1316.0,18.0,15.0,22.3,142.0,562.5,0.51,4.5,0.0,0.006,0.0013,0.0,,,720.0,800.0,*2.0,0.0,0.0,0.0324,0.0286,0.174,0.154,0.0,0.0006,69.02,70.67,0.0019,0.0,0.0,0.0,0.0,0.68,0.044,0.007,0.004,24.32,24.829,0.0903,0.0833,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.045,0.032,,,,,,,
2007-02-26 00:00:00,ww_92,8.4,7.7,7.3,5.381,0.94,1.86,0.89,97.27,1420.0,9.0,0.0,7.02,147.0,668.6,0.7,4.1,4.0,0.006,0.0012,0.0,,,240.0,,*2.7,0.0,0.0,0.0309,0.0266,0.197,0.211,0.0,0.0008,72.04,67.67,0.0023,0.0,0.0,0.002,0.0,0.41,0.039,0.006,0.004,24.22,22.838,0.0642,0.0637,0.0,,0.004,0.0037,0.0,0.0,0.0,0.0,0.052,0.044,,,,,,,
