collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,turb,alk,alk,cl,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2010-01-04 00:00:00,ww_89,9.8,8.5,7.62,10.013,0.0,1.47,1.97,70.5,686.0,12.0,4.0,4.68,,212.0,,204.0,,0.57,7.3,0.0,0.0,0.0,_____,<2.76,5.53,2600.0,2700.0,1.1,0.0,0.0,0.0331,0.0332,0.206,0.197,0.0,0.0,78.95,81.6,0.0,0.0,0.0,0.0,0.0,0.17,0.041,0.0,0.0,29.84,32.049,0.0358,0.0319,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.03,2.31,,,,,,
2010-01-04 00:00:00,ww_64,9.1,3.2,7.85,10.348,0.9,2.1,1.66,77.22,796.0,26.0,5.0,17.0,,226.0,,274.0,,0.48,6.3,0.0,0.006,0.0,_____,<6.17,<6.85,2200.0,2300.0,6.0,0.0,0.0,0.0421,0.0389,0.149,0.139,0.0,0.0,88.09,90.08,0.0,0.0,0.0,0.0,0.0,0.8,0.048,0.0,0.0,32.75,34.541,0.0653,0.053,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.019,3.21,,,,,,
2010-01-04 00:00:00,ww_92,6.9,1.0,7.8,4.842,0.95,1.81,0.34,80.95,1004.0,7.0,0.0,4.13,,190.0,,416.0,,0.5,4.1,0.0,0.0,0.0,0.0,_____,_____,40.0,_____,1.6,0.0,0.0,0.0299,0.0294,0.192,0.181,0.0,0.0,72.65,76.15,0.0,0.0,0.0,0.0,0.0,0.2,0.043,0.0,0.0,25.76,27.701,0.0297,0.0276,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.019,_____,,,,,,
2010-01-11 00:00:00,ww_105,9.3,2.5,7.07,4.688,0.14,1.26,0.26,63.08,850.0,6.0,0.0,7.08,,231.0,,310.0,,0.31,3.5,0.0,0.0,0.0,_____,<3.91,7.95,40.0,40.0,5.4,0.0,0.0,0.0375,0.0369,0.117,0.122,0.0,0.0,81.81,82.85,0.0,0.0,0.0,0.0,0.0,0.28,0.029,0.0,0.0,33.67,34.787,0.0619,na,q,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.049,1.9,,,,,,
2010-01-11 00:00:00,ww_34,9.3,2.1,7.65,9.542,0.73,4.47,0.76,51.87,682.0,4.0,0.0,3.16,,159.0,,253.0,,0.72,4.0,0.0,0.0,0.0,_____,<3.20,<5.72,4600.0,3700.0,0.3,0.0,0.0,0.0265,0.0263,0.155,0.153,0.0,0.0,62.49,66.65,0.0,0.0,0.0,0.0,0.0,0.11,0.035,0.0,0.0,22.62,24.188,0.0182,0.0161,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.024,1.71,,,,,,
2010-01-11 00:00:00,ww_37,9.8,7.3,7.65,4.072,0.25,2.83,0.26,69.04,1160.0,10.0,0.0,7.36,,88.0,,475.0,,0.35,3.1,0.0,0.0,0.0,0.0,_____,_____,600.0,_____,3.2,0.0,0.0,0.0475,0.044,0.116,0.113,0.0,0.0,86.62,91.48,0.0,0.0,0.0,0.0,0.0,0.3,0.028,0.0,0.0,35.41,38.212,0.0696,0.0612,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.013,_____,,,,,,
2010-01-11 00:00:00,ww_73,8.4,6.3,7.8,7.942,0.66,1.89,0.93,52.73,790.0,7.0,0.0,3.68,,164.0,,307.0,,0.72,4.2,0.0,0.005,0.0,0.0,_____,_____,2000.0,_____,1.3,0.0,0.0,0.026,0.0265,0.18,0.169,0.0,0.0,59.21,64.21,0.0,0.0,0.0,0.0,0.0,0.15,0.044,0.0,0.0,23.24,22.68,0.021,0.0184,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.03,_____,,,,,,
2010-01-11 00:00:00,ww_46,10.2,1.4,7.75,3.485,0.33,2.34,0.32,35.89,440.0,8.0,0.0,8.11,,129.0,,145.0,,0.34,2.7,0.0,0.0,0.0,0.0,_____,_____,260.0,_____,1.4,0.0,0.0,0.0246,0.022,0.073,0.075,0.0,0.0,47.32,47.54,0.0,0.0,0.0,0.033,0.0,0.22,0.021,0.0,0.0,16.32,16.642,0.0183,0.0096,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,_____,,,,,,
2010-01-11 00:00:00,ww_102,8.8,2.4,6.99,8.178,0.67,3.36,0.8,48.72,720.0,4.0,0.0,2.83,,154.0,,287.0,,0.76,4.4,0.0,0.005,0.0,0.0,<5.67,<5.93,2800.0,_____,3.1,0.0,0.0,0.0254,0.0234,0.184,0.165,0.0,0.0,61.51,63.44,0.0,0.0,0.0,0.0,0.0,0.12,0.046,0.0,0.0,21.49,22.487,0.0249,0.0196,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.035,5.29,,,,,,
2010-01-11 00:00:00,ww_36,7.8,6.2,7.03,8.245,1.04,4.52,1.09,49.0,566.0,6.0,4.0,1.96,,152.0,,184.0,,0.79,4.6,0.0,0.0,0.0,0.0,<5.00,<5.47,5000.0,_____,0.3,0.0,0.0,0.023,0.0224,0.199,0.187,0.0,0.0,55.43,59.2,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,19.65,21.275,0.0968,0.0547,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.047,_____,,,,,,
2010-01-11 00:00:00,ww_101,8.2,1.0,7.04,10.178,1.17,3.88,1.0,48.04,574.0,6.0,3.0,3.37,,142.0,,205.0,,0.79,8.3,0.0,0.0,0.0,0.0,_____,_____,4700.0,_____,0.7,0.0,0.0,0.0234,0.0229,0.169,0.163,0.0,0.0,57.36,61.92,0.0,0.0,0.0,0.0,0.0,0.13,0.034,0.0,0.0,20.19,22.081,0.0156,0.0107,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.028,_____,,,,,,
2010-01-11 00:00:00,ww_92,7.2,11.2,7.1,6.42,0.8,3.14,0.72,95.37,726.0,5.0,0.0,3.03,,171.0,,234.0,,0.56,4.1,0.0,0.0,0.0,0.0,_____,_____,9.0,_____,1.8,0.0,0.0,0.0268,0.0257,0.209,0.206,0.0,0.0,66.97,73.04,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.02,23.96,25.057,0.0485,na,q,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.022,_____,,,,,,
2010-01-19 00:00:00,ww_100,9.5,5.8,7.2,2.545,0.28,0.76,0.28,32.11,512.0,4.0,0.0,3.82,,125.0,,187.0,,0.28,2.8,0.0,0.0,0.0,_____,<2.58,<5.41,130.0,80.0,1.4,0.0,0.0,0.0262,0.0245,0.072,0.071,0.0,0.0,48.31,47.97,0.0,0.0,0.0,0.0,0.0,0.24,0.022,0.0,0.0,16.24,16.283,0.0386,0.0387,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,2.79,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_39,9.2,5.3,7.23,6.546,0.5,1.31,0.8,44.51,734.0,6.0,0.0,5.79,,147.0,,314.0,,0.57,3.3,0.0,0.0,0.0,0.0,_____,_____,320.0,380.0,1.0,0.0,0.0,0.0285,0.0257,0.109,0.111,0.0,0.0,58.68,57.87,0.0,0.0,0.0,0.0,0.0,0.19,0.035,0.0,0.0,20.3,20.096,0.0218,0.0185,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.018,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_108,8.7,4.3,7.19,6.821,0.74,1.51,0.88,47.42,754.0,7.0,0.0,4.83,,144.0,,282.0,,0.58,3.7,0.0,0.0,0.0,0.0,_____,_____,410.0,360.0,1.5,0.0,0.0,0.0279,0.0255,0.122,0.125,0.0,0.0,61.13,61.8,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.015,0.0,21.39,21.716,0.0239,0.0205,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.023,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_99,5.8,3.3,7.41,7.5,0.71,1.55,0.98,50.79,690.0,7.0,0.0,5.67,,175.0,,250.0,,0.67,3.9,0.0,0.0,0.0,0.0,_____,_____,220.0,210.0,3.0,0.0,0.0,0.0283,0.0254,0.131,0.137,0.0,0.0,63.53,64.27,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.016,0.0,22.67,23.155,0.0266,0.0235,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.023,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_40,6.5,3.7,7.39,7.521,0.69,1.83,0.99,50.52,732.0,10.0,3.0,7.29,,154.0,,278.0,,0.66,3.9,0.0,0.0,0.0,0.0,_____,_____,200.0,_____,2.3,0.0,0.0,0.0287,0.0253,0.127,0.137,0.0,0.0,63.19,64.83,0.0,0.0,0.0,0.0,0.0,0.35,0.048,0.015,0.0,22.49,23.231,0.0335,0.0255,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.025,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_75,5.7,15.6,7.0,6.95,0.6,1.78,0.91,51.82,728.0,15.0,4.0,9.46,,159.0,,278.0,,0.65,4.0,0.0,0.0,0.0,0.0,<3.68,7.93,60.0,_____,2.1,0.0,0.0,0.0299,0.0229,0.14,0.145,0.0,0.0,65.46,61.47,0.0099,0.0029,0.0,0.0,0.0,0.49,0.053,0.015,0.0,23.68,22.1,0.037,0.0337,,0.0,_____,0.0,0.0048,0.0,0.0,0.0,0.0,0.041,0.023,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_41,7.6,10.7,7.25,10.648,0.98,2.45,1.59,70.31,750.0,8.0,3.0,4.7,,145.0,,275.0,,0.76,5.1,0.0,0.0,0.0,0.0,<4.27,8.05,480.0,_____,1.6,0.0,0.0,0.0228,0.019,0.185,0.199,0.0,0.0,67.26,62.31,0.0,0.0,0.0,0.0,0.0,0.22,0.052,0.0,0.0,23.82,22.189,0.0187,0.0155,,0.0,_____,0.0,0.0028,0.0,0.0,0.0,0.0,0.034,0.026,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_92,6.5,10.9,8.6,8.035,0.62,1.7,0.92,102.64,836.0,6.0,0.0,4.89,,163.0,,283.0,,0.67,4.6,0.0,0.0,0.0,0.0,<6.80,6.24,20.0,_____,2.6,0.0,0.0,0.026,0.0244,0.256,0.26,0.0,0.0,72.68,72.41,0.0,0.0,0.0,0.0,0.0,0.18,0.041,0.0,0.0,25.51,25.333,0.0349,0.0372,,0.0,_____,0.0,0.002,0.0,0.0,0.0,0.0,0.032,0.025,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_42,7.4,10.9,7.08,7.823,1.26,2.61,1.05,73.53,848.0,5.0,0.0,3.79,,154.0,,322.0,,0.72,5.5,0.0,0.0,0.0,0.0,_____,_____,50.0,_____,1.5,0.0,0.0,0.0231,0.0208,0.263,0.268,0.0,0.0,68.41,68.36,0.0026,0.0,0.0,0.0,0.0,0.2,0.043,0.015,0.0,23.27,23.64,0.0171,0.0152,,0.0,_____,0.0,0.0032,0.0,0.0,0.0,0.0,0.033,0.025,_____,<2,<2,<2,<3,<3,<3
2010-01-19 00:00:00,ww_48,7.5,7.3,7.16,8.993,1.03,2.32,1.55,90.63,922.0,6.0,0.0,4.47,,162.0,,349.0,,0.67,5.4,0.0,0.005,0.0,0.0,_____,_____,60.0,_____,1.7,0.0,0.0,0.0246,0.0221,0.317,0.321,0.0,0.0,72.22,72.17,0.0,0.0,0.0,0.0,0.0,0.21,0.041,0.0,0.02,24.95,25.063,0.0304,0.0271,,0.0,_____,0.0,0.0031,0.0,0.0,0.0,0.0,0.033,0.024,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_49,9.0,2.2,7.33,0.413,0.0,0.4,0.0,28.49,262.0,9.0,0.0,5.87,,120.0,,88.0,,0.0,1.9,0.0,0.0,0.0,_____,<3.18,<5.29,9.0,9.0,0.6,0.0,0.0,0.024,0.022,0.0,0.047,0.0,0.0,39.55,39.59,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.02,12.87,13.008,0.0172,0.0067,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_50,9.5,2.8,7.66,0.14,0.17,0.99,0.0,42.67,324.0,5.0,0.0,2.38,,132.0,,90.0,,0.31,3.9,0.0,0.0,0.0,_____,<2.87,7.76,9.0,9.0,6.5,0.0,0.0,0.0392,0.0363,0.205,0.205,0.0,0.0027,47.79,46.96,0.0,0.0,0.0,0.0,0.0,0.11,0.029,0.0,0.02,13.68,13.453,0.0694,0.0525,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,1.08,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_55,10.4,1.1,7.56,0.647,0.26,0.82,0.0,81.86,466.0,4.0,0.0,2.87,,117.0,,89.0,,0.29,3.4,0.0,0.0,0.0,_____,<2.29,7.72,20.0,9.0,0.8,0.0,0.0,0.0331,0.0313,0.159,0.156,0.0,0.0,51.65,51.74,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.02,17.61,17.567,0.0356,0.0325,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,2.95,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_56,9.2,2.7,7.55,3.812,0.74,1.27,1.4,94.35,658.0,15.0,0.0,14.5,,150.0,,235.0,,0.45,4.5,0.0,0.0,0.0,0.0,<6.68,6.47,640.0,490.0,1.5,0.0,0.0,0.0299,0.0263,0.2,0.2,0.0,0.0,68.86,67.43,0.0,0.0,0.0,0.0,0.0,0.47,0.024,0.02,0.0,23.71,23.468,0.0658,0.0549,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.033,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_76,7.4,7.5,7.24,6.48,0.21,1.27,1.69,80.16,844.0,8.0,0.0,3.71,,155.0,,335.0,,0.49,4.6,0.0,0.0,0.0,0.0,<5.51,10.8,3900.0,3700.0,0.5,0.0,0.0,0.025,0.0212,0.153,0.153,0.0,0.0,73.51,77.98,0.0,0.0,0.0,0.0,0.0,0.23,0.051,0.0,0.0,23.81,25.735,0.04,0.0319,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.019,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_57,11.1,3.1,7.53,1.302,0.27,1.43,0.34,47.2,530.0,171.0,13.0,145.0,,117.0,,234.0,,0.2,5.9,0.0,0.0,0.0,_____,<4.35,5.31,2300.0,_____,6.6,0.0,0.0,0.0496,0.024,0.051,0.065,0.0,0.0,55.77,48.8,0.009,0.0,0.0,0.0,0.0,6.76,0.103,0.019,0.0,21.14,18.084,0.1653,0.0563,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,24.5,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_58,11.4,3.5,7.62,2.28,0.27,1.6,0.6,171.74,648.0,125.0,14.0,108.0,,134.0,,241.0,,0.26,5.8,0.0,0.0,0.0,0.0,_____,_____,2900.0,_____,4.6,0.0,0.0,0.041,0.0237,0.07,0.079,0.0,0.0,56.52,53.55,0.0055,0.0,0.0,0.0,0.0,4.83,0.087,0.018,0.0,21.21,19.023,0.1139,0.0511,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_54,11.5,5.4,7.22,2.365,0.15,1.78,0.38,166.85,798.0,61.0,6.0,66.7,,161.0,,250.0,,0.24,5.4,0.0,0.0,0.0,_____,<4.66,<5.72,4700.0,_____,3.0,0.0,0.0,0.0405,0.0303,0.081,0.091,0.0,0.0,59.47,64.23,0.0048,0.0,0.0,0.0,0.0,3.23,0.128,0.0,0.0,21.78,23.251,0.0839,na,q,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.011,8.99,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_97,11.5,2.8,7.68,1.311,0.2,2.07,0.3,30.36,520.0,22.0,3.0,104.0,,112.0,,176.0,,0.0,5.9,0.0,0.0,0.0,_____,<3.84,<5.11,4700.0,_____,4.4,0.0,0.0,0.0399,0.0225,0.047,0.057,0.0,0.0,48.54,45.35,0.0059,0.0,0.0,0.0,0.0,4.88,0.142,0.0,0.0,18.31,16.909,0.1104,0.0676,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,15.7,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_52,10.3,2.0,7.77,1.419,0.36,2.37,0.46,75.4,278.0,287.0,19.0,243.0,,115.0,,77.0,,0.21,7.4,0.0,0.0,0.0,_____,3.67,7.71,4400.0,_____,4.1,0.0,0.0,0.0538,0.02,0.0,0.047,0.0,0.0,48.93,39.55,0.01,0.0,0.0,0.0,0.0,10.67,0.142,0.0,0.0,20.2,15.317,0.1937,0.0542,,0.0,_____,0.011,0.0,0.0,0.0,0.0,0.0,0.041,0.0,14.1,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_59,7.7,4.5,7.43,3.508,0.35,1.43,1.29,120.26,804.0,51.0,6.0,53.6,,144.0,,304.0,,0.35,5.8,0.0,0.0,0.0,0.0,_____,_____,5400.0,_____,3.0,0.0,0.0,0.0344,0.026,0.105,0.115,0.0,0.0,68.3,66.8,0.0034,0.0,0.0,0.0,0.0,2.15,0.063,0.0,0.0,23.52,23.462,0.0836,0.0586,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.012,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_43,7.8,4.2,7.9,4.755,0.54,1.92,1.79,106.03,1166.0,28.0,4.0,23.9,,185.0,,447.0,,0.48,4.5,0.0,0.006,0.0,0.0,_____,_____,1400.0,_____,2.2,0.0,0.0,0.0385,0.0311,0.174,0.19,0.0,0.0,91.26,88.52,0.0029,0.0,0.0,0.0,0.0,1.11,0.052,0.015,0.0,32.53,32.532,0.0979,0.0904,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.018,_____,<2,<2,<2,<3,<3,<3
2010-01-25 00:00:00,ww_92,7.1,9.3,7.23,6.663,0.89,2.33,1.65,75.73,948.0,13.0,3.0,7.76,,171.0,,336.0,,0.64,4.8,0.0,0.005,0.0,0.0,_____,_____,170.0,_____,1.0,0.0,0.0,0.0292,0.0237,0.216,0.228,0.0,0.0,81.51,77.94,0.0033,0.0,0.0,0.0,0.0,0.6,0.048,0.0,0.0,27.45,27.338,0.0632,0.0612,,0.0,_____,0.0,0.004,0.0,0.0,0.0,0.0,0.085,0.04,_____,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,3.0,,1.0,,15.0,,10.0,,0.2,1.0,5.0,0.005,0.004,5.0,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,,0.2,0.2,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_=_soluble_>_total;_soluble_result_not_reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ag_=_compromised_sample_id.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
