Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-11-02 00:00:00,WW_109,6.1,10.9,7.6,1.884,0.16,1.1,0.3,51.26,442.0,AD,25.0,5.0,20.7,171.0,117.0,0.22,5.3,0.0,0.0,0.0,,<3.28,<5.57,710.0,790.0,10.3,0.0,0.0,0.0311,0.0253,0.092,0.096,0.0,0.0,54.12,53.51,0.0,0.0,0.0,,0.015,0.0,1.17,0.08,0.0,0.0,20.43,20.289,0.049,0.0163,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,8.14,,,,,,
2009-11-02 00:00:00,WW_22,7.5,12.0,7.67,1.729,0.14,0.91,0.26,50.88,464.0,AD,27.0,10.0,16.8,194.0,116.0,0.22,6.6,0.0,0.0,0.0,,<2.53,<5.08,360.0,,8.0,0.0,0.0,0.0314,0.0276,0.085,0.084,0.0,0.0,57.49,56.28,0.0,0.0,0.0,,0.0,0.0,0.94,0.106,0.0,0.0,23.59,23.361,0.0435,0.0151,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,5.23,,,,,,
2009-11-02 00:00:00,WW_23,6.5,12.1,7.72,1.695,0.13,1.05,0.26,49.92,464.0,AD,26.0,9.0,17.6,193.0,119.0,0.21,6.4,0.0,0.0,0.0,,<3.29,<5.13,320.0,,7.4,0.0,0.0,0.0308,0.0264,0.086,0.081,0.0,0.0,56.28,57.15,0.0027,0.0,0.0,,0.0,0.0,0.88,0.092,0.0,0.0,23.35,23.645,0.0403,0.0122,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,5.51,,,,,,
2009-11-02 00:00:00,WW_29,7.5,12.0,7.75,1.695,0.0,0.77,0.29,48.7,414.0,AD,28.0,8.0,26.1,188.0,117.0,0.22,6.8,0.0,0.0,0.0,,<4.33,<5.20,230.0,,8.7,0.0,0.0,0.0309,0.0279,0.08,0.105,0.0,0.0,53.35,54.27,0.0,0.0,0.0,,0.0,0.0,1.03,0.189,0.0,0.0,21.8,22.81,0.0446,0.014,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.01,6.54,,,,,,
2009-11-02 00:00:00,WW_91,6.1,12.5,7.76,1.706,0.1,0.85,0.31,47.6,520.0,AD,28.0,10.0,18.0,174.0,109.0,0.21,6.4,0.0,0.0,0.0,,<2.20,4.97,70.0,,6.1,0.0,0.0,0.0295,0.0255,0.084,0.079,0.0,0.0,52.74,51.36,0.0,0.0,0.0,,0.0,0.0,0.86,0.099,0.0,0.0,21.41,20.889,0.0318,0.0104,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,5.96,,,,,,
2009-11-02 00:00:00,WW_79,7.8,10.8,7.48,0.443,0.11,1.14,0.0,61.22,534.0,AD,21.0,7.0,17.1,200.0,157.0,0.0,6.8,0.0,0.0,0.0,,<3.80,<5.24,410.0,320.0,10.7,0.0,0.0,0.0352,0.0315,0.069,0.064,0.0,0.0,56.9,60.23,0.0,0.0,0.0,,0.0,0.0,0.99,0.105,0.0,0.0,23.23,23.934,0.0694,0.0329,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,,,,,,
2009-11-02 00:00:00,WW_80,7.1,12.1,7.75,2.974,0.0,1.04,0.42,50.43,458.0,AD,18.0,7.0,17.1,155.0,123.0,0.24,6.0,0.0,0.0,0.0,,<1.57,<4.73,160.0,160.0,13.9,0.0,0.0,0.0269,0.0245,0.086,0.081,0.0,0.0,49.57,49.78,0.0029,0.0,0.0,,0.0,0.0,0.75,0.1,0.0,0.0,18.84,18.715,0.0414,0.0139,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,,,,,,
2009-11-02 00:00:00,WW_18,7.3,12.8,7.77,2.901,0.0,1.0,0.43,49.74,346.0,AD,9.0,5.0,16.7,151.0,118.0,0.24,6.0,0.0,0.0,0.0,,<3.91,<5.12,220.0,200.0,16.6,0.0,0.0,0.0275,0.024,0.087,0.081,0.0,0.0,49.68,49.24,0.0,0.0,0.0,,0.0,0.0,0.73,0.099,0.0,0.0,19.16,18.669,0.0404,0.0151,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,,,,,,
2009-11-02 00:00:00,WW_90,5.6,12.7,7.96,0.309,0.0,0.68,0.0,39.5,632.0,,18.0,6.0,12.9,202.0,128.0,0.2,6.6,0.0,0.0,0.0,,<3.04,<5.39,120.0,,10.2,0.0,0.0,0.0539,0.0503,0.045,0.038,0.0,0.0,54.55,55.27,0.0,0.0,0.0,,0.0,0.0,0.78,0.122,0.0,0.0,23.39,23.227,0.051,0.033,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,,,,,,
2009-11-02 00:00:00,WW_110,5.8,10.2,7.73,0.994,0.18,1.76,0.0,89.3,558.0,AD,11.0,3.0,16.1,246.0,107.0,0.0,13.7,0.0,0.0,0.0,,2.24,6.1,700.0,,6.1,0.0,0.0,0.0424,0.0399,0.076,0.073,0.0,0.0,75.71,79.53,0.0,0.0,0.0,,0.0,0.0,0.91,0.255,0.017,0.0,27.83,28.181,0.0787,0.0729,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.017,2.44,,,,,,
2009-11-02 00:00:00,WW_89,6.8,15.0,7.7,7.843,0.0,1.13,1.2,58.21,330.0,,10.0,9.0,4.29,241.0,116.0,0.49,6.0,0.0,0.0,0.0,,<3.41,11.4,1000.0,,1.0,0.0,0.0,0.0326,0.032,0.166,0.165,0.0,0.0,71.55,74.8,0.0,0.0,0.0,,0.0,0.0,0.18,0.072,0.0,0.0,27.06,28.305,0.0205,0.018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.024,2.27,,,,,,
2009-11-02 00:00:00,WW_64,6.5,12.3,8.14,4.783,0.13,1.05,0.63,51.3,484.0,AD,29.0,8.0,12.5,198.0,102.0,0.3,6.4,0.0,0.0,0.0,,1.98,<6.38,550.0,,7.3,0.0,0.0,0.0343,0.0315,0.076,0.086,0.0,0.0,57.18,58.13,0.0,0.0,0.0,,0.0,0.0,0.89,0.089,0.0,0.0,20.76,21.66,0.0547,0.0319,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.014,1.57,,,,,,
2009-11-02 00:00:00,WW_92,5.5,14.9,7.17,3.311,0.62,1.59,0.48,46.86,368.0,,18.0,5.0,17.5,137.0,79.0,0.33,5.8,0.0,0.0,0.0,0.0,,,5700.0,,1.4,0.0,0.0,0.0227,0.0189,0.108,0.098,0.0,0.0,44.52,43.72,0.0031,0.0,0.0,,0.0,0.0,0.82,0.17,0.0,0.0,16.27,15.973,0.0278,0.019,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.011,,,,,,,
2009-11-09 00:00:00,WW_106,7.6,15.0,7.56,13.105,0.4,1.65,2.0,52.22,768.0,,18.0,6.0,21.8,201.0,248.0,0.6,5.4,0.0,0.0,0.0,,<3.65,8.48,9500.0,,5.9,0.0,0.0,0.0699,0.0593,0.202,0.19,0.0,0.0,78.85,76.25,0.0042,0.0,0.0,,0.011,0.0,0.98,0.055,0.0,0.0,34.34,32.938,0.0431,0.023,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.019,2.41,,,,,,
2009-11-09 00:00:00,WW_31,8.2,13.2,7.86,0.196,0.0,0.7,0.0,50.77,638.0,,9.0,5.0,7.76,233.0,165.0,0.21,6.3,0.0,0.0,0.0,,<3.58,<5.33,290.0,,6.6,0.0,0.0,0.0361,0.0339,0.078,0.066,0.0,0.0,67.34,65.23,0.0,0.0,0.0,,0.0,0.0,0.43,0.093,0.0,0.0,27.73,26.457,0.0398,0.0333,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,,,,,,
2009-11-09 00:00:00,WW_32,8.8,16.9,7.95,0.22,0.0,0.58,0.0,58.09,666.0,,9.0,5.0,6.64,238.0,145.0,0.21,5.2,0.0,0.0,0.0,,<2.49,<5.48,590.0,,10.6,0.0,0.0,0.0388,0.0364,0.108,0.099,0.0,0.0,73.81,73.22,0.0,0.0,0.0,,0.0,0.0,0.54,0.124,0.0,0.0,28.09,27.558,0.0699,0.0578,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,,,,,,
2009-11-09 00:00:00,WW_105,8.4,13.9,7.76,5.306,0.0,0.94,0.84,54.43,562.0,,11.0,6.0,8.23,204.0,132.0,0.48,4.8,0.0,0.0,0.0,,<2.30,6.71,9.0,,8.6,0.0,0.0,0.0285,0.0263,0.13,0.122,0.0,0.0,64.23,64.52,0.0,0.0,0.0,,0.0,0.0,0.35,0.057,0.0,0.0,26.83,26.525,0.043,0.0218, ,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.017,1.84,,,,,,
2009-11-09 00:00:00,WW_104,7.6,15.1,7.86,4.403,0.1,0.65,0.64,54.07,634.0,,10.0,6.0,7.23,212.0,143.0,0.43,5.0,0.0,0.0,0.0,,<3.43,5.88,140.0,,2.6,0.0,0.0,0.03,0.0285,0.115,0.109,0.0,0.0,63.55,66.07,0.0,0.0,0.0,,0.0,0.0,0.36,0.068,0.0,0.0,26.87,27.152,0.0527,0.0443,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.01,1.77,,,,,,
2009-11-09 00:00:00,WW_103,6.0,14.1,7.98,4.533,0.22,0.94,0.54,68.15,782.0,,15.0,7.0,10.7,236.0,230.0,0.4,4.6,0.0,0.0,0.0,,<5.11,8.78,390.0,,2.2,0.0,0.0,0.0504,0.048,0.137,0.134,0.0,0.0,82.54,83.42,0.0,0.0,0.0,,0.0,0.0,0.48,0.047,0.016,0.0,33.66,33.345,0.0468,0.0386,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,9.7,,,,,,
2009-11-09 00:00:00,WW_34,6.5,16.8,8.07,3.729,0.1,1.26,0.55,56.11,638.0,,12.0,6.0,11.0,222.0,163.0,0.38,4.9,0.0,0.0,0.0,,<4.41,<5.80,290.0,,1.8,0.0,0.0,0.0363,0.0325,0.117,0.107,0.0,0.0,68.14,69.01,0.0,0.0,0.0,,0.0,0.0,0.59,0.063,0.0,0.0,28.56,27.926,0.1016,0.0431,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,4.33,,,,,,
2009-11-09 00:00:00,WW_37,7.6,16.7,7.87,10.388,0.41,1.24,1.45,50.22,398.0,,8.0,5.0,4.73,168.0,148.0,0.72,4.6,0.0,0.0,0.0,0.0,,,5500.0,4900.0,0.7,0.0,0.0,0.0239,0.0232,0.164,0.168,0.0,0.0,62.84,61.8,0.0,0.0,0.0,,0.0,0.0,0.21,0.047,0.0,0.0,23.08,23.421,0.0178,0.0136,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.019,,,,,,,
2009-11-09 00:00:00,WW_73,6.6,16.9,7.4,9.067,0.18,0.97,1.34,50.17,504.0,,11.0,5.0,6.61,167.0,142.0,0.74,4.6,0.0,0.0,0.0,0.0,,,3000.0,2500.0,0.6,0.0,0.0,0.0231,0.0212,0.165,0.161,0.0,0.0,60.74,61.03,0.0,0.0,0.0,,0.0,0.0,0.31,0.052,0.0,0.0,21.91,21.808,0.0274,0.0197,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,,,,,,,
2009-11-09 00:00:00,WW_46,5.6,15.5,7.7,9.165,0.58,1.47,1.35,51.02,520.0,,7.0,5.0,8.51,180.0,157.0,0.69,4.9,0.0,0.0,0.0,0.0,,,1000.0,1200.0,1.7,0.0,0.0,0.0267,0.0226,0.153,0.159,0.0,0.0,67.02,62.66,0.0025,0.0,0.0,,0.0,0.0,0.49,0.052,0.0,0.0,24.16,22.639,0.0326,0.0246,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.016,,,,,,,
2009-11-09 00:00:00,WW_35,2.5,12.8,7.6,0.0,0.45,0.62,0.0,26.04,420.0,,6.0,5.0,4.34,151.0,37.0,0.0,5.6,0.0,0.0,0.0,,<1.98,<5.39,190.0,310.0,0.6,0.0,0.0,0.0225,0.0219,0.048,0.043,0.0,0.0,42.61,43.47,0.0,0.0,0.0,,0.0,0.0,0.47,0.356,0.0,0.0,13.87,13.846,0.0354,0.0348,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,2.85,,,,,,
2009-11-09 00:00:00,WW_102,3.5,14.3,7.32,4.712,0.88,1.5,0.89,41.78,438.0,,10.0,6.0,7.58,185.0,105.0,0.52,5.3,0.0,0.0,0.0,0.0,<3.38,<5.21,210.0,190.0,0.9,0.0,0.0,0.0254,0.0219,0.135,0.121,0.0,0.0,58.15,59.47,0.0,0.0,0.0,,0.0,0.0,0.47,0.096,0.0,0.0,20.52,20.452,0.0464,0.0266,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.011,3.7,,,,,,
2009-11-09 00:00:00,WW_36,7.7,17.5,7.35,8.856,0.27,1.21,1.57,46.46,482.0,,7.0,5.0,4.62,153.0,125.0,0.79,4.6,0.0,0.0,0.0,0.0,<2.69,6.93,6100.0,5900.0,0.5,0.0,0.0,0.0214,0.0197,0.201,0.188,0.0,0.0,60.2,58.64,0.0,0.0,0.0,,0.0,0.0,0.17,0.037,0.0,0.0,21.29,20.392,0.0138,NA,K,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.026,,,,,,,
2009-11-09 00:00:00,WW_101,8.2,17.3,7.24,11.131,0.56,1.18,1.62,46.67,486.0,,10.0,10.0,3.3,153.0,135.0,0.8,4.5,0.0,0.0,0.0,0.0,,,250.0,460.0,0.4,0.0,0.0,0.0212,0.0196,0.189,0.176,0.0,0.0,59.15,59.31,0.0,0.0,0.0,,0.0,0.0,0.13,0.033,0.0,0.0,21.07,20.684,0.01,0.0105,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.023,,,,,,,
2009-11-09 00:00:00,WW_96,8.7,13.5,7.9,3.788,0.0,0.48,0.47,57.82,594.0,,10.0,5.0,7.06,234.0,179.0,0.39,5.0,0.0,0.0,0.0,,<5.34,5.98,280.0,,1.8,0.0,0.0,0.0338,0.0345,0.116,0.115,0.0,0.0,73.63,72.29,0.0,0.0,0.0,,0.0,0.0,0.4,0.068,0.0,0.0,30.32,29.179,0.0384,0.0334,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,,,,,,
2009-11-09 00:00:00,WW_92,5.8,16.8,7.32,4.676,0.22,0.69,1.04,71.53,518.0,,10.0,5.0,7.18,183.0,127.0,0.5,4.9,0.0,0.0,0.0,0.0,,,1000.0,,1.7,0.0,0.0,0.0225,0.0197,0.194,0.189,0.0,0.0,59.32,61.92,0.0026,0.0,0.0,,0.0,0.0,0.38,0.072,0.0,0.0,21.29,21.373,0.037,NA,K,0.0,,0.0,0.0053,0.0,0.0,0.0,0.0,0.02,0.012,,,,,,,
2009-11-16 00:00:00,WW_100,8.0,12.6,7.53,4.194,0.23,0.67,0.65,35.31,318.0,,5.0,0.0,4.16,137.0,76.0,0.4,3.1,0.0,0.0,0.0,,<3.51,<5.38,310.0,,1.3,0.0,0.0,0.0221,0.0206,0.091,0.091,0.0,0.0,45.2,46.8,0.0,0.0,0.0,,0.0,0.0,0.18,0.026,0.0,0.0,16.1,15.995,0.0127,0.0135,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.01,3.05,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_39,7.3,12.6,7.38,7.304,0.48,1.42,1.21,46.33,442.0,,11.0,4.0,6.88,153.0,120.0,0.67,4.1,0.0,0.0,0.0,0.0,,,1000.0,,0.6,0.0,0.0,0.0234,0.0206,0.138,0.137,0.0,0.0,53.95,55.94,0.0,0.0,0.0,,0.0,0.0,0.34,0.036,0.0,0.0,19.51,19.514,0.0196,NA,K,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.016,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_108,7.1,18.2,7.4,6.632,0.3,1.15,1.04,44.23,432.0,,13.0,3.0,6.29,149.0,113.0,0.6,3.9,0.0,0.0,0.0,0.0,,,130.0,,1.1,0.0,0.0,0.0239,0.0205,0.138,0.127,0.0,0.0,53.26,55.09,0.0,0.0,0.0,,0.0,0.0,0.37,0.038,0.0,0.0,19.34,19.181,0.0243,0.0213,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.016,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_99,6.4,7.9,7.12,6.846,0.4,1.61,1.03,48.05,492.0,,10.0,5.0,7.26,163.0,128.0,0.63,4.1,0.0,0.0,0.0,0.0,,,90.0,,21.6,0.0,0.0,0.0226,0.0203,0.14,0.134,0.0,0.0,52.66,57.27,0.0,0.0,0.0,,0.0,0.0,0.3,0.048,0.0,0.0,19.45,19.993,0.0225,0.0219,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.014,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_40,6.6,9.9,7.52,6.835,0.42,1.38,1.05,47.44,466.0,,12.0,4.0,7.11,152.0,119.0,0.63,3.9,0.0,0.0,0.0,0.0,,,120.0,70.0,3.2,0.0,0.0,0.0248,0.0201,0.144,0.132,0.0,0.0,55.26,56.19,0.0032,0.0,0.0,,0.0,0.0,0.44,0.046,0.0,0.0,20.2,19.699,0.0261,0.0179,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.014,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_75,5.3,18.3,7.2,7.066,0.77,1.55,1.04,51.36,486.0,,24.0,7.0,16.6,164.0,129.0,0.6,4.3,0.0,0.0,0.0,0.0,<5.12,<6.03,150.0,150.0,2.2,0.0,0.0,0.027,0.0199,0.145,0.136,0.0,0.0,57.66,57.64,0.0038,0.0,0.0,,0.0,0.0,0.74,0.05,0.016,0.0,20.99,20.167,0.0338,0.0327,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_41,5.3,16.1,7.3,7.946,0.65,1.85,1.15,61.76,520.0,,8.0,4.0,5.88,171.0,150.0,0.72,4.7,0.0,0.0,0.0,0.0,<5.80,<5.52,3600.0,4200.0,1.1,0.0,0.0,0.0196,0.0167,0.194,0.185,0.0,0.0,60.31,61.18,0.0025,0.0,0.0,,0.0,0.0,0.67,0.044,0.0,0.0,21.53,21.114,0.0312,0.0238,,0.0,,0.0,0.003,0.0,0.0,0.0,0.0,0.026,0.015,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_92,5.2,16.3,7.35,5.692,0.24,1.1,1.55,91.44,578.0,,7.0,3.0,8.28,173.0,138.0,0.64,5.1,0.0,0.0,0.0,0.0,<4.74,8.19,430.0,290.0,2.4,0.0,0.0,0.0205,0.0183,0.204,0.196,0.0,0.0,60.67,63.38,0.0028,0.0,0.0,,0.0,0.0,0.3,0.043,0.0,0.0,22.37,22.215,0.0577,0.0282,,0.0,,0.0,0.0034,0.0,0.0,0.0,0.0,0.025,0.013,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_42,5.8,16.6,6.68,7.285,0.53,1.57,1.14,72.45,544.0,,8.0,3.0,4.36,167.0,148.0,0.74,4.8,0.0,0.0,0.0,0.0,,,700.0,570.0,1.6,0.0,0.0,0.0199,0.017,0.236,0.225,0.0,0.0,62.56,63.11,0.0033,0.0,0.0,,0.0,0.0,0.26,0.044,0.0,0.0,22.18,21.511,0.0207,0.0153,,0.0,,0.0,0.005,0.0,0.0,0.0,0.0,0.036,0.025,,<2,<2,<2,<3,<3,<3
2009-11-16 00:00:00,WW_48,5.9,14.6,7.45,6.022,0.45,1.32,1.7,82.42,552.0,,9.0,4.0,5.93,169.0,138.0,0.68,5.0,0.0,0.0,0.0,0.0,,,720.0,610.0,2.0,0.0,0.0,0.0191,0.0171,0.21,0.219,0.0,0.0,59.6,63.65,0.0,0.0,0.0,,0.0,0.0,0.32,0.045,0.0,0.0,21.59,22.026,0.0275,0.0246,,0.0,,0.0,0.004,0.0,0.0,0.0,0.0,0.024,0.016,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_49,7.8,16.3,7.3,0.43,0.0,0.0,0.0,30.57,272.0,,5.0,0.0,2.99,118.0,61.0,0.0,1.7,0.0,0.0,0.0,,<3.22,<5.54,<10,,1.2,0.0,0.0,0.0219,0.0212,0.056,0.035,0.0,0.0,36.95,36.75,0.0,0.0,0.0,,0.0,0.0,0.14,0.0,0.0,0.0,12.61,11.911,0.0112,0.0046,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,<2,<2,<2,<3,<3,<3
