Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,F    ,TOC ,Phenol,CN   ,CN   ,CN-WAD,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-12-07 00:00:00,WW_22,10.9,2.6,7.55,6.016,0.13,1.12,0.78,65.31,572.0,12.0,0.0,10.8,218.0,137.0,0.38,,5.8,0.0,0.0,,0.0,,,<3.24,8.35,150.0,200.0,8.9,0.0,0.0,0.0327,0.0296,0.138,0.147,0.0,0.0,74.39,72.93,0.0,0.0,0.0,0.0,0.0,0.77,0.049,0.0,0.0,31.63,31.521,0.0736,0.0551,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.013,3.0,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_23,7.1,3.9,7.5,5.817,0.12,1.1,0.75,65.92,562.0,12.0,0.0,10.4,222.0,135.0,0.39,,5.6,0.0,0.0,,0.0,,,<1.79,<4.71,210.0,130.0,8.1,0.0,0.0,0.0322,0.0286,0.134,0.139,0.0,0.0,76.84,70.34,0.0,0.0,0.0,0.0,0.0,0.46,0.045,0.0,0.0,32.52,30.538,0.0797,0.0285,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.011,3.93,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_29,12.6,3.1,8.14,5.446,0.0,0.82,0.66,68.35,574.0,13.0,5.0,9.83,213.0,128.0,0.33,,5.7,0.0,0.0,,0.0,,,<2.89,5.82,60.0,90.0,9.0,0.0,0.0,0.033,0.0298,0.127,0.135,0.0,0.0,77.29,75.6,0.0041,0.0,0.0,0.0,0.0,0.47,0.05,0.0,0.0,32.86,32.614,0.0617,0.0417,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.013,2.04,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_91,13.3,3.0,8.17,5.43,0.0,0.94,0.67,77.21,608.0,12.0,6.0,8.42,226.0,141.0,0.36,,5.6,0.0,0.0,,0.0,,,<3.34,<5.28,140.0,140.0,10.1,0.0,0.0,0.0336,0.03,0.142,0.149,0.0,0.0,81.61,76.61,0.003,0.0,0.0,0.0,0.0,0.46,0.042,0.0,0.0,34.7,33.173,0.0574,0.0206,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.011,2.17,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_80,6.9,11.2,7.5,11.645,0.0,1.28,2.53,65.91,550.0,8.0,4.0,3.36,158.0,151.0,0.64, ,5.6,0.0,0.0,,0.0,,,<1.62,<6.22,760.0,,9.7,0.0,0.0,0.0215,0.0201,0.199,0.206,0.0,0.0,67.34,63.59,0.0,0.0,0.0,0.0,0.0,0.23,0.076,0.0,0.0,25.18,24.264,0.0349,0.0094,0.0,,0.0,0.004,0.0,0.0,0.0,0.0,0.031,0.035,2.21,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_18,9.0,9.0,7.6,10.789,0.0,1.23,2.37,66.06,552.0,14.0,3.0,4.12,165.0,168.0,0.62,,5.3,0.0,0.0,,0.0,,,<3.19,5.35,640.0,,11.7,0.0,0.0,0.0221,0.0209,0.183,0.197,0.0,0.0,65.24,63.96,0.0025,0.0,0.0,0.0,0.0,0.24,0.069,0.0,0.0,24.61,24.511,0.0427,0.014,0.0,,0.0,0.0035,0.0,0.0,0.0,0.0,0.033,0.026,1.46,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_90,6.5,2.6,8.15,0.37,0.0,0.83,0.0,51.28,614.0,12.0,5.0,7.56,267.0,156.0,0.23,,5.0,0.0,0.0,,0.0,,,<2.47,<5.42,60.0,,9.3,0.0,0.0,0.0638,0.062,0.05,0.055,0.0,0.0,78.76,78.43,0.0,0.0,0.0,0.0,0.0,0.64,0.043,0.0,0.0,33.87,34.412,0.0775,0.0654,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,1.27,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_110,5.7,5.2,7.5,0.561,1.84,3.67,0.0,107.45,864.0,41.0,10.0,37.4,325.0,239.0,0.24,,13.3,0.0,0.0,,0.0,,,<6.21,5.39,27000.0,,8.8,0.0,0.0,0.0586,0.052,0.104,0.117,0.0,0.0,110.91,113.51,0.0,0.0,0.0,0.0,0.0,1.86,0.11,0.0,0.0,41.16,42.555,0.1669,0.1472,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,3.57,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_89,6.9,12.1,7.5,14.101,0.0,2.31,2.55,66.8,536.0,18.0,10.0,6.35,173.0,110.0,0.68,,8.3,0.0,0.0,,0.0,,,<2.56,9.14,2100.0,,9.2,0.0,0.0,0.0267,0.0238,0.246,0.26,0.0,0.0,74.52,68.62,0.0029,0.0,0.0,0.0,0.0,0.32,0.047,0.0,0.0,27.83,26.182,0.058,0.034,0.0,,0.0,0.0034,0.0,0.0,0.0,0.0,0.045,0.036,3.38,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_64,8.2,6.2,7.91,13.435,0.31,2.19,2.31,71.96,608.0,31.0,10.0,24.5,183.0,147.0,0.6,,7.0,0.0,0.0,,0.0,,,<2.58,7.66,1100.0,,19.0,0.0,0.0,0.0313,0.0274,0.21,0.198,0.0,0.0,74.44,74.07,0.0,0.0,0.0,0.0,0.0,0.94,0.049,0.0,0.0,27.98,28.251,0.0479,0.0298,0.0,,0.0,0.0037,0.0,0.0,0.0,0.0,0.031,0.025,3.08,<2,<2,<2,<3,<3,<3
2009-12-07 00:00:00,WW_92,6.2,15.1,7.28,7.03,0.24,1.29,1.45,85.92,578.0,6.0,0.0,3.68,172.0,144.0,0.71,,4.8,0.0,0.0,,0.0,,0.0,,,170.0,,1.6,0.0,0.0,0.0192,0.0175,0.266,0.285,0.0,0.0,65.66,63.49,0.0,0.0,0.0,0.0,0.0,0.23,0.037,0.0,0.0,23.88,23.169,0.0233,0.0195,0.0,,0.0,0.0032,0.0,0.0,0.0,0.0,0.03,0.02,,,,,,,
2009-12-14 00:00:00,WW_106,8.6,7.1,7.12,4.379,0.26,1.44,0.75,52.88,1192.0,25.0,6.0,26.4,213.0,535.0,0.35,,3.7,0.0,0.006,,0.0,,,<7.54,<6.21,2500.0,,8.2,0.0,0.0,0.0655,0.0586,0.134,0.14,0.0,0.0,83.63,81.0,0.0046,0.0,0.0,0.0,0.0,1.21,0.037,0.0,0.0,34.07,33.574,0.0776,0.0564,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.014,1.51,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_31,8.9,3.3,7.24,0.356,0.1,0.95,0.0,55.91,794.0,11.0,3.0,9.0,239.0,296.0,0.0,,5.0,0.0,0.0,,0.0,,,<3.44,6.33,860.0,,13.3,0.0,0.0,0.041,0.0383,0.078,0.082,0.0,0.0,74.3,74.03,0.0,0.0,0.0,0.0,0.0,0.44,0.056,0.0,0.0,31.04,31.438,0.0593,0.0524,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_32,8.2,4.1,7.46,0.539,0.23,0.99,0.0,60.65,838.0,7.0,4.0,6.44,256.0,298.0,0.22,,3.9,0.0,0.0,,0.0,,,2.59,7.07,3900.0,,8.0,0.0,0.0,0.0452,0.0435,0.098,0.102,0.0,0.0,85.69,85.3,0.0,0.0,0.0,0.0,0.0,0.45,0.037,0.0,0.0,34.9,35.478,0.0792,0.0742,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_105,9.5,6.1,7.35,4.712,0.0,0.96,0.63,58.03,682.0,8.0,4.0,5.71,236.0,210.0,0.4,,3.9,0.0,0.0,,0.0,,,<1.96,<5.16,40.0,,9.9,0.0,0.0,0.033,0.0318,0.124,0.133,0.0,0.0,75.71,76.18,0.0,0.0,0.0,0.0,0.0,0.25,0.036,0.0,0.0,32.32,33.174,0.0263,0.0108,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,2.32,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_104,9.3,6.9,7.41,3.541,0.1,0.88,0.44,58.88,744.0,8.0,0.0,6.9,235.0,251.0,0.35,,4.1,0.0,0.0,,0.0,,,<2.87,<5.49,550.0,,8.4,0.0,0.0,0.0361,0.0344,0.114,0.119,0.0,0.0,78.08,76.13,0.0,0.0,0.0,0.0,0.0,0.38,0.043,0.0,0.0,32.99,32.655,0.0513,0.0374,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.014,2.17,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_103,8.7,5.0,7.81,3.657,0.39,1.31,0.5,63.57,1238.0,36.0,9.0,29.8,244.0,543.0,0.32,,3.6,0.0,0.006,,0.0,,,7.42,7.14,2000.0,,7.8,0.0,0.0,0.0619,0.0558,0.112,0.123,0.0,0.0,90.71,94.17,0.0067,0.0,0.0,0.011,0.0,1.27,0.023,0.0,0.0,36.12,37.807,0.2096,0.2088,0.0,,0.01,0.011,0.0,0.0,0.0,0.0,0.032,0.016,9.62,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_34,8.9,4.8,8.01,3.637,0.16,1.03,0.45,59.74,852.0,15.0,8.0,13.5,242.0,315.0,0.34,,4.1,0.0,0.005,,0.0,,,4.07,<5.66,760.0,,8.3,0.0,0.0,0.043,0.0396,0.112,0.118,0.0,0.0,83.79,79.46,0.0098,0.0,0.0,0.0,0.0,0.56,0.034,0.0,0.0,34.71,33.471,0.0601,0.0382,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,4.13,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_37,7.5,10.2,7.6,7.83,0.47,1.85,1.11,48.0,662.0,5.0,5.0,3.47,174.0,224.0,0.61,,4.2,0.0,0.005,,0.0,,0.0,,,3500.0,,1.9,0.0,0.0,0.0309,0.0293,0.154,0.159,0.0,0.0,68.24,66.92,0.0,0.0,0.0,0.0,0.0,0.21,0.036,0.0,0.0,25.29,25.212,0.0223,0.0224,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.023,,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_73,7.8,10.6,7.44,6.702,0.18,1.19,0.88,47.99,676.0,8.0,4.0,5.21,179.0,222.0,0.62,,4.2,0.0,0.005,,0.0,,0.0,,,2800.0,,2.3,0.0,0.0,0.0319,0.0288,0.153,0.159,0.0,0.0,70.58,69.63,0.0058,0.0,0.0,0.012,0.0,0.33,0.045,0.0,0.0,25.91,26.108,0.0678,0.0462,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.026,,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_46,7.6,8.2,7.53,5.913,0.36,1.4,0.86,49.27,642.0,9.0,0.0,5.43,190.0,194.0,0.6,,4.4,0.0,0.005,,0.0,,0.0,,,2100.0,,4.6,0.0,0.0,0.031,0.0291,0.16,0.172,0.0,0.0,73.0,70.85,0.0,0.0,0.0,0.0,0.0,0.21,0.041,0.0,0.0,27.15,26.863,0.0367,0.0303,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.028,,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_102,8.9,10.0,6.71,7.108,0.26,1.46,0.98,46.2,614.0,10.0,3.0,5.09,176.0,205.0,0.69,,4.5,0.0,0.005,,0.0,,0.0,<2.57,<6.06,3200.0,,16.2,0.0,0.0,0.0286,0.0261,0.179,0.176,0.0,0.0,69.49,65.79,0.0,0.0,0.0,0.0,0.0,0.28,0.049,0.0,0.0,24.25,23.577,0.0197,0.0148,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.03,3.72,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_36,8.9,12.8,6.97,7.508,0.52,1.77,1.3,42.28,574.0,8.0,6.0,3.63,168.0,190.0,0.71,,4.7,0.0,0.005,,0.0,,0.0,<5.51,8.54,5800.0,,0.6,0.0,0.0,0.0266,0.0251,0.196,0.198,0.0,0.0,62.36,60.49,0.0028,0.0,0.0,0.0,0.0,0.11,0.027,0.0,0.0,21.83,21.686,0.0135,0.0075,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.032,,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_101,8.5,12.6,7.12,9.001,0.62,1.92,1.32,44.16,610.0,5.0,3.0,3.05,157.0,201.0,0.7,,4.4,0.0,0.0,,0.0,,0.0,,,4900.0,,0.3,0.0,0.0,0.0271,0.0259,0.18,0.183,0.0,0.0,65.47,62.17,0.0,0.0,0.0,0.0,0.0,0.13,0.031,0.0,0.0,22.81,22.276,0.0123,0.0094,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.03,,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_96,11.6,4.3,7.92,2.944,0.1,0.99,0.36,59.65,818.0,17.0,4.0,9.74,239.0,291.0,0.32,,4.1,0.0,0.0,,0.0,,,<3.66,<5.30,870.0,,7.8,0.0,0.0,0.0428,0.0395,0.116,0.12,0.0,0.0,86.89,81.59,0.0,0.0,0.0,0.0,0.0,0.51,0.036,0.0,0.0,35.03,34.013,0.0488,0.0311,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,2.13,<2,<2,<2,<3,<3,<3
2009-12-14 00:00:00,WW_92,8.3,11.6,7.63,5.367,0.28,1.29,1.15,82.19,734.0,4.0,0.0,4.38,167.0,274.0,0.62,,4.2,0.0,0.007,,0.0,,0.0,,,360.0,,1.6,0.0,0.0,0.0235,0.0217,0.21,0.218,0.0,0.0,66.54,65.6,0.0,0.0,0.0,0.0,0.0,0.23,0.035,0.0,0.0,23.05,23.538,0.0389,0.0393,0.0,,0.0,0.0027,0.0,0.0,0.0,0.0,0.025,0.02,,,,,,,
2009-12-21 00:00:00,WW_100,9.1,6.4,7.0,4.605,0.31,1.08,0.63,40.86,488.0,4.0,3.0,2.11,152.0,152.0,0.44,,3.3,0.0,0.0,,0.0,,,<2.79,5.62,500.0,,0.9,0.0,0.0,0.0265,0.0256,0.111,0.125,0.0,0.0,57.51,54.93,0.0,0.0,0.0,0.0,0.0,0.13,0.034,0.0,0.0,19.88,19.915,0.0169,0.0149,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.02,2.82,,,,,,
2009-12-21 00:00:00,WW_39,6.7,6.2,7.35,6.575,0.95,1.98,1.17,51.87,670.0,7.0,4.0,5.75,170.0,231.0,0.64,,4.3,0.0,0.0,,0.0,,0.0,,,2900.0,,1.4,0.0,0.0,0.0298,0.0273,0.165,0.169,0.0,0.0,69.09,66.07,0.0,0.0,0.0,0.0,0.0,0.3,0.051,0.0,0.0,24.3,24.52,0.0274,0.0212,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.026,,,,,,,
2009-12-21 00:00:00,WW_108,7.2,11.4,7.4,7.216,0.44,1.26,0.97,54.59,632.0,7.0,5.0,4.27,179.0,198.0,0.64,,4.2,0.0,0.0,,0.0,,0.0,,,440.0,,1.4,0.0,0.0,0.0302,0.0277,0.154,0.161,0.0,0.0,72.22,68.27,0.0,0.0,0.0,0.0,0.0,0.21,0.038,0.0,0.0,24.95,25.777,0.0233,0.0184,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.025,,,,,,,
2009-12-21 00:00:00,WW_99,8.0,9.6,7.42,6.102,0.46,1.05,0.77,52.38,640.0,8.0,5.0,6.24,173.0,216.0,0.57,,3.9,0.0,0.0,,0.0,,0.0,,,220.0,,2.8,0.0,0.0,0.0288,0.0274,0.142,0.15,0.0,0.0,66.0,66.11,0.0,0.0,0.0,0.0,0.0,0.25,0.041,0.0,0.0,24.05,24.654,0.0242,0.0186,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.023,,,,,,,
2009-12-21 00:00:00,WW_40,7.8,7.8,7.55,6.67,0.39,1.21,0.89,53.15,642.0,11.0,4.0,6.54,175.0,209.0,0.6,,3.9,0.0,0.0,,0.0,,0.0,,,150.0,,1.5,0.0,0.0,0.0295,0.0272,0.141,0.148,0.0,0.0,65.62,65.04,0.0,0.0,0.0,0.0,0.0,0.27,0.039,0.0,0.0,24.08,24.189,0.0213,0.0175,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.023,,,,,,,
2009-12-21 00:00:00,WW_75,7.2,15.2,7.32,5.436,0.4,1.15,0.73,50.65,612.0,14.0,5.0,10.5,171.0,215.0,0.52,,3.9,0.0,0.007,,0.0,,0.0,<4.19,<5.21,130.0,,1.0,0.0,0.0,0.0306,0.0263,0.147,0.15,0.0,0.0,67.1,64.9,0.0,0.0,0.0,0.0,0.0,0.42,0.036,0.0,0.0,24.28,23.876,0.0261,0.0195,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.017,,,,,,,
2009-12-21 00:00:00,WW_41,7.8,11.6,7.2,6.394,0.28,1.35,0.94,63.14,914.0,10.0,5.0,6.39,166.0,374.0,0.62,,4.3,0.0,0.006,,0.0,,0.0,<2.49,<5.85,3300.0,,0.5,0.0,0.0,0.0274,0.0235,0.21,0.214,0.0,0.0,73.2,67.01,0.0,0.0,0.0,0.0,0.0,0.29,0.042,0.0,0.0,25.12,23.704,0.026,0.023,0.0,,0.0,0.0026,0.0,0.0,0.0,0.0,0.032,0.023,,,,,,,
2009-12-21 00:00:00,WW_92,7.4,11.7,7.32,6.648,0.26,1.35,1.12,93.25,782.0,4.0,3.0,4.49,178.0,260.0,0.66,,4.6,0.0,0.006,,0.0,,0.0,<3.64,7.1,110.0,,0.8,0.0,0.0,0.024,0.0237,0.272,0.296,0.0,0.0,71.02,75.15,0.0,0.0,0.0,0.0,0.0,0.19,0.039,0.0,0.0,25.0,26.507,0.0253,0.0243,0.0,,0.0,0.0031,0.0,0.0,0.0,0.0,0.028,0.028,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,3.0,,1.0,15.0,10.0,0.2,,1.0,5.0,0.005,,0.004,,5.0,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X = ,Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF = ,Sample/Aliquot not preserved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
