Collect    ,Sampling,DO  ,TEMP,pH   ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN   ,CN-WAD,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-02-02 00:00:00,WW_92,8.6,8.0,7.5,,8.506,0.7,1.78,1.38,101.22,,712.0,8.0,5.0,7.02,156.0,243.0,0.7,4.4,0.0,0.0,,0.0,O,0.0,,,20.0,,2.0,0.0,0.0,0.0221,0.0199,0.201,0.2,0.0,0.0,63.12,62.52,0.0026,0.0,0.0,0.0,0.0,0.26,0.038,0.031,0.0,,21.82,22.073,0.0414,0.0256,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.025,,,,,,,
2009-02-09 00:00:00,WW_106,8.4,4.2,7.07,,2.205,0.32,0.97,0.34,NA,P,1492.0,32.0,15.0,19.4,174.0,735.0,0.26,3.9,0.0,0.005,,0.0,O,,<4.75,<5.65,2400.0,,2.8,0.0,0.0,0.0532,0.049,0.076,0.069,0.0,0.0,71.42,70.88,0.0,0.0,0.0,0.0,0.0,0.9,0.093,0.032,0.0,,26.88,27.48,0.1089,0.0931,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.012,4.37,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_105,6.0,5.1,7.56,,2.588,0.33,0.78,0.27,66.76,,1108.0,14.0,8.0,8.47,218.0,418.0,0.33,3.6,0.0,0.0,,0.0,O,,<3.61,<6.88,170.0,,0.4,0.0,0.0,0.0387,0.0364,0.097,0.098,0.0,0.0,81.0,80.55,0.0,0.0,0.0,0.0,0.0,0.4,0.047,0.032,0.0,,32.39,33.284,0.1148,0.1025,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.011,2.46,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_104,7.0,3.4,7.61,,1.921,0.39,1.1,0.0,NA,P,1024.0,35.0,10.0,15.0,218.0,422.0,0.28,4.1,0.0,0.0,,0.0,O,,<5.04,<5.08,310.0,,3.6,0.0,0.0,0.0408,0.0342,0.073,0.079,0.0,0.0,75.9,71.46,0.0055,0.0,0.0,0.01,0.0,2.71,0.067,0.046,0.0,,30.87,29.038,0.1494,0.1087,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.351,0.017,3.42,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_103,10.0,3.0,7.6,,1.685,0.39,1.28,0.31,52.14,,1434.0,30.0,10.0,24.3,166.0,693.0,0.21,3.7,0.0,0.005,,0.0,O,,<4.47,<6.51,1300.0,,4.5,0.0,0.0,0.0509,0.0451,0.057,0.06,0.0,0.0,72.12,71.85,0.0026,0.0,0.0,0.0,0.0,1.26,0.068,0.033,0.0,,25.31,25.693,0.1187,0.0961,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.01,11.1,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_34,9.5,2.6,7.64,,1.639,0.34,1.13,0.0,55.35,,1150.0,27.0,10.0,18.9,188.0,477.0,0.25,3.9,0.0,0.0,,0.0,O,,<4.69,<5.41,940.0,,3.5,0.0,0.0,0.0416,0.0373,0.066,0.071,0.0,0.0,71.03,70.58,0.0,0.0,0.0,0.0,0.0,0.95,0.061,0.03,0.0,,27.09,27.611,0.1254,0.1006,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,5.29,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_37,10.4,5.6,7.55,,3.947,0.44,1.19,0.43,51.05,,1016.0,34.0,8.0,26.4,171.0,417.0,0.4,3.9,0.0,0.0,,0.0,O,0.0,,,15000.0,11000.0,2.6,0.0,0.0,0.038,0.0336,0.102,0.109,0.0,0.0,69.61,67.95,0.0,0.0,0.0,0.0,0.0,1.01,0.057,0.029,0.0,,25.26,25.023,0.0805,0.0555,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.015,,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_73,10.3,4.3,7.26,,4.414,0.52,1.24,0.45,51.37,,1026.0,26.0,7.0,18.8,166.0,428.0,0.39,3.8,0.0,0.0,,0.0,O,0.0,,,20000.0,13000.0,2.2,0.0,0.0,0.0364,0.0326,0.109,0.097,0.0,0.0,67.67,66.98,0.0,0.0,0.0,0.0,0.0,0.79,0.056,0.027,0.0,,24.21,24.193,0.0736,0.0559,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.015,,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_46,10.1,4.6,7.5,,3.788,0.38,1.36,0.44,45.1,,1168.0,26.0,6.0,27.3,131.0,552.0,0.35,3.6,0.0,0.0,,0.0,O,0.0,,,21000.0,20000.0,1.8,0.0,0.0,0.0328,0.03,0.086,0.088,0.0,0.0,58.18,58.0,0.0,0.0,0.0,0.0,0.0,0.8,0.055,0.027,0.0,,18.87,19.271,0.0607,0.047,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.015,,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_102,9.5,3.7,7.6,,6.159,0.45,1.47,0.82,57.51,,756.0,8.0,8.0,9.89,143.0,269.0,0.67,4.2,0.0,0.0,B,0.0,O,0.0,<4.40,<5.63,2500.0,2500.0,23.7,0.0,0.0,0.0236,0.0227,0.123,0.13,0.0,0.0,58.42,58.58,0.0,0.0,0.0,0.0,0.0,0.19,0.046,0.026,0.0,,19.2,19.799,0.0241,NA,Q,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.028,2.09,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_36,9.6,8.8,7.4,,6.068,0.3,1.21,0.64,55.71,,902.0,8.0,8.0,6.67,184.0,323.0,0.66,4.0,0.0,0.0,,0.0,O,0.0,<4.79,4.64,21000.0,20000.0,0.7,0.0,0.0,0.0319,0.0313,0.166,0.172,0.0,0.0,73.06,73.6,0.0,0.0,0.0,0.0,0.0,0.12,0.033,0.026,0.0,,25.36,25.948,0.015,0.0055,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.028,,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_101,8.3,8.9,7.4,,6.663,0.53,1.48,0.68,54.36,,876.0,7.0,6.0,2.32,184.0,330.0,0.64,4.1,0.0,0.0,,0.0,O,0.0,,,45000.0,29000.0,0.5,0.0,0.0,0.0317,0.0314,0.162,0.169,0.0,0.0,73.75,74.59,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.031,0.0,,25.44,26.339,0.0137,0.0084,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.027,,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_96,10.7,2.1,7.8,,1.48,0.36,1.1,0.3,48.95,,1100.0,57.0,12.0,29.8,164.0,492.0,0.23,3.9,0.0,0.0,,0.0,O,,4.86,<5.48,1300.0,,3.6,0.0,0.0,0.042,0.0354,0.062,0.065,0.0,0.0,65.16,64.84,0.0027,0.0,0.0,0.0,0.0,1.57,0.063,0.034,0.0,,24.13,24.406,0.1285,0.0979,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,12.3,<2,<2,<2,<3,<3,<3
2009-02-09 00:00:00,WW_92,8.5,9.1,7.3,,8.771,0.63,1.54,1.27,96.87,,804.0,13.0,8.0,5.7,146.0,254.0,0.76,4.9,0.0,0.0,,0.0,O,0.0,,,90.0,,4.6,0.0,0.0,0.0216,0.0196,0.187,0.198,0.0,0.0,62.84,62.91,0.0028,0.0,0.0,0.0,0.0,0.32,0.044,0.028,0.0,,21.53,21.853,0.0382,0.0309,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,,,,,,,
2009-02-17 00:00:00,WW_74,11.2,4.9,7.16,,1.489,0.12,0.58,0.0,33.43,,448.0,6.0,3.0,4.94,138.0,163.0,0.25,2.5,0.0,0.0,,0.0,,,<2.82,<4.21,40.0,,0.9,0.0,0.0,0.0261,0.0266,0.067,0.053,0.0,0.0,47.57,48.48,0.0,0.0,0.0,0.0,0.0,0.13,0.025,0.023,0.0,,15.85,16.856,0.017,0.0176,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.01,1.56,,,,,,
2009-02-17 00:00:00,WW_100,10.7,4.2,7.5,,2.807,0.23,0.91,0.0,42.69,,616.0,9.0,4.0,6.17,160.0,242.0,0.31,3.2,0.0,0.0,,0.0,,,<4.51,4.84,260.0,,1.4,0.0,0.0,0.0306,0.0307,0.076,0.076,0.0,0.0,58.65,60.95,0.0,0.0,0.0,0.0,0.0,0.23,0.035,0.026,0.0,,20.53,22.238,0.0239,0.0229,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.014,3.75,,,,,,
2009-02-17 00:00:00,WW_39,10.0,4.9,7.56,,4.445,0.35,1.02,0.4,52.58,,842.0,13.0,5.0,11.0,189.0,361.0,0.47,3.7,0.0,0.0,,0.0,,0.0,,,500.0,,2.7,0.0,0.0,0.0349,0.0338,0.106,0.112,0.0,0.0,71.48,73.64,0.0,0.0,0.0,0.0,0.0,0.41,0.043,0.027,0.0,,26.08,27.916,0.0355,0.0308,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.016,,,,,,,
2009-02-17 00:00:00,WW_108,10.4,9.1,7.67,,3.691,0.27,0.93,0.32,54.45,,822.0,19.0,8.0,12.7,193.0,327.0,0.38,2.8,0.0,0.0,,0.0,,0.0,,,250.0,,3.1,0.0,0.0,0.0357,0.0351,0.094,0.104,0.0,0.0,69.91,73.75,0.0,0.0,0.0,0.0,0.0,0.5,0.046,0.027,0.0,,27.31,26.912,0.0324,0.0285,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.019,,,,,,,
2009-02-17 00:00:00,WW_99,1.2,4.9,7.51,,0.167,1.33,2.91,0.0,42.39,,698.0,18.0,14.0,13.5,162.0,307.0,0.54,3.3,5.0,0.0,,0.0,,0.0,,,5300.0,,1.5,0.0,0.0,0.0296,0.0292,0.079,0.086,0.0,0.0,56.68,58.14,0.0,0.0,0.0,0.0,0.0,0.66,0.046,0.028,0.0,,17.26,18.101,0.0771,0.0757,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.012,,,,,,,
2009-02-17 00:00:00,WW_40,9.8,8.0,7.6,,3.717,0.32,0.9,0.33,51.07,,842.0,20.0,7.0,15.1,193.0,357.0,0.4,4.6,0.0,0.0,,0.0,,0.0,,,470.0,350.0,3.1,0.0,0.0,0.0359,0.0351,0.091,0.094,0.0,0.0,69.48,74.41,0.0,0.0,0.0,0.0,0.0,0.46,0.047,0.031,0.0,,27.95,26.192,0.0349,0.0313,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.016,,,,,,,
2009-02-17 00:00:00,WW_75,9.3,9.5,7.5,,3.177,0.23,0.77,0.31,47.08,,840.0,18.0,6.0,13.4,174.0,355.0,0.34,3.7,0.0,0.0,,0.0,,0.0,<5.19,<5.50,190.0,50.0,2.2,0.0,0.0,0.0354,0.0335,0.079,0.092,0.0,0.0,66.71,69.96,0.0026,0.0,0.0,0.0,0.0,0.53,0.046,0.028,0.0,,23.68,25.708,0.0337,0.0292,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.02,,,,,,,
2009-02-17 00:00:00,WW_41,9.2,7.9,7.5,,7.699,0.69,1.29,0.0,NA,P,854.0,12.0,7.0,6.72,171.0,355.0,0.59,4.3,0.0,0.0,,0.0,,0.0,<3.14,8.84,280.0,230.0,0.8,0.0,0.0,0.0313,0.0321,0.16,0.161,0.0,0.0,72.41,76.73,0.003,0.0,0.0,0.0,0.0,0.26,0.041,0.031,0.0,,25.86,27.559,0.034,0.0234,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.025,,,,,,,
2009-02-17 00:00:00,WW_92,8.9,10.5,7.5,,3.442,0.34,1.43,0.57,73.71,,820.0,51.0,12.0,38.4,163.0,339.0,0.47,4.2,0.0,0.0,,0.0,,0.0,5.5,7.71,130.0,100.0,2.9,0.0,0.0,0.0334,0.0281,0.118,0.132,0.0,0.0,66.95,70.43,0.0041,0.0,0.0,0.0,0.0,1.34,0.055,0.03,0.0,,23.43,25.171,0.0595,0.0466,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.017,,,,,,,
2009-02-17 00:00:00,WW_42,8.8,9.0,7.3,,3.23,0.25,1.02,0.0,56.15,,834.0,10.0,6.0,5.45,173.0,343.0,0.49,3.8,0.0,0.0,,0.0,,0.0,,,90.0,60.0,1.1,0.0,0.0,0.0274,0.0285,0.116,0.129,0.0,0.0,66.44,70.29,0.0,0.0,0.0,0.0,0.0,0.21,0.045,0.026,0.0,,24.68,25.963,0.0294,0.025,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.017,,,,,,,
2009-02-17 00:00:00,WW_48,10.6,7.4,7.4,,2.961,0.26,1.13,0.41,66.05,,794.0,22.0,6.0,18.9,170.0,323.0,0.38,4.3,0.0,0.0,,0.0,,0.0,,,210.0,100.0,2.4,0.0,0.0,0.0316,0.0285,0.115,0.127,0.0,0.0,68.57,72.03,0.0027,0.0,0.0,0.0,0.0,0.96,0.051,0.03,0.0,,24.04,25.782,0.0512,0.0382,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.016,,,,,,,
2009-02-23 00:00:00,WW_49,10.2,1.0,8.05,,0.455,0.11,0.5,0.0,28.25,,212.0,6.0,0.0,6.65,117.0,75.0,0.0,1.7,0.0,0.0,,0.0,,,<1.75,<3.57,<10,,0.4,0.0,0.0,0.0227,0.023,0.0,0.05,0.0,0.0,38.61,39.53,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,,11.93,12.46,0.0317,0.0256,,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.014,1.91,,,,,,
2009-02-23 00:00:00,WW_50,13.7,1.0,8.45,,0.149,0.28,0.83,0.0,37.91,,252.0,6.0,4.0,2.54,115.0,57.0,0.3,3.7,0.0,0.0,,0.0,,,<1.65,3.91,<10,,9.8,0.0,0.0,0.0316,0.033,0.132,0.15,0.0,0.0,40.52,42.57,0.0025,0.0,0.0,0.0,0.0,0.14,0.022,0.016,0.0,,11.23,11.925,0.034,0.0107,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,2.67,,,,,,
2009-02-23 00:00:00,WW_76,8.8,6.2,7.3,,5.864,0.4,1.44,0.81,89.31,,858.0,12.0,5.0,6.52,176.0,311.0,0.58,4.4,0.0,0.0,,0.0,,0.0,<3.55,<6.66,2000.0,,1.0,0.0,0.0,0.0284,0.029,0.193,0.201,0.0,0.0,80.29,85.0,0.0,0.0,0.0,0.0,0.0,0.29,0.052,0.015,0.0,,27.55,29.627,0.0276,0.0247,,0.0,,0.0,0.0,0.11,0.0,0.0,0.0,0.031,0.023,,,,,,,
2009-02-23 00:00:00,WW_58,9.5,4.2,7.7,,4.841,0.33,1.29,0.79,115.7,,856.0,12.0,4.0,9.26,189.0,318.0,0.54,4.3,0.0,0.0,,0.0,,0.0,,,970.0,790.0,2.1,0.0,0.0,0.0318,0.0316,0.175,0.184,0.0,0.0,81.98,85.72,0.0,0.0,0.0,0.0,0.0,0.48,0.048,0.0,0.0,,28.77,30.818,0.0642,0.0611,,0.0,,0.0,0.0,0.14,0.0,0.0,0.0,0.037,0.025,,,,,,,
2009-02-23 00:00:00,WW_54,7.7,8.3,7.24,,7.391,0.29,1.41,1.55,609.25,,1532.0,7.0,4.0,5.82,211.0,236.0,0.54,4.9,0.0,0.0,,0.0,,,<4.29,7.52,3000.0,2300.0,1.2,0.0,0.0,0.0328,0.0346,0.255,0.272,0.0,0.0,88.85,93.51,0.0,0.0,0.0,0.0,0.0,0.33,0.103,0.018,0.0,,33.53,36.25,0.0809,0.0782,,0.0,,0.0,0.0,0.12,0.0,0.0,0.0,0.048,0.053,3.29,,,,,,
2009-02-23 00:00:00,WW_97,6.7,2.9,8.23,,3.578,0.31,1.36,1.09,281.35,,994.0,19.0,4.0,16.7,219.0,295.0,0.39,4.2,0.0,0.0,,0.0,,,<4.49,<4.44,2000.0,1600.0,6.2,0.0,0.0,0.0394,0.0385,0.158,0.167,0.0,0.0,88.2,91.51,0.0,0.0,0.0,0.0,0.0,0.76,0.044,0.017,NA,L,34.07,35.55,0.0942,0.0874,,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.026,0.021,4.99,,,,,,
2009-02-23 00:00:00,WW_52,8.3,2.1,8.1,,3.138,0.27,1.64,0.35,94.16,,672.0,57.0,12.0,39.8,214.0,182.0,0.49,5.6,0.0,0.0,,0.0,,,1.73,<5.83,3200.0,2600.0,5.8,0.0,0.0,0.0424,0.0359,0.129,0.142,0.0,0.0,85.03,87.91,0.0025,0.0,0.0,0.0,0.0,2.12,0.031,0.022,0.0,,30.97,32.948,0.1529,0.1327,,0.0,,0.0,0.0,0.13,0.0,0.0,0.0,0.027,0.012,4.84,,,,,,
2009-02-23 00:00:00,WW_59,9.3,3.3,7.55,,4.68,0.27,1.08,1.05,105.52,,652.0,15.0,4.0,12.3,182.0,260.0,0.5,4.4,0.0,0.0,,0.0,,0.0,,,860.0,450.0,2.2,0.0,0.0,0.0289,0.028,0.151,0.165,0.0,0.0,79.18,82.7,0.0027,0.0,0.0,0.0,0.0,0.53,0.041,0.017,0.0,,28.06,30.124,0.0589,0.0555,,0.0,,0.0,0.0,0.13,0.0,0.0,0.0,0.03,0.031,,,,,,,
2009-02-23 00:00:00,WW_43,6.9,2.6,7.74,,3.803,0.27,1.02,1.04,103.51,,790.0,19.0,4.0,18.7,162.0,265.0,0.41,4.2,0.0,0.0,,0.0,,0.0,,,310.0,270.0,2.8,0.0,0.0,0.0275,0.0257,0.121,0.132,0.0,0.0,72.25,73.67,0.0,0.0,0.0,0.0,0.0,0.77,0.042,0.015,0.0,,25.59,26.515,0.0524,0.046,,0.0,,0.0,0.0,0.13,0.0,0.0,0.0,0.025,0.021,,,,,,,
2009-02-23 00:00:00,WW_92,9.0,8.8,7.7,,6.848,0.57,1.72,0.64,109.94,,746.0,14.0,3.0,10.9,155.0,318.0,0.56,4.2,0.0,0.0,,0.0,,,,,140.0,,1.3,0.0,0.0,0.0275,0.0261,0.15,0.156,0.0,0.0,70.57,72.38,0.0025,0.0,0.0,0.0,0.0,0.44,0.038,0.018,0.0,,24.59,25.886,0.0448,0.0411,,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.041,0.037,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,,0.1,0.1,0.2,0.25,2.0,,100.0,3.0,,1.0,15.0,10.0,0.2,1.0,5.0,0.005,,0.004,,5.0,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,,0.35,0.02,0.003,0.001,,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B =  ,Insufficient preservation; preservative added prior to analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C = ,Result not determined in the field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L = ,Unable to confirm result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O = ,Expired QA standard used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P = ,Aliquot discarded before analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q = ,Soluble > Total; Soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
