Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,ALK,CL   ,CL   ,F    ,F    ,TOC ,Phenol,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,Chlorophyll-A,As tot,As sol,As sol,Ba tot,Ba sol,Ba sol,B tot,B sol,B sol,Cd tot,Cd sol,Cd sol,Ca tot,Ca sol,Ca sol,Cr tot,Cr sol,Cr sol,Cr6   ,Cu tot,Cu sol,Cu sol,Fe tot,Fe sol,Fe sol,Pb tot,Pb sol,Pb sol,Mg tot,Mg sol,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Ni sol,Se tot,Se sol,Se sol,Ag tot,Ag sol,Ag sol,Zn tot,Zn sol,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-08-03 00:00:00,WW_23,10.2,22.2,8.98,6.455,0.32,1.73,1.33,87.19,678.0,35.0,12.0,21.0,174.0,,178.0,,0.67,,5.6,0.0,E,0.0,0.0,,<4.55,7.83,40.0,,156.7,AA,0.0,0.0,,0.033,0.0268,,0.242,0.263,,0.0,0.0,,64.03,62.94,,0.0028,0.0,,0.0,0.0,0.0,,0.82,0.0,,0.0,0.0,,27.59,27.525,,0.075,0.011,,0.0,,0.0,0.0033,,0.0,0.0,,0.0,0.0,,0.03,0.013,,7.7,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_29,10.8,22.7,9.1,5.585,0.11,1.49,1.25,76.51,644.0,44.0,12.0,27.2,175.0,,178.0,,0.64,,5.6,0.0,E,0.0,0.0,,<4.30,7.55,<10,,91.8,AA,0.0,0.0,,0.0327,0.025,,0.218,0.239,,0.0,0.0,,62.71,59.07,,0.0037,0.0,,0.0,0.0,0.0,,1.07,0.0,,0.0,0.0,,26.01,24.931,,0.0923,0.0071,,0.0,,0.0,0.0026,,0.0,0.0,,0.0,0.0,,0.033,0.013,,5.75,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_91,7.8,22.8,9.22,5.031,0.0,1.39,1.12,85.84,698.0,44.0,12.0,28.7,179.0,,183.0,,0.62,,5.7,0.0,E,0.0,0.0,,<4.24,6.48,<10,,50.8,AA,0.0,0.0,,0.0344,0.0255,,0.219,0.225,,0.0,0.0,,67.46,58.66,,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,28.9,25.851,,0.1084,0.0209,,0.0,,0.0,0.0028,,0.0,0.0,,0.0,0.0,,0.03,0.01,,5.7,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_79,7.3,22.3,7.99,0.0,0.0,1.18,0.0,54.01,742.0,30.0,10.0,22.6,154.0,,286.0,,0.29,,6.9,0.0,E,0.0,0.0,,<4.44,6.47,30.0,20.0,39.7,AA,0.0,0.0,,0.0396,0.032,,0.101,0.116,,0.0,0.0,,52.6,50.46,,0.0,0.0,,0.0,0.0,0.0,,1.1,0.034,,0.0,0.0,,25.27,24.543,,0.1176,0.0039,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.02,0.0,,4.01,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_80,8.2,20.5,7.12,17.195,0.0,1.31,4.51,68.28,602.0,6.0,0.0,2.83,121.0,,155.0,,0.96,,5.5,0.0,E,0.006,0.0,,<2.63,7.61,80.0,70.0,5.7,AA,0.0,0.0,,0.0123,0.0108,,0.273,0.3,,0.0,0.0,,54.98,55.26,,0.0,0.0,,0.0,0.0,0.0,,0.23,0.068,,0.0,0.0,,20.71,21.058,,0.0335,0.0196,,0.0,,0.0,0.003,,0.0,0.0,,0.0,0.0,,0.056,0.04,,2.94,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_18,7.4,20.9,7.24,16.696,0.0,1.28,4.47,66.41,564.0,11.0,3.0,6.27,124.0,,156.0,,0.97,,6.1,0.0,E,0.005,0.0,,<2.06,9.4,500.0,400.0,13.5,AA,0.0,0.0,,0.0138,0.0116,,0.28,0.297,,0.0,0.0,,58.88,53.73,,0.0033,0.0,,0.0,0.011,0.0,,0.36,0.055,,0.0,0.0,,21.66,20.58,,0.0443,0.0274,,0.0,,0.0,0.0037,,0.0,0.0,,0.0,0.0,,0.045,0.035,,3.13,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_90,8.6,21.0,8.11,0.178,0.0,0.5,0.0,43.47,662.0,6.0,0.0,5.5,270.0,,186.0,,0.26,,4.0,0.0,E,0.0,0.0,,<3.82,<6.08,250.0,,5.4,AA,0.0,0.0,,0.0912,0.0884,,0.049,0.065,,0.0,0.0,,73.91,72.55,,0.0,0.0,,0.0,0.0,0.0,,0.37,0.048,,0.0,0.0,,34.43,34.946,,0.0902,0.0699,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.39,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_110,1.6,20.0,7.45,1.304,1.77,4.67,0.38,32.95,744.0,17.0,6.0,14.5,215.0,,289.0,,0.45,,7.8,0.0,E,0.0,0.0,,,,2100.0,,2.9,AA,0.0,0.0,,0.0448,0.0373,,0.074,0.092,,0.0,0.0,,63.82,61.65,,0.0,0.0,,0.0,0.0,0.0,,1.39,0.103,,0.0,0.0,,23.27,23.154,,0.3445,0.3111,,0.0,,0.0,0.0038,,0.0,0.0,,0.0,0.0,,0.024,0.013,,2.4,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_89,9.4,23.5,7.25,14.682,0.14,1.8,3.98,53.21,498.0,28.0,6.0,8.25,128.0,,114.0,,0.89,,6.0,0.0,E,0.0,0.0,,<3.53,11.8,60.0,,7.5,AA,0.0,0.0,,0.0203,0.0146,,0.258,0.29,,0.0,0.0,,51.86,48.17,,0.0094,0.0,,0.0,0.01,0.0,,0.87,0.04,,0.0,0.0,,19.08,18.133,,0.0664,0.0289,,0.0,,0.01,0.0043,,0.0,0.0,,0.0,0.0,,0.058,0.04,,6.7,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_64,9.3,23.4,7.4,16.228,0.1,1.76,3.55,65.3,514.0,36.0,9.0,23.0,119.0,,128.0,,0.84,,6.0,0.0,E,0.0,0.0,,<3.98,18.0,200.0,,38.9,AA,0.0,0.0,,0.0239,0.0181,,0.235,0.271,,0.0,0.0,,52.12,52.66,,0.0033,0.0,,0.0,0.0,0.0,,0.93,0.037,,0.0,0.0,,19.84,20.101,,0.0958,0.0583,,0.0,,0.01,0.0076,,0.0,0.0,,0.0,0.0,,0.053,0.029,,2.55,<2,<2,<2,<3,<3,<3
2009-08-03 00:00:00,WW_92,5.6,27.5,7.82,5.51,0.65,1.0,1.24,79.7,510.0,13.0,3.0,8.72,139.0,,105.0,,0.59,,5.2,0.0,E,0.0,0.0,0.0,,,30.0,,8.6,AA,0.0,0.0,,0.0193,0.016,,0.158,0.183,,0.0,0.0,,47.24,46.7,,0.0,0.0,,0.0,0.0,0.0,,0.34,0.049,,0.0,0.0,,17.12,17.324,,0.0261,0.0153,,0.0,,0.0,0.007,,0.0,0.0,,0.0,0.0,,0.027,0.015,,,,,,,,
2009-08-10 00:00:00,WW_106,6.1,25.0,7.03,11.871,1.1,2.26,2.22,42.87,704.0,18.0,3.0,11.5,149.0,,243.0,,0.73,,5.9,0.0,E,0.0,0.0,,<3.79,9.3,750.0,,8.2,,0.0,0.0,,0.0597,0.0481,,0.236,0.214,,0.0,0.0,,58.66,55.49,,0.0,0.0,,0.0,0.0,0.0,,1.16,0.052,,0.0,0.0,,24.3,23.248,,0.1032,0.0677,,0.0,,0.0,0.002,,0.0,0.0,,0.0,0.0,,0.035,0.021,,2.44,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_31,6.6,24.2,7.23,0.139,0.19,0.87,0.0,31.05,482.0,7.0,0.0,7.84,160.0,,178.0,,0.28,,7.2,0.0,E,0.0,0.0,,<1.95,6.86,570.0,,1.2,,0.0,0.0,,0.0318,0.0281,,0.09,0.089,,0.0,0.0,,45.2,43.86,,0.0,0.0,,0.0,0.0,0.0,,0.64,0.12,,0.0,0.0,,19.65,19.614,,0.2117,0.1687,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.51,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_32,6.3,24.9,7.74,0.306,0.15,0.91,0.0,43.0,474.0,5.0,0.0,5.64,156.0,,162.0,,0.31,,6.2,0.0,E,0.0,0.0,,<3.02,<5.17,620.0,,7.0,,0.0,0.0,,0.0318,0.0291,,0.107,0.117,,0.0,0.0,,46.1,45.52,,0.0,0.0,,0.0,0.0,0.0,,0.32,0.079,,0.0,0.0,,19.92,20.063,,0.1195,0.0875,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.79,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_105,7.2,24.1,7.96,6.148,0.0,1.21,1.49,39.12,524.0,26.0,7.0,19.3,144.0,,140.0,,0.62,,5.2,0.0,E,0.0,0.0,,<4.71,6.2,960.0,,9.5,,0.0,0.0,,0.023,0.018,,0.148,0.156,,0.0,0.0,,47.86,45.81,,0.0,0.0,,0.0,0.0,0.0,,0.68,0.038,,0.0,0.0,,20.9,20.203,,0.0816,0.017,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.031,0.015,,3.11,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_104,5.8,26.3,7.85,4.513,0.18,1.15,1.23,36.14,478.0,15.0,3.0,12.4,132.0,,132.0,,0.59,,5.8,0.0,E,0.0,0.0,,<2.82,6.3,660.0,,3.8,,0.0,0.0,,0.0209,0.0177,,0.131,0.136,,0.0,0.0,,40.94,39.18,,0.0,0.0,,0.0,0.0,0.0,,0.52,0.052,,0.0,0.0,,17.77,17.455,,0.0573,0.0405,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.02,0.012,,3.24,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_103,4.8,27.4,7.56,1.54,0.23,0.78,0.48,42.67,494.0,3.0,0.0,3.72,130.0,,151.0,,0.39,,5.2,0.0,E,0.0,0.0,,<2.96,<5.48,280.0,,2.9,,0.0,0.0,,0.0327,0.0308,,0.114,0.123,,0.0,0.0,,43.69,42.6,,0.0,0.0,,0.0,0.0,0.0,,0.17,0.055,,0.0,0.0,,15.51,15.306,,0.0196,0.0155,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.93,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_34,4.3,25.2,7.5,3.282,0.13,0.95,0.89,36.2,438.0,9.0,0.0,7.41,124.0,,141.0,,0.47,,5.8,0.0,E,0.0,0.0,,1.27,4.98,2900.0,,2.1,,0.0,0.0,,0.0248,0.0226,,0.122,0.131,,0.0,0.0,,41.16,39.33,,0.0,0.0,,0.0,0.0,0.0,,0.34,0.06,,0.0,0.0,,16.42,16.037,,0.0358,0.0286,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.017,0.013,,4.38,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_37,7.4,22.0,7.4,5.197,0.39,1.17,1.11,32.91,326.0,16.0,0.0,8.73,117.0,,80.0,,0.52,,4.0,0.0,E,0.0,0.0,0.0,,,8600.0,5400.0,1.8,,0.0,0.0,,0.0201,0.0181,,0.11,0.128,,0.0,0.0,,41.51,40.46,,0.0,0.0,,0.0,0.0,0.0,,0.29,0.029,,0.0,0.0,,14.55,14.291,,0.0143,0.0087,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.026,0.017,,,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_73,6.2,23.0,7.12,9.343,0.5,1.41,1.58,40.74,482.0,12.0,3.0,10.8,125.0,,118.0,,0.81,,4.4,0.0,E,0.0,0.0,0.0,,,5600.0,4200.0,1.4,,0.0,0.0,,0.0215,0.0189,,0.147,0.157,,0.0,0.0,,48.84,45.56,,0.0,0.0,,0.0,0.0,0.0,,0.39,0.036,,0.0,0.0,,17.07,16.447,,0.0205,0.0124,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.032,0.022,,,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_46,5.4,21.3,7.4,4.643,0.5,1.15,0.62,31.86,356.0,13.0,4.0,12.2,113.0,,76.0,,0.48,,4.4,0.0,E,0.0,0.0,0.0,,,500.0,290.0,1.8,,0.0,0.0,,0.0208,0.0168,,0.093,0.102,,0.0,0.0,,41.73,38.85,,0.0,0.0,,0.0,0.0,0.0,,0.43,0.029,,0.0,0.0,,13.93,13.369,,0.0184,0.0116,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.027,0.015,,,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_35,9.8,25.5,8.31,0.281,0.0,0.0,0.0,20.13,114.0,4.0,0.0,2.91,107.0,,12.0,,0.0,,1.7,0.0,E,0.0,0.0,,0.82,<5.53,50.0,,1.3,,0.0,0.0,,0.0188,0.0178,,0.0,0.028,,0.0,0.0,,33.54,32.66,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.84,10.668,,0.0062,0.0027,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.19,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_102,9.1,16.2,8.3,0.267,0.12,0.0,0.0,20.55,178.0,11.0,0.0,7.52,106.0,,12.0,,0.0,,1.6,0.0,,0.0,0.0,0.0,<1.81,<5.78,200.0,,1.4,,0.0,0.0,,0.0204,0.0183,,0.0,0.028,,0.0,0.0,,32.32,31.77,,0.0,0.0,,0.0,0.0,0.0,,0.28,0.0,,0.0,0.0,,10.75,10.432,,0.0168,0.0037,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.88,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_36,9.0,20.0,7.74,3.369,0.0,0.52,0.67,28.11,254.0,11.0,3.0,7.92,111.0,,49.0,,0.39,,3.1,0.0,,0.0,0.0,0.0,<1.15,<5.73,4100.0,2200.0,1.5,,0.0,0.0,,0.0191,0.0168,,0.077,0.087,,0.0,0.0,,37.4,36.54,,0.0,0.0,,0.0,0.0,0.0,,0.3,0.0,,0.0,0.0,,12.63,12.398,,0.0159,0.0059,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.021,0.013,,,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_101,8.2,20.5,7.62,3.261,0.14,0.52,0.67,28.25,258.0,13.0,3.0,6.58,111.0,,47.0,,0.38,,3.1,0.0,,0.0,0.0,0.0,,,6800.0,6000.0,1.3,,0.0,0.0,,0.0184,0.0168,,0.077,0.085,,0.0,0.0,,38.28,37.55,,0.0,0.0,,0.0,0.0,0.0,,0.29,0.0,,0.0,0.0,,12.63,12.63,,0.012,0.0066,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.018,0.014,,,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_96,5.8,25.7,7.91,5.092,0.12,0.89,1.08,44.34,604.0,9.0,0.0,7.33,137.0,,185.0,,0.67,,5.5,0.0,E,0.0,0.0,,<2.00,<5.91,460.0,,4.7,,0.0,0.0,,0.0291,0.0265,,0.15,0.16,,0.0,0.0,,48.96,47.12,,0.0,0.0,,0.0,0.0,0.0,,0.44,0.031,,0.0,0.0,,19.45,19.35,,0.0343,0.019,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.022,0.015,,4.26,<2,<2,<2,<3,<3,<3
2009-08-10 00:00:00,WW_92,5.5,23.2,7.35,5.8,0.28,1.11,1.35,61.98,472.0,25.0,5.0,16.3,124.0,,96.0,,0.67,Z,3.9,0.0,E,0.0,0.0,0.0,,,120.0,,4.6,,0.0,0.0,,0.0214,0.0141,,0.162,0.174,,0.0,0.0,,43.9,44.56,,0.0067,0.0,,0.0,0.0,0.0,,0.71,0.038,,0.0,0.0,,16.04,16.13,,0.0502,NA,K,0.0,,0.0,0.0033,,0.0,0.0,,0.0,0.0,,0.041,0.015,,,,,,,,
2009-08-17 00:00:00,WW_74,8.6,22.0,8.0,0.262,0.12,0.0,0.0,24.11,156.0,12.0,0.0,4.07,112.0,,16.0,,0.0,,1.9,0.0,,0.0,0.0,,<1.35,<4.91,30000.0,,0.8,,0.0,0.0,,0.02,0.0188,,0.0,0.037,,0.0,0.0,,31.49,31.79,,0.0,0.0,,0.0,0.0,0.0,,0.16,0.0,,0.0,0.0,,10.46,10.842,,0.0247,0.0087,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.017,0.0,,1.69,,,,,,
2009-08-17 00:00:00,WW_100,7.8,23.0,8.1,0.656,0.0,0.41,0.0,25.01,180.0,5.0,0.0,4.39,113.0,,20.0,,0.0,,2.2,0.0,,0.0,0.0,,<1.43,<4.80,250.0,,1.0,,0.0,0.0,,0.0236,0.0182,,0.0,0.039,,0.0,0.0,,38.16,32.61,,0.0,0.0,,0.0,0.0,0.0,,0.19,0.0,,0.0,0.0,,12.5,10.95,,0.0165,0.006,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.015,0.0,,2.32,,,,,,
2009-08-17 00:00:00,WW_39,5.2,21.9,7.7,2.99,0.28,0.63,0.51,30.45,226.0,12.0,3.0,9.17,123.0,,51.0,,0.35,,2.7,0.0,,0.0,0.0,0.0,,,2900.0,,1.6,,0.0,0.0,,0.0226,0.0171,,0.072,0.076,,0.0,0.0,,42.23,36.7,,0.0,0.0,,0.0,0.0,0.0,,0.35,0.02,,0.0,0.0,,14.18,12.613,,0.0242,0.0132,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.023,0.011,,,,,,,,
2009-08-17 00:00:00,WW_108,5.1,25.3,7.5,3.203,0.35,0.8,0.63,37.04,234.0,15.0,0.0,12.7,118.0,,54.0,,0.37,,3.0,0.0,,0.0,0.0,0.0,,,2500.0,,1.1,,0.0,0.0,,0.0243,0.0173,,0.079,0.082,,0.0,0.0,,43.13,37.3,,0.0026,0.0,,0.0,0.0,0.0,,0.47,0.034,,0.0,0.0,,14.69,12.844,,0.0213,0.0118,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.031,0.013,,,,,,,,
2009-08-17 00:00:00,WW_99,5.5,25.6,7.5,2.918,0.33,0.7,0.51,31.16,270.0,13.0,3.0,10.3,122.0,,54.0,,0.35,,2.8,0.0,,0.0,0.0,0.0,,,1000.0,,2.4,,0.0,0.0,,0.0239,0.0171,,0.073,0.076,,0.0,0.0,,43.35,36.63,,0.0,0.0,,0.0,0.0,0.0,,0.42,0.0,,0.0,0.0,,14.7,12.579,,0.0306,0.0191,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.03,0.012,,,,,,,,
2009-08-17 00:00:00,WW_40,5.4,25.5,7.6,2.349,0.61,1.1,0.3,30.25,248.0,14.0,6.0,8.39,120.0,,56.0,,0.35,,3.6,0.0,,0.0,0.0,0.0,,,1200.0,720.0,58.4,,0.0,0.0,,0.0236,0.0181,,0.07,0.076,,0.0,0.0,,41.36,37.44,,0.0,0.0,,0.0,0.0,0.0,,0.55,0.041,,0.0,0.0,,13.82,12.637,,0.0314,0.0174,,0.0,,0.0,0.002,,0.0,0.0,,0.0,0.0,,0.024,0.01,,,,,,,,
2009-08-17 00:00:00,WW_75,5.7,25.2,7.22,2.83,0.32,0.68,0.5,29.66,266.0,21.0,4.0,16.3,121.0,,50.0,,0.35,,2.9,0.0,,0.0,0.0,0.0,<1.66,<6.11,140.0,120.0,4.9,,0.0,0.0,,0.0286,0.0162,,0.068,0.072,,0.0,0.0,,43.71,37.52,,0.005,0.0,,0.0,0.0,0.0,,0.89,0.0,,0.0,0.0,,15.07,12.717,,0.0275,0.009,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.042,0.0,,,,,,,,
2009-08-17 00:00:00,WW_41,5.3,25.8,7.5,3.751,0.46,0.88,0.53,36.17,306.0,17.0,4.0,11.9,116.0,,63.0,,0.42,,3.8,0.0,,0.0,0.0,0.0,<2.69,<4.81,8400.0,6700.0,6.0,,0.0,NA,U,0.0241,NA,U,0.09,NA,U,0.0,NA,U,47.18,NA,U,0.0059,NA,U,0.0,0.0,NA,U,0.77,NA,U,0.0,NA,U,15.67,NA,U,0.0556,NA,U,0.0,,0.0,NA,U,0.0,NA,U,0.0,NA,U,0.053,NA,U,,,,,,,
