Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-01-05 00:00:00,WW_22,12.4,0.3,7.7,3.277,0.11,1.2,0.3,41.79,618.0,16.0,5.0,28.5,155.0,207.0,0.21,5.7,0.0,0.0,0.0,,,<5.99,7.05,190.0,,2.2,0.0,0.0,0.0309,0.0255,0.055,0.047,0.0,0.0,56.85,54.72,0.0034,0.0,0.0,0.0,0.0,1.26,0.077,0.075,0.069,24.76,24.123,0.0341,0.0162,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.023,0.0,5.35,,,,,,
2009-01-05 00:00:00,WW_23,12.0,0.2,7.9,3.182,0.11,1.22,0.29,42.43,624.0,16.0,6.0,29.4,153.0,208.0,0.21,5.7,0.0,0.0,0.0,,,<3.99,<5.81,240.0,,2.2,0.0,0.0,0.0313,0.0251,0.048,0.047,0.0,0.0,55.96,55.59,0.0028,0.0,0.0,0.0,0.0,1.23,0.078,0.073,0.067,24.42,24.345,0.0344,0.0177,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,4.84,,,,,,
2009-01-05 00:00:00,WW_29,12.0,0.9,7.8,3.154,0.11,0.95,0.3,44.2,632.0,13.0,5.0,28.2,153.0,203.0,0.22,5.6,0.0,0.0,0.0,,,3.79,<6.28,320.0,,1.5,0.0,0.0,0.0305,0.0253,0.045,0.047,0.0,0.0,56.84,53.12,0.0027,0.0,0.0,0.0,0.0,1.24,0.099,0.076,0.07,24.64,23.394,0.0328,0.0157,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,5.52,,,,,,
2009-01-05 00:00:00,WW_91,12.1,0.2,7.9,3.04,0.13,1.09,0.3,43.58,602.0,17.0,6.0,28.1,153.0,208.0,0.21,5.5,0.0,0.0,0.0,,,<2.86,6.03,240.0,,3.1,0.0,0.0,0.0308,0.0251,0.047,0.05,0.0,0.0,57.4,55.58,0.003,0.0,0.0,0.0,0.0,1.21,0.075,0.077,0.069,24.79,24.2,0.0304,0.0126,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,5.38,,,,,,
2009-01-05 00:00:00,WW_80,11.9,5.0,7.33,5.865,0.12,0.88,0.83,58.19,938.0,8.0,5.0,14.4,140.0,358.0,0.31,4.4,0.0,0.0,0.0,,,<4.07,6.11,250.0,,1.8,0.0,0.0,0.0298,0.0278,0.076,0.078,0.0,0.0,66.34,64.77,0.0037,0.0,0.0,0.0,0.0,0.75,0.109,0.08,0.069,24.73,24.755,0.0606,0.0481,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.01,3.33,,,,,,
2009-01-05 00:00:00,WW_18,10.7,3.7,7.47,5.805,0.11,0.97,0.77,58.45,906.0,10.0,3.0,14.3,145.0,365.0,0.29,4.4,0.0,0.0,0.0,,,,,370.0,,2.1,0.0,0.0,0.0299,0.0271,0.074,0.084,0.0,0.0,65.82,64.82,0.0,0.0,0.0,0.0,0.0,0.7,0.115,0.075,0.075,24.78,24.887,0.0547,0.0433,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,3.56,,,,,,
2009-01-05 00:00:00,WW_90,12.1,0.5,7.66,0.596,0.15,0.82,0.0,43.87,836.0,10.0,0.0,13.1,197.0,359.0,0.0,4.4,0.0,0.0,0.0,,,<3.20,9.02,290.0,140.0,2.4,0.0,0.0,0.0517,0.0485,0.0,0.031,0.0,0.0,69.97,65.71,0.0,0.0,0.0,0.0,0.0,0.76,0.089,0.071,0.083,28.82,27.555,0.0857,0.075,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,,,,,,
2009-01-05 00:00:00,WW_89,10.0,7.7,7.26,9.391,0.13,1.51,1.99,61.5,754.0,12.0,4.0,6.16,189.0,223.0,0.56,6.0,0.0,0.0,0.0,,,<3.34,7.92,3000.0,2600.0,0.9,0.0,0.0,0.0358,0.0331,0.154,0.152,0.0,0.0,76.62,74.74,0.0,0.0,0.0,0.0,0.0,0.45,0.038,0.083,0.079,29.87,29.469,0.039,0.0298,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.022,2.49,,,,,,
2009-01-05 00:00:00,WW_64,10.1,3.4,7.54,6.581,0.48,1.15,1.12,55.47,798.0,14.0,5.0,16.3,181.0,284.0,0.35,4.9,0.0,0.0,0.0,,,<4.69,8.01,1900.0,1200.0,2.3,0.0,0.0,0.037,0.0341,0.112,0.113,0.0,0.0,71.57,75.8,0.0,0.0,0.0,0.0,0.0,0.7,0.055,0.079,0.084,26.77,29.16,0.072,0.0489,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.014,3.01,,,,,,
2009-01-05 00:00:00,WW_92,9.4,13.6,7.5,3.097,0.12,1.12,0.42,71.99,844.0,9.0,4.0,12.5,168.0,292.0,0.43,4.2,0.0,0.0,0.0,,0.0,,,180.0,,1.8,0.0,0.0,0.0315,0.0283,0.107,0.104,0.0,0.0,71.65,69.5,0.0025,0.0,0.0,0.0,0.0,0.5,0.055,0.085,0.08,25.84,25.313,0.0317,0.0258,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,,,,,,,
2009-01-12 00:00:00,WW_106,10.6,2.5,7.4,7.443,0.54,1.58,1.22,49.91,1552.0,70.0,10.0,76.8,156.0,764.0,0.42,3.5,0.0,0.007,0.0,,,<7.85,<7.40,3300.0,2400.0,3.9,0.0,0.0,0.0747,0.0571,0.12,0.127,0.0,0.0,76.12,72.08,0.0042,0.0,0.0,0.0,0.0,2.97,0.059,0.083,0.077,28.98,27.292,0.1873,0.1518,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,6.22,,,,,,
2009-01-12 00:00:00,WW_105,10.3,3.2,7.9,6.138,0.17,0.87,0.86,64.11,788.0,16.0,8.0,11.8,185.0,270.0,0.49,3.7,0.0,0.0,0.0,,,<4.85,6.45,70.0,50.0,1.1,0.0,0.0,0.0321,0.028,0.126,0.129,0.0,0.0,71.55,69.33,0.0,0.0,0.0,0.0,0.0,0.52,0.052,0.083,0.074,29.36,29.2,0.0537,0.0427,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.012,2.82,,,,,,
2009-01-12 00:00:00,WW_104,10.8,2.4,8.0,4.318,0.29,1.06,0.58,65.47,996.0,10.0,4.0,12.9,212.0,387.0,0.47,3.3,0.0,0.0,0.0,,,<4.93,5.01,550.0,420.0,1.5,0.0,0.0,0.0394,0.0363,0.109,0.108,0.0,0.0,80.49,75.65,0.0,0.0,0.0,0.0,0.0,0.55,0.035,0.087,0.078,31.71,30.924,0.063,0.0523,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,2.76,,,,,,
2009-01-12 00:00:00,WW_34,11.7,0.5,7.01,4.613,0.23,0.92,0.65,65.22,1122.0,6.0,6.0,14.2,200.0,471.0,0.41,3.5,0.0,0.0,0.0,,,<5.23,<5.18,400.0,360.0,2.1,0.0,0.0,0.0413,0.0378,0.108,0.109,0.0,0.0,78.42,77.59,0.0,0.0,0.0,0.0,0.0,0.62,0.038,0.081,0.084,30.64,31.028,0.0816,0.0757,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,3.59,,,,,,
2009-01-12 00:00:00,WW_37,9.4,5.8,7.1,10.195,1.02,1.82,1.41,60.63,1536.0,8.0,6.0,6.31,147.0,706.0,0.72,3.4,0.0,0.006,0.0,,0.0,,,6400.0,,0.3,0.0,0.0,0.0345,0.0311,0.162,0.161,0.0,0.0,73.33,71.95,0.0,0.0,0.0,0.0,0.0,0.24,0.097,0.078,0.074,24.21,23.936,0.0422,0.0305,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.019,,,,,,,
2009-01-12 00:00:00,WW_73,9.3,5.6,7.05,8.528,0.69,1.65,1.4,63.35,1994.0,5.0,4.0,4.61,160.0,1035.0,0.69,3.0,0.0,0.01,0.0,,0.0,,,6600.0,,0.7,0.0,0.0,0.0361,0.0343,0.167,0.162,0.0,0.0,75.16,72.12,0.0,0.0,0.0,0.0,0.0,0.21,0.056,0.077,0.078,23.92,23.325,0.0504,0.0502,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.021,,,,,,,
2009-01-12 00:00:00,WW_46,8.9,3.5,7.4,7.512,0.7,1.67,0.93,49.06,760.0,5.0,0.0,5.36,136.0,248.0,0.56,3.4,0.0,0.0,0.0,,0.0,,,940.0,,1.7,0.0,0.0,0.0276,0.0248,0.115,0.108,0.0,0.0,62.36,59.82,0.0029,0.0,0.0,0.0,0.0,0.26,0.033,0.076,0.077,21.67,21.078,0.0462,0.0257,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.016,,,,,,,
2009-01-12 00:00:00,WW_36,5.9,9.6,7.1,8.692,0.77,2.63,1.59,57.85,1258.0,6.0,6.0,3.43,150.0,557.0,0.79,4.3,0.0,0.006,0.0,,0.0,<4.20,<6.44,5900.0,,0.5,0.0,0.0,0.0291,0.0266,0.207,0.202,0.0,0.0,67.09,66.35,0.0,0.0,0.0,0.0,0.0,0.13,0.039,0.08,0.071,21.96,22.028,0.0253,0.0171,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.026,,,,,,,
2009-01-12 00:00:00,WW_101,4.8,9.1,7.3,10.334,1.2,3.24,1.66,61.05,1408.0,0.0,0.0,4.3,148.0,681.0,0.79,3.8,0.0,0.006,0.0,,0.0,,,6500.0,,0.2,0.0,0.0,0.0312,0.0284,0.196,0.187,0.0,0.0,71.65,67.98,0.0026,0.0,0.0,0.0,0.0,0.15,0.063,0.082,0.074,22.77,22.422,0.0346,0.0282,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.026,,,,,,,
2009-01-12 00:00:00,WW_96,6.9,0.8,6.9,4.426,0.21,0.87,0.55,64.48,1196.0,0.0,0.0,12.4,194.0,510.0,0.39,3.3,0.0,0.0,0.0,,,<4.66,<6.23,140.0,90.0,1.2,0.0,0.0,0.0425,0.0397,0.112,0.11,0.0,0.0,81.87,73.2,0.0,0.0,0.0,0.0,0.0,0.47,0.034,0.086,0.074,30.93,30.505,0.0723,0.0631,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,2.53,,,,,,
2009-01-12 00:00:00,WW_92,4.7,7.2,7.7,6.131,0.61,1.69,1.14,96.29,828.0,6.0,0.0,14.0,165.0,300.0,0.53,4.2,0.0,0.0,0.0,,0.0,,,200.0,,0.7,0.0,0.0,0.0299,0.0229,0.166,0.164,0.0,0.0,72.4,61.71,0.0038,0.0,0.0,0.0,0.0,0.69,0.027,0.083,0.064,25.49,23.532,0.0481,0.0375,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.012,,,,,,,
2009-01-20 00:00:00,WW_108,5.0,8.6,7.5,3.973,0.37,0.94,0.46,38.91,520.0,9.0,3.0,8.44,131.0,169.0,0.39,2.7,0.0,0.0,0.0,,0.0,,,180.0,60.0,,0.0,0.0,0.0249,0.021,0.075,0.073,0.0,0.0,52.59,45.63,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.074,0.064,17.86,16.389,0.016,0.0086,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,,<2,<2,<2,<3,<3,<3
2009-01-20 00:00:00,WW_75,10.7,6.5,7.2,3.712,0.52,0.94,0.41,42.48,672.0,12.0,3.0,7.42,131.0,257.0,0.39,2.5,0.0,0.0,0.0,,0.0,<3.26,<5.25,80.0,,,0.0,0.0,0.0264,0.0221,0.079,0.075,0.0,0.0,54.63,49.1,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.07,0.062,18.15,17.05,0.0264,0.0145,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,,<2,<2,<2,<3,<3,<3
2009-01-20 00:00:00,WW_41,8.9,7.5,7.3,5.649,0.82,1.46,0.34,60.94,708.0,9.0,4.0,7.45,136.0,263.0,0.57,3.9,0.0,0.0,0.0,,0.0,<3.45,6.72,360.0,,,0.0,0.0,0.0244,0.0207,0.124,0.121,0.0,0.0,56.14,53.16,0.0027,0.0,0.0,0.0,0.0,0.26,0.024,0.073,0.067,19.29,19.056,0.0213,0.0124,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.01,,<2,<2,<2,<3,<3,<3
2009-01-20 00:00:00,WW_92,9.3,4.2,7.0,5.648,0.35,1.06,0.49,85.67,996.0,6.0,4.0,4.82,135.0,372.0,0.6,3.6,0.0,0.0,0.0,,0.0,3.85,8.47,20.0,,,0.0,0.0,0.0254,0.0222,0.154,0.158,0.0,0.0,64.92,58.5,0.0,0.0,0.0,0.0,0.0,0.19,0.025,0.077,0.066,21.74,20.741,0.0497,0.0403,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.014,,<2,<2,<2,<3,<3,<3
2009-01-20 00:00:00,WW_42,8.5,3.3,6.71,4.627,0.24,1.07,0.29,65.89,792.0,7.0,0.0,4.26,146.0,299.0,0.65,4.0,0.0,0.0,0.0,,0.0,,,50.0,,,0.0,0.0,0.0233,0.0205,0.155,0.16,0.0,0.0,62.98,54.6,0.0,0.0,0.0,0.0,0.0,0.16,0.027,0.081,0.066,21.52,19.946,0.0148,0.0102,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.012,,<2,<2,<2,<3,<3,<3
2009-01-20 00:00:00,WW_48,8.8,4.0,7.2,5.736,0.66,1.53,0.48,83.99,868.0,9.0,6.0,4.43,156.0,318.0,0.65,4.2,0.0,0.005,0.0,,0.0,,,70.0,,,0.0,0.0,0.0261,0.0223,0.174,0.177,0.0,0.0,68.1,61.64,0.0025,0.0,0.0,0.0,0.0,0.21,0.026,0.082,0.069,23.73,22.331,0.031,0.024,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.014,,<2,<2,<2,<3,<3,<3
2009-01-26 00:00:00,WW_76,7.9,6.5,7.0,7.376,0.44,1.3,3.51,117.57,708.0,10.0,7.0,5.03,158.0,215.0,0.75,5.3,0.0,0.0,0.0,O,0.0,<3.45,13.1,2100.0,2000.0,1.1,0.0,0.0,0.0215,0.0188,0.209,0.22,0.0,0.0,71.86,65.74,0.0,0.0,0.0,0.0,0.0,0.23,0.035,0.082,0.064,24.2,23.41,0.0352,0.027,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.018,,<2,<2,<2,<3,<3,<3
2009-01-26 00:00:00,WW_58,7.6,0.5,7.2,7.87,0.41,1.45,3.55,117.44,578.0,9.0,4.0,4.73,162.0,227.0,0.77,5.2,0.0,0.0,0.0,O,0.0,,,2100.0,,1.3,0.0,0.0,0.0218,0.0182,0.221,0.222,0.0,0.0,73.49,66.58,0.0,0.0,0.0,0.0,0.0,0.22,0.027,0.083,0.075,24.84,23.793,0.0361,0.0272,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.024,,<2,<2,<2,<3,<3,<3
2009-01-26 00:00:00,WW_92,7.7,4.2,7.01,8.032,0.89,1.58,0.88,94.61,760.0,11.0,7.0,2.83,136.0,265.0,0.68,4.2,0.0,0.0,0.0,O,0.0,,,9.0,,2.7,0.0,0.0,0.0227,0.0195,0.174,0.178,0.0,0.0,66.13,59.79,0.0046,0.0,0.0,0.0,0.0,0.29,0.022,0.081,0.066,22.44,21.672,0.0372,0.0281,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.016,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,3.0,,1.0,15.0,10.0,0.2,1.0,5.0,0.005,0.004,,5.0,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O = ,Expired QA standard used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
