collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes(total)(ug/l),o_xylene(ug/l),m__and/or_p_xylenes(ug/l)
2005-10-03 00:00:00,ww_29,7.3,20.0,7.5,6.55,0.13,1.25,1.41,73.07,610.0,35.0,7.0,24.7,130.0,178.8,0.58,5.2,4.0,0.0,0.0,,<4.35,10.53,580.0,,*3.8,0.0,0.0,0.0281,0.0207,0.246,0.207,0.0008,0.0,51.17,49.45,0.012,0.0087,0.0,0.017,0.002,0.865,0.012,0.003,0.0011,20.93,20.616,0.0495,0.0239,0.0,,0.006,0.005,0.0,0.005,0.0,0.0,0.039,0.0215,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_91,8.1,20.0,7.5,5.375,0.06,1.23,1.16,67.47,572.0,45.0,11.0,31.4,125.0,163.2,0.51,4.9,4.0,0.0,0.0,,<4.96,13.07,300.0,,*6.0,0.004,0.0,0.0265,0.0188,0.231,0.193,0.0012,0.0,48.48,44.62,0.007,0.0043,2.0,0.014,0.002,0.88,0.01,0.0,0.0026,19.81,18.796,0.0458,0.0143,0.0,,0.004,0.003,0.003,0.003,0.0,0.0,0.032,0.0147,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_79,5.6,24.8,8.1,0.42,0.17,1.49,0.22,37.07,460.0,91.0,12.0,102.0,87.0,162.3,0.24,5.1,8.0,0.0,0.0,,<4.61,8.53,11000.0,,*29,0.0,0.0,0.0401,0.0249,0.055,0.057,0.0007,0.0,33.71,31.66,0.005,0.0,0.0,0.017,0.0,3.549,0.106,0.003,0.0047,12.57,11.45,0.0885,0.0097,0.0,,0.006,0.0,0.004,0.005,0.0,0.0,0.032,0.0041,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_80,8.3,28.1,8.0,1.45,0.67,0.61,2.52,61.52,842.0,26.0,9.0,14.7,126.0,336.0,0.34,6.0,7.0,0.0,0.0,,<6.68,6.37,30.0,,*33.7,0.0,0.0,0.049,0.0387,0.152,0.12,0.0009,0.0,51.59,50.51,0.0,0.0,0.0,0.013,0.0,0.597,0.026,0.0,0.0013,22.08,21.649,0.0842,0.0107,0.0,,0.002,0.003,0.004,0.005,0.0,0.0,0.013,0.0098,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_18,7.7,24.0,8.0,1.495,0.9,2.52,0.71,61.38,826.0,37.0,9.0,21.7,128.0,331.3,0.37,6.0,8.0,0.0,0.0007,,<6.72,9.63,720.0,,*36.1,0.0,0.0,0.0491,0.0353,0.152,0.124,0.0009,0.0,51.16,50.02,0.0,0.0,2.0,0.02,0.0,0.802,0.019,0.0,0.003,21.84,21.259,0.0911,0.017,0.0,,0.003,0.002,0.021,0.011,0.0,0.0,0.02,0.0085,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_90,6.9,23.7,8.1,0.382,0.07,0.93,0.11,21.96,288.0,32.0,4.0,29.8,100.0,73.8,0.24,4.6,7.0,0.0,0.0,,<3.79,4.55,3300.0,4200.0,*13.7,0.0,0.0,0.1396,0.1224,0.078,0.068,0.0004,0.0,28.86,27.86,0.0,0.0,0.0,0.01,0.0,1.106,0.064,0.0,0.0015,11.04,11.143,0.0649,0.0178,0.0,,0.002,0.0,0.004,0.006,0.0,0.0,0.017,0.0038,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_110,5.9,23.3,7.5,0.237,0.04,4.39,0.38,40.52,740.0,67.0,38.0,48.1,82.0,324.9,0.22,15.1,9.0,0.0,0.0004,,<6.39,7.38,7500.0,9900.0,*215.8,0.005,0.0,0.0449,0.0361,0.081,0.066,0.0008,0.0,43.31,42.18,0.0,0.0,0.0,0.019,0.0,1.604,0.079,0.002,0.0027,13.6,13.139,0.1135,0.06,0.0,,0.003,0.002,0.019,0.009,0.0,0.0,0.021,0.0085,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_89,7.6,25.0,7.6,6.461,0.24,2.53,1.75,51.61,464.0,21.0,6.0,12.3,108.0,121.5,0.6,7.8,5.0,0.0,0.0011,,<4.60,6.95,2000.0,2100.0,*30.9,0.0,0.0,0.0243,0.0207,0.279,0.234,0.0005,0.0,42.42,42.19,0.0,0.0007,0.0,0.015,0.004,0.454,0.041,0.0,0.0026,14.14,14.539,0.0361,0.0209,0.0,,0.007,0.007,0.0,0.005,0.0,0.0,0.037,0.0266,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_64,7.9,22.2,8.1,1.933,0.13,2.64,0.66,45.81,506.0,58.0,18.0,37.1,99.0,167.2,0.35,8.2,7.0,0.0,0.0009,,<4.92,8.18,2900.0,2800.0,*50.8,0.0,0.0,0.0423,0.0282,0.147,0.12,0.0,0.0,41.85,38.62,0.0,0.0,0.0,0.023,0.002,1.59,0.025,0.093,0.0011,15.78,14.741,0.122,0.0124,0.0,,0.005,0.004,0.0,0.003,0.0,0.0,0.042,0.0109,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-03 00:00:00,ww_92,6.5,18.0,7.5,4.269,0.16,0.83,0.87,49.31,348.0,20.0,0.0,8.56,108.0,64.6,0.55,3.5,4.0,0.0,0.0,0.0,,,230.0,,*2.6,0.0,0.0,0.0201,0.014,0.152,0.125,0.0005,0.0,41.7,38.97,0.0,0.0,0.0,0.02,0.0,0.37,0.012,0.003,0.0,14.07,13.805,0.0277,0.0144,0.0,,0.005,0.003,0.009,0.004,0.0,0.0,0.034,0.0131,,,,,,
2005-10-10 00:00:00,ww_31,4.5,18.4,6.8,0.342,0.1,4.03,0.18,109.25,916.0,23.0,4.0,12.8,218.0,305.7,0.56,8.6,10.0,0.0,0.0009,,<5.85,9.53,140.0,70.0,4.5,0.0,0.0,0.0495,0.0437,0.283,0.286,0.0011,0.0014,63.23,57.86,0.0,0.0,0.0,0.027,0.004,0.6,0.029,0.005,0.0036,31.35,29.314,0.0346,0.0201,0.0,,0.0,0.0,0.009,0.01,0.0,0.0,0.02,0.0053,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_32,9.0,18.6,6.7,13.048,0.13,0.93,2.91,46.98,492.0,0.0,0.0,2.39,117.0,112.9,0.85,3.3,0.0,0.0,0.0006,,<4.77,17.65,40.0,50.0,2.0,0.0,0.0,0.0148,0.0131,0.277,0.274,0.0008,0.0004,48.83,45.54,0.0,0.0,0.0,0.014,0.002,0.164,0.027,0.002,0.0,19.1,18.301,0.0057,0.0021,0.0,,0.0,0.0,0.021,0.012,0.0,0.0,0.025,0.021,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_105,6.1,14.6,6.5,0.067,0.3,1.03,0.19,42.33,608.0,24.0,6.0,15.8,139.0,217.4,0.33,6.2,10.0,0.0,0.0,,<5.71,7.26,140.0,150.0,19.6,0.0,0.0,0.0413,0.0351,0.119,0.12,0.001,0.0004,45.94,41.03,0.0,0.0,0.0,0.012,0.0,0.486,0.011,0.006,0.0013,21.18,19.59,0.0511,0.0146,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.012,0.0056,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_104,5.2,14.9,6.4,0.174,0.16,1.03,0.27,45.53,638.0,10.0,6.0,8.59,140.0,221.2,0.35,6.4,6.0,0.0,0.0,,<6.30,<4.60,560.0,530.0,1.1,0.0,0.0,0.0374,0.0339,0.126,0.131,0.0011,0.0004,44.05,41.66,0.0,0.0,0.0,0.01,0.0,0.313,0.022,0.004,0.0035,21.84,20.595,0.0516,0.0428,0.05,,0.002,0.002,0.0,0.007,0.0,0.0,0.016,0.0047,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_103,6.7,14.9,7.0,7.079,0.29,1.48,0.94,68.69,712.0,38.0,6.0,34.2,151.0,219.5,0.65,4.8,10.0,0.0,0.0,,7.16,13.53,1100.0,1100.0,8.0,0.0,0.0,0.0447,0.0358,0.242,0.239,0.0,0.0006,63.29,58.71,0.0,0.0,0.0,0.015,0.0,0.943,0.013,0.006,0.002,24.04,22.556,0.0628,0.0372,0.0,,0.002,0.0,0.009,0.003,0.0,0.0,0.023,0.0116,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_34,6.8,22.6,6.9,2.117,0.23,1.21,0.45,52.03,620.0,32.0,5.0,20.9,146.0,223.7,0.42,5.9,7.0,0.0,0.0005,,<3.24,9.32,400.0,460.0,3.7,0.0,0.0,0.0407,0.0344,0.178,0.182,0.0009,0.0003,51.1,47.98,0.0,0.0,0.0,0.018,0.0,0.649,0.014,0.007,0.0012,22.65,21.673,0.0691,0.0462,0.0,,0.002,0.002,0.0,0.004,0.0,0.0,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_37,7.5,17.6,6.65,6.492,0.63,1.73,1.21,37.09,370.0,17.0,10.0,9.87,116.0,70.5,0.59,3.8,6.0,0.0,0.0007,0.0,,,7500.0,,1.1,0.0,0.0,0.0187,0.015,0.165,0.165,0.0007,0.0003,43.99,36.66,0.0,0.0,0.0,0.013,0.0,0.209,0.019,0.004,0.0012,15.18,13.192,0.0219,0.0117,0.0,,0.002,0.002,0.005,0.003,0.0,0.0,0.029,0.0195,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_73,7.7,16.3,6.53,6.236,0.2,1.26,0.76,37.53,340.0,19.0,5.0,14.3,115.0,71.3,0.61,3.6,5.0,0.0,0.0,0.0,,,5300.0,,1.3,0.0,0.0,0.0188,0.0155,0.145,0.146,0.0007,0.0005,44.44,40.76,0.0,0.0,0.0,0.014,0.0,0.322,0.021,0.005,0.0016,15.07,14.167,0.0243,0.0159,0.0,,0.002,0.0,0.014,0.011,0.0,0.0,0.027,0.0213,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_46,6.5,17.6,6.62,6.583,0.59,1.55,1.23,41.0,404.0,31.0,0.0,18.9,118.0,82.2,0.69,4.3,5.0,0.0,0.0,0.0,,,3000.0,,1.7,0.0,0.0,0.0214,0.0142,0.175,0.174,0.0007,0.0005,46.71,42.68,0.0,0.0009,0.0,0.018,0.0,0.542,0.022,0.011,0.0033,16.15,15.231,0.0292,0.0175,0.0,,0.005,0.003,0.007,0.002,0.0,0.0,0.046,0.0238,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_35,9.1,14.3,6.77,0.283,0.07,0.38,0.06,20.14,208.0,10.0,7.0,6.01,111.0,12.5,0.14,1.6,0.0,0.0,0.0,,<1.90,<3.85,370.0,,0.6,0.0,0.0,0.0208,0.0185,0.027,0.029,0.0,0.0,34.7,30.61,0.0,0.0,0.0,0.011,0.0,0.149,0.006,0.003,0.0009,10.95,10.102,0.0071,0.0028,0.0,,0.0,0.0,0.009,0.0,0.0,0.0,0.007,0.0054,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_102,9.4,13.5,6.56,0.287,0.28,0.32,0.07,20.74,204.0,9.0,0.0,9.42,111.0,12.3,0.13,1.6,0.0,0.0,0.0,0.0,2.01,<3.85,180.0,,1.0,0.0,0.0,0.0219,0.0194,0.027,0.027,0.0005,0.0003,35.0,32.09,0.0,0.0,0.0,0.01,0.0,0.203,0.007,0.004,0.0011,11.13,10.54,0.0151,0.0057,0.0,,0.0,0.0,0.006,0.0,0.0,0.0,0.012,0.0063,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_36,8.2,17.6,6.42,5.146,0.73,1.57,1.21,33.94,330.0,7.0,3.0,5.8,117.0,55.3,0.55,3.5,7.0,0.0,0.0004,0.0,2.97,6.05,9200.0,,0.6,0.0,0.0,0.0177,0.0145,0.166,0.163,0.0006,0.0004,41.16,35.62,0.0,0.0,0.0,0.012,0.0,0.156,0.018,0.004,0.0013,14.0,12.381,0.0154,0.0081,0.05,,0.0,0.0,0.012,0.009,0.0,0.0,0.029,0.0235,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_101,7.6,18.0,6.31,6.474,0.72,1.94,1.32,35.66,362.0,17.0,9.0,7.79,117.0,61.8,0.61,3.7,5.0,0.0,0.0004,0.0,,,2200.0,,0.5,0.0,0.002,0.0172,0.0142,0.163,0.17,0.0007,0.0003,42.12,37.32,0.0,0.0,0.0,0.01,0.0,0.188,0.021,0.004,0.0014,14.38,12.873,0.0189,0.0116,0.0,,0.002,0.0,0.003,0.005,0.0,0.0,0.029,0.0245,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_96,8.9,13.5,6.42,1.678,0.15,1.32,0.5,52.37,708.0,20.0,5.0,15.5,153.0,239.6,0.42,5.5,5.0,0.0,0.0004,,<3.43,7.78,800.0,890.0,2.8,0.0,0.0,0.0358,0.0296,0.173,0.175,0.0008,0.0006,53.39,47.43,0.0,0.0,0.0,0.012,0.0,0.378,0.014,0.007,0.0025,23.43,21.163,0.0389,0.0196,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.016,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10 00:00:00,ww_92,5.3,19.5,6.9,6.731,0.63,1.69,1.74,70.57,486.0,13.0,5.0,8.36,113.0,94.3,0.73,4.1,7.0,0.0,0.0008,0.0,,,230.0,,4.7,0.0,0.0,0.0186,0.0137,0.207,0.21,0.0006,0.0005,46.68,41.1,0.0,0.0009,0.0,0.016,0.0,0.251,0.012,0.008,0.0027,16.37,14.594,0.0227,0.0163,0.0,,0.005,0.004,0.0,0.0,0.0,0.0,0.034,0.0232,,,,,,
2005-10-17 00:00:00,ww_74,6.9,14.9,7.2,0.312,0.05,0.23,0.01,24.49,186.0,0.0,0.0,1.84,110.0,12.9,0.1,1.5,4.0,0.0,0.0,,2.61,<3.85,<10,<10,1.0,0.0,0.0,0.021,0.0191,0.03,0.027,0.0004,0.0,32.71,30.59,0.0,0.0,0.0,0.014,0.0,0.068,0.003,0.004,0.0027,10.71,10.153,0.0029,0.0015,0.0,,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0038,,,,,,
2005-10-17 00:00:00,ww_100,8.4,14.1,7.0,1.917,0.19,0.54,0.34,30.61,230.0,0.0,0.0,4.87,112.0,29.5,0.27,2.3,0.0,0.0,0.0008,,<2.02,4.28,460.0,230.0,1.1,0.0,0.0,0.0209,0.0178,0.057,0.056,0.0004,0.0,35.47,33.34,0.0,0.0,0.0,0.015,0.003,0.167,0.007,0.009,0.0015,11.84,11.231,0.0108,0.006,0.0,,0.0,0.0,0.007,0.0,0.0,0.0,0.023,0.0108,,,,,,
2005-10-17 00:00:00,ww_39,6.7,12.8,7.1,4.585,0.31,1.03,0.84,37.45,280.0,10.0,0.0,9.75,114.0,56.4,0.45,3.3,4.0,0.0,0.0006,0.0,,,850.0,810.0,1.7,0.0,0.0,0.0198,0.0153,0.107,0.104,0.0004,0.0004,40.18,36.2,0.0,0.0,0.0,0.016,0.0,0.301,0.013,0.008,0.0025,13.54,12.699,0.0144,0.0085,0.0,,0.003,0.002,0.012,0.009,0.0,0.0,0.029,0.0157,,,,,,
2005-10-17 00:00:00,ww_108,7.9,17.2,7.3,4.12,0.26,0.97,0.58,36.64,272.0,15.0,0.0,11.8,114.0,54.4,0.44,3.2,0.0,0.0,0.0005,0.0,,,280.0,160.0,1.8,0.0,0.0,0.0206,0.0157,0.1,0.098,0.0007,0.0004,39.9,36.18,0.0,0.0,0.0,0.015,0.002,0.333,0.012,0.01,0.0026,13.53,12.673,0.0163,0.009,0.0,,0.002,0.002,0.011,0.008,0.0,0.0,0.03,0.0128,,,,,,
2005-10-17 00:00:00,ww_99,5.1,14.3,7.2,4.317,0.3,1.03,0.52,38.14,290.0,15.0,0.0,9.63,113.0,55.8,0.41,3.2,0.0,0.0,0.0006,0.4,,,200.0,150.0,2.1,0.0,0.0,0.0194,0.0153,0.102,0.103,0.0,0.0003,38.92,37.11,0.0,0.0,0.0,0.018,0.0,0.289,0.009,0.007,0.0035,13.38,12.987,0.0155,0.01,0.0,,0.005,0.0,0.009,0.0,0.0,0.0,0.076,0.0149,,,,,,
2005-10-17 00:00:00,ww_40,7.4,16.8,7.4,4.387,0.35,1.04,0.56,37.51,306.0,19.0,0.0,14.6,115.0,56.5,0.45,3.4,3.0,0.0,0.0007,0.0,,,230.0,,1.8,0.0,0.0,0.0212,0.0151,0.1,0.1,0.0,0.0004,39.18,35.61,0.0,0.0,0.0,0.015,0.0,0.382,0.008,0.01,0.002,13.51,12.537,0.0178,0.0101,0.0,,0.004,0.002,0.009,0.0,0.0,0.0,0.033,0.0124,,,,,,
2005-10-17 00:00:00,ww_75,6.4,22.8,6.81,3.902,0.27,1.04,0.57,39.63,262.0,4.0,0.0,7.89,115.0,53.7,0.45,3.2,0.0,0.0,0.0005,0.0,2.42,7.43,200.0,,4.1,0.0,0.0,0.0185,0.015,0.109,0.109,0.0004,0.0005,40.17,36.11,0.0,0.0,2.0,0.014,0.0,0.224,0.007,0.008,0.0031,13.47,12.625,0.0193,0.0093,0.0,,0.003,0.002,0.024,0.008,0.0,0.0,0.027,0.016,,,,,,
2005-10-17 00:00:00,ww_41,7.4,20.8,6.95,8.533,0.2,1.2,1.62,63.34,394.0,10.0,3.0,7.71,104.0,80.0,0.79,4.2,4.0,0.003,0.0009,0.4,<2.37,7.21,3300.0,,2.0,0.0,0.0,0.0156,0.0109,0.161,0.152,0.0005,0.0005,42.46,38.97,0.0,0.0009,0.0,0.013,0.0,0.257,0.025,0.007,0.0024,15.01,14.003,0.0159,0.0083,0.0,,0.004,0.003,0.019,0.0,0.0,0.0,0.033,0.017,,,,,,
2005-10-17 00:00:00,ww_92,5.7,21.8,7.14,5.97,0.21,1.18,1.38,73.01,418.0,10.0,0.0,6.22,120.0,86.0,0.68,4.1,12.0,0.0,0.0006,0.0,<2.47,7.34,360.0,,4.8,0.0,0.003,0.0162,0.0122,0.183,0.173,0.0007,0.0006,45.03,41.03,0.0,0.0,0.0,0.013,0.0,0.192,0.013,0.007,0.0033,16.01,14.714,0.0229,0.0163,0.0,,0.005,0.005,0.018,0.009,0.0,0.0,0.031,0.021,,,,,,
2005-10-17 00:00:00,ww_42,6.2,21.2,6.93,7.381,0.5,1.5,0.78,67.68,422.0,9.0,4.0,7.34,116.0,89.4,0.73,4.1,11.0,0.0,0.001,0.0,,,3600.0,,2.0,0.0,0.0,0.0177,0.013,0.254,0.235,0.0006,0.0005,47.36,42.86,0.0,0.0009,0.0,0.015,0.0,0.26,0.021,0.008,0.0015,16.48,15.31,0.0197,0.0147,0.0,,0.006,0.005,0.013,0.003,0.0,0.0,0.038,0.0215,,,,,,
2005-10-17 00:00:00,ww_48,6.9,12.5,7.12,6.28,0.41,1.37,1.34,77.57,422.0,10.0,0.0,10.3,124.0,89.2,0.75,4.4,11.0,0.0,0.0009,0.3,,,1700.0,,3.1,0.0,0.0,0.0172,0.0122,0.265,0.255,0.0,0.0006,44.96,42.07,0.0,0.0,0.0,0.013,0.0,0.301,0.016,0.009,0.0018,16.06,14.977,0.0218,0.0146,0.0,,0.006,0.005,0.025,0.0,0.0,0.0,0.036,0.0214,,,,,,
2005-10-24 00:00:00,ww_49,9.4,12.8,7.6,0.312,0.25,0.27,0.0,23.06,192.0,5.0,0.0,4.3,110.0,22.5,0.12,1.5,0.0,0.0,0.0,,<2.85,<3.75,<10,9.0,1.2,0.0,0.0,0.0218,0.0181,0.029,0.028,0.0,0.0,33.7,30.03,0.0,0.0012,0.0,0.01,0.0,0.122,0.003,0.004,0.003,11.59,10.514,0.0058,0.0029,0.0,,0.0,0.0,0.0,0.006,0.0,0.0,0.01,0.0049,,,,,,
