collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,alk,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,benzene,ethylbenzene,toluene,xylenes(total),o_xylene,m__and/or_p_xylenes
2005-03-07 00:00:00,ww_22,11.2,10.4,7.21,4.806,0.09,0.97,0.58,101.4,992.0,11.0,0.0,14.0,220.0,367.2,0.34,7.0,6.0,0.003,0.0006,,4.76,8.41,500.0,370.0,11.3,0.0,0.0,0.0454,0.0392,0.178,0.177,0.0,0.0003,95.21,89.59,0.0,0.0,0.0,0.018,0.0,0.64,0.017,0.007,0.0038,41.76,39.46,0.0632,0.0423,0.0,,0.003,0.0,0.019,0.025,0.0,0.0,0.044,0.0249,,,,,,
2005-03-07 00:00:00,ww_23,11.3,7.9,7.15,4.534,0.1,1.1,0.55,100.01,1056.0,13.0,0.0,15.3,222.0,378.9,0.34,7.0,7.0,0.002,0.001,,4.13,6.91,360.0,400.0,15.5,0.0,0.0,0.0437,0.039,0.168,0.17,0.0,0.0,92.85,89.19,0.0,0.0,0.0,0.023,0.0,0.615,0.013,0.007,0.0036,40.7,39.71,0.0618,0.0427,0.11,0.0,0.003,0.0,0.0,0.004,0.0,0.0,0.034,0.0163,,,,,,
2005-03-07 00:00:00,ww_29,11.6,8.2,7.26,4.681,0.07,0.99,0.53,99.14,1056.0,10.0,0.0,12.8,221.0,396.2,0.33,7.0,6.0,0.002,0.0007,,<3.87,10.12,90.0,,18.6,0.0,0.0,0.0439,0.0397,0.163,0.164,0.0006,0.0,96.23,91.91,0.0,0.0,0.0,0.019,0.0,0.48,0.026,0.007,0.0038,41.44,40.301,0.0609,0.0417,0.08,,0.003,0.002,0.011,0.015,0.0,0.0,0.032,0.0204,,,,,,
2005-03-07 00:00:00,ww_91,12.0,6.0,7.22,4.422,0.05,1.12,0.5,250.58,1040.0,12.0,0.0,9.23,221.0,377.9,0.33,7.0,48.0,0.002,0.0007,,<7.98,13.98,40.0,40.0,25.6,0.0,0.0,0.0419,0.0376,0.168,0.166,0.0004,0.0,92.43,89.7,0.0,0.0,0.0,0.011,0.0,0.319,0.011,0.007,0.0056,40.38,39.122,0.0493,0.0339,0.0,,0.002,0.0,0.012,0.015,0.0,0.0,0.031,0.0171,,,,,,
2005-03-07 00:00:00,ww_79,12.0,7.6,7.49,0.566,0.1,1.21,0.11,111.69,1796.0,37.0,8.0,29.8,206.0,855.7,0.15,7.0,7.0,0.003,0.0007,,<7.72,8.3,70.0,,17.0,0.0,0.0,0.0612,0.054,0.068,0.062,0.0,0.0,102.95,95.8,0.0,0.0,0.0,0.021,0.0,0.968,0.016,0.009,0.0026,44.6,42.522,0.1024,0.0676,0.0,,0.002,0.0,0.01,0.009,0.0,0.0,0.026,0.0061,,,,,,
2005-03-07 00:00:00,ww_80,10.7,8.5,7.36,5.331,0.06,1.05,1.2,94.82,1124.0,10.0,5.0,4.03,173.0,490.8,0.41,6.0,5.0,0.003,0.0007,,<8.66,11.32,540.0,,7.5,0.0,0.0,0.0399,0.0361,0.158,0.155,0.0,0.0,86.25,81.66,0.0,0.0,4.0,0.015,0.0,0.204,0.037,0.006,0.0037,33.85,32.621,0.0551,0.0251,0.0,,0.002,0.0,0.013,0.004,0.0,0.0,0.047,0.0262,,,,,,
2005-03-07 00:00:00,ww_18,11.1,8.2,7.18,6.04,0.04,1.16,1.32,92.89,1118.0,4.0,0.0,5.89,172.0,484.3,0.43,7.0,4.0,0.003,0.0007,,<8.61,14.55,470.0,,12.6,0.0,0.0,0.0395,0.0352,0.159,0.155,0.0,0.0,87.78,82.84,0.01,0.0042,0.0,0.014,0.002,0.229,0.034,0.007,0.0051,34.11,32.61,0.0494,0.0283,0.13,0.0,0.004,0.004,0.003,0.01,0.0,0.0,0.041,0.0251,,,,,,
2005-03-07 00:00:00,ww_90,11.2,6.0,7.28,0.558,0.05,0.82,0.09,73.48,1052.0,4.0,0.0,7.71,227.0,415.2,0.14,7.0,3.0,0.002,0.0004,,<7.66,<6.51,40.0,,13.2,0.0,0.0,0.0773,0.0706,0.038,0.033,0.0,0.0,90.15,85.79,0.0,0.0,0.0,0.015,0.0,0.488,0.022,0.009,0.0056,40.08,38.497,0.0738,0.0592,0.0,,0.002,0.0,0.011,0.007,0.0,0.0,0.02,0.0092,,,,,,
2005-03-07 00:00:00,ww_110,9.7,6.2,7.19,1.045,0.14,1.49,0.1,149.39,1570.0,20.0,5.0,14.5,238.0,641.1,0.17,12.0,5.0,0.003,0.001,,<9.31,8.79,360.0,,21.8,0.0,0.0,0.0657,0.0593,0.046,0.043,0.0,0.0,121.95,119.0,0.0,0.0,0.0,0.011,0.0,0.879,0.059,0.009,0.0025,46.58,45.287,0.1004,0.0797,0.06,,0.003,0.002,0.007,0.011,0.0,0.0,0.062,0.0267,,,,,,
2005-03-07 00:00:00,ww_89,7.7,10.1,7.34,6.48,0.22,1.63,2.12,88.58,900.0,11.0,4.0,8.0,198.0,291.9,0.57,10.0,8.0,0.004,0.0009,,<6.71,10.06,2000.0,,14.1,0.0,0.0,0.0377,0.0335,0.241,0.2,0.0,0.0,86.14,82.16,0.0,0.0,0.0,0.018,0.0,0.453,0.041,0.008,0.0039,34.13,32.787,0.0607,0.0465,0.06,,0.003,0.0,0.013,0.011,0.0,0.0,0.084,0.0525,,,,,,
2005-03-07 00:00:00,ww_64,11.2,6.8,7.34,4.852,0.35,1.76,1.06,96.68,972.0,24.0,5.0,20.5,185.0,374.0,0.37,8.0,5.0,0.003,0.0011,,<7.43,8.3,1100.0,,35.4,0.0,0.0,0.0471,0.0405,0.13,0.109,0.0,0.0004,85.12,81.5,0.0,0.0,0.0,0.014,0.0,0.873,0.029,0.014,0.0036,33.72,32.667,0.0911,0.0646,0.06,,0.002,0.0,0.007,0.011,0.0,0.0,0.059,0.0308,,,,,,
2005-03-07 00:00:00,ww_92,6.4,11.0,7.1,5.725,1.41,3.09,0.8,115.54,846.0,16.0,0.0,15.5,185.0,282.0,0.74,8.0,11.0,0.004,0.0011,2.6,,,160.0,,2.9,0.0,0.0,0.0282,0.0246,0.24,0.234,0.0005,0.0,81.58,76.56,0.0,0.0015,0.0,0.021,0.0,0.512,0.139,0.009,0.004,31.34,30.189,0.0504,0.0448,0.0,,0.008,0.006,0.009,0.009,0.0,0.0,0.046,0.0302,,,,,,
2005-03-14 00:00:00,ww_106,13.1,5.4,7.55,6.206,0.39,1.11,1.2,73.17,1666.0,53.0,14.0,44.8,200.0,850.3,0.41,7.0,7.0,0.006,0.0014,,<9.00,16.81,3200.0,,22.3,0.0,0.0,0.0758,0.0664,0.179,0.181,0.0007,0.0,99.42,96.66,0.0,0.0,2.0,0.045,0.002,1.961,0.023,0.005,0.0046,42.86,41.994,0.1143,0.094,0.0,,0.003,0.0,0.013,0.012,0.0,0.0,0.044,0.0199,,,,,,
2005-03-14 00:00:00,ww_31,14.1,3.3,7.11,0.248,0.05,0.6,0.08,79.33,1003.0,20.0,6.0,12.3,208.0,466.8,0.19,7.0,5.0,0.003,0.0007,,<5.96,4.52,680.0,,18.7,0.0,0.0,0.0431,0.0412,0.078,0.076,0.0006,0.0005,83.69,81.34,0.0,0.0009,0.0,0.033,0.0,0.737,0.02,0.005,0.0064,37.76,37.359,0.0681,0.053,0.0,,0.002,0.0,0.0,0.002,0.0,0.0,0.025,0.0074,,,,,,
2005-03-14 00:00:00,ww_32,14.0,1.8,7.07,0.494,0.32,1.37,0.08,95.02,1156.0,18.0,8.0,17.3,239.0,552.9,0.22,7.0,6.0,0.003,0.0013,,9.66,<10.46,670.0,,8.3,0.0,0.0,0.0516,0.0502,0.106,0.107,0.0005,0.0004,99.06,100.2,0.0,0.0,0.0,0.026,0.0,0.834,0.026,0.005,0.0049,43.82,44.578,0.1195,0.1069,0.0,,0.002,0.0,0.006,0.01,0.0,0.0,0.025,0.011,,,,,,
2005-03-14 00:00:00,ww_105,13.2,6.1,7.18,4.486,0.17,1.64,0.73,80.9,890.0,22.0,6.0,4.94,202.0,434.6,0.41,7.0,5.0,0.002,0.0008,,<5.99,5.53,70.0,,29.2,0.0,0.0,0.0388,0.0367,0.135,0.135,0.0,0.0,83.78,83.04,0.0,0.0008,3.0,0.054,0.0,0.582,0.016,0.005,0.0053,37.75,37.721,0.0631,0.0249,0.0,,0.002,0.0,0.012,0.011,0.0,0.0,0.046,0.0203,,,,,,
2005-03-14 00:00:00,ww_104,11.7,6.3,7.11,3.478,0.09,1.35,0.6,82.47,1166.0,14.0,9.0,11.4,209.0,500.4,0.37,7.0,5.0,0.004,0.0013,,<5.70,8.5,60.0,,25.4,0.0,0.0,0.0403,0.0381,0.127,0.123,0.0005,0.0,87.27,83.16,0.0,0.0015,0.0,0.024,0.0,0.511,0.028,0.003,0.0064,38.67,37.756,0.0659,0.0366,0.0,,0.0,0.0,0.005,0.006,0.0,0.0,0.042,0.0172,,,,,,
2005-03-14 00:00:00,ww_103,13.0,6.7,7.36,4.029,0.28,1.05,0.61,88.41,2354.0,26.0,9.0,23.2,210.0,1346.3,0.31,7.0,9.0,0.009,0.0028,,<12.74,<13.62,550.0,,23.1,0.0,0.0,0.0737,0.0692,0.137,0.135,0.0011,0.0003,110.69,107.53,0.0,0.0007,0.0,0.03,0.0,0.957,0.014,0.006,0.0057,45.04,44.204,0.109,0.0819,0.0,,0.003,0.0,0.006,0.009,0.0,0.0,0.032,0.0139,,,,,,
2005-03-14 00:00:00,ww_34,12.6,5.4,7.97,3.62,0.15,1.32,0.5,84.27,1328.0,18.0,9.0,12.2,214.0,693.8,0.36,6.0,6.0,0.005,0.0021,,<7.94,<10.67,2300.0,,22.5,0.0,0.0,0.0475,0.0457,0.132,0.127,0.0005,0.0003,93.29,91.42,0.0,0.0,0.0,0.022,0.0,0.426,0.011,0.005,0.0049,40.51,40.22,0.0677,0.049,0.0,,0.0,0.0,0.0,0.007,0.0,0.0,0.03,0.0173,,,,,,
2005-03-14 00:00:00,ww_37,8.4,9.2,7.32,6.409,4.01,5.81,1.35,66.09,726.0,14.0,8.0,8.35,184.0,324.5,0.72,9.0,10.0,0.005,0.0017,0.0,,,2000.0,,5.9,0.0,0.0,0.0276,0.0267,0.194,0.182,0.0005,0.0,72.4,70.28,0.0,0.0,0.0,0.034,0.0,0.238,0.035,0.003,0.0036,28.5,27.686,0.0245,0.019,0.0,,0.002,0.0,0.013,0.005,0.0,0.0,0.044,0.0304,,,,,,
2005-03-14 00:00:00,ww_73,7.7,9.9,7.31,7.422,2.05,3.39,1.13,65.73,832.0,8.0,6.0,4.45,183.0,412.4,0.74,9.0,11.0,0.006,0.0016,0.0,,,860.0,,5.9,0.0,0.0,0.0274,0.0256,0.178,0.171,0.0004,0.0,72.4,68.92,0.0,0.0013,0.0,0.039,0.0,0.269,0.042,0.004,0.0049,27.91,27.158,0.0246,0.0209,0.0,,0.003,0.002,0.0,0.006,0.0,0.0,0.059,0.0284,,,,,,
2005-03-14 00:00:00,ww_46,6.8,9.3,7.34,5.184,3.02,4.53,1.13,67.87,902.0,14.0,5.0,11.6,176.0,260.1,0.72,9.0,13.0,0.012,0.0031,0.0,,,600.0,,7.6,0.0,0.0,0.0307,0.0276,0.189,0.183,0.0,0.0003,73.08,70.22,0.0,0.0009,0.0,0.026,0.0,0.372,0.044,0.007,0.0037,28.38,27.672,0.0366,0.0318,0.0,,0.003,0.003,0.018,0.0,0.0,0.0,0.073,0.0325,,,,,,
2005-03-14 00:00:00,ww_102,11.0,8.7,7.31,5.239,3.26,5.35,1.22,64.09,644.0,11.0,9.0,7.32,172.0,204.3,0.76,10.0,14.0,0.006,0.0017,0.0,<5.28,9.67,980.0,,39.8,0.0,0.0,0.0228,0.0223,0.21,0.2,0.0005,0.0004,67.26,64.51,0.0,0.0009,0.0,0.018,0.0,0.171,0.033,0.004,0.0047,25.44,24.807,0.0196,0.0145,0.0,,0.003,0.002,0.011,0.003,0.0,0.0,0.048,0.0345,,,,,,
2005-03-14 00:00:00,ww_36,8.4,10.3,6.87,5.676,3.31,5.28,1.55,59.75,532.0,18.0,9.0,5.44,171.0,199.8,0.82,10.0,13.0,0.005,0.0011,0.0,<3.98,10.0,2800.0,,5.4,0.0,0.0,0.0227,0.021,0.234,0.224,0.0,0.0,64.78,60.0,0.0,0.0009,0.0,0.023,0.0,0.2,0.033,0.003,0.0049,24.22,23.503,0.0192,0.0127,0.0,,0.003,0.0,0.011,0.003,0.0,0.0,0.059,0.0388,,,,,,
2005-03-14 00:00:00,ww_101,7.9,9.9,6.64,5.779,4.8,6.81,1.54,183.58,616.0,3.0,0.0,5.31,178.0,220.7,0.79,10.0,13.0,0.006,0.0014,0.0,,,3500.0,,12.8,0.0,0.0,0.0228,0.0216,0.21,0.207,0.0004,0.0,67.26,63.37,0.0,0.0009,0.0,0.021,0.0,1.21,0.038,0.005,0.0034,25.16,24.624,0.0268,0.0154,0.0,,0.003,0.0,0.008,0.006,0.0,0.0,0.052,0.0358,,,,,,
2005-03-14 00:00:00,ww_96,13.7,3.8,6.75,3.674,0.1,1.19,0.53,87.34,1412.0,17.0,5.0,8.4,213.0,727.8,0.35,7.0,7.0,0.003,0.0013,,<6.36,<6.81,390.0,,21.3,0.0,0.0,0.0483,0.0454,0.129,0.126,0.0005,0.0003,92.33,89.44,0.0,0.0008,0.0,0.032,0.0,0.5,0.012,0.005,0.0026,40.14,39.892,0.0693,0.0498,0.0,,0.0,0.0,0.01,0.008,0.0,0.0,0.037,0.0185,,,,,,
2005-03-14 00:00:00,ww_92,7.2,11.6,7.36,8.299,1.07,2.35,0.95,100.08,708.0,15.0,7.0,8.18,170.0,274.7,0.8,8.0,11.0,0.006,0.0014,0.0,,,760.0,,4.7,0.0,0.0,0.0246,0.0214,0.23,0.223,0.0006,0.0,78.16,73.93,0.0,0.0018,0.0,0.031,0.0,0.473,0.024,0.008,0.0059,30.4,29.667,0.0531,0.0456,0.0,,0.006,0.004,0.01,0.006,0.0,0.0,0.063,0.0299,,,,,,
2005-03-21 00:00:00,ww_74,12.1,5.0,8.1,3.095,1.59,2.28,0.59,48.43,514.0,6.0,0.0,6.14,150.0,249.8,0.46,6.0,10.0,0.005,0.0016,,<3.52,5.13,4300.0,,3.9,0.0,0.0,0.0261,0.0241,0.116,0.116,0.0,0.0003,61.1,56.21,0.0,0.0,0.0,0.018,0.0,0.165,0.019,0.006,0.0039,22.17,20.797,0.0298,0.0582,0.0,,0.005,0.002,0.009,0.009,0.0,0.0,0.036,0.0227,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_100,13.0,4.3,7.9,1.849,0.87,1.3,0.32,37.79,470.0,0.0,0.0,3.48,132.0,172.3,0.29,5.0,8.0,0.002,0.0008,,<2.89,4.82,30.0,,1.7,0.0,0.0,0.0251,0.0231,0.072,0.062,0.0,0.0007,52.4,48.74,0.0,0.0,0.0,0.017,0.0,0.152,0.012,0.006,0.0018,18.23,17.307,0.0171,0.0105,0.08,,0.003,0.0,0.008,0.0,0.0,0.0,0.03,0.0141,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_39,11.5,5.1,7.8,4.919,4.29,5.31,1.28,64.53,632.0,13.0,6.0,12.0,175.0,269.6,0.76,9.0,14.0,0.005,0.0016,1.8,,,9700.0,,11.4,0.0,0.0,0.0279,0.0231,0.178,0.18,0.0005,0.0007,72.18,65.79,0.0,0.0007,0.0,0.02,0.0,0.4,0.046,0.009,0.0029,27.7,25.499,0.0418,0.032,0.0,,0.006,0.002,0.013,0.012,0.0,0.0,0.065,0.0357,0.0,0.0,2.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_108,9.2,7.6,7.8,5.135,3.19,4.72,1.23,64.89,610.0,25.0,8.0,16.7,171.0,262.1,0.72,8.0,13.0,0.003,0.0019,0.0,,,1500.0,,10.0,0.0,0.0,0.028,0.0227,0.166,0.146,0.0004,0.0007,71.15,65.01,0.0,0.0,0.0,0.024,0.0,0.37,0.033,0.009,0.0023,27.46,25.142,0.0532,0.0429,0.06,,0.006,0.003,0.004,0.01,0.0,0.0,0.055,0.0309,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_99,6.9,6.5,7.6,4.969,2.7,4.99,1.22,166.6,684.0,18.0,11.0,9.07,177.0,278.6,0.73,9.0,15.0,0.006,0.0016,0.0,,,220.0,,19.9,0.0,0.0,0.0283,0.0235,0.17,0.156,0.0004,0.0004,74.66,69.06,0.0,0.0,0.0,0.014,0.0,0.404,0.03,0.01,0.002,28.06,26.523,0.0375,0.0292,0.09,,0.006,0.003,0.006,0.012,0.0,0.0,0.039,0.0261,0.0,0.0,4.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_40,6.7,4.0,7.3,5.279,3.09,4.67,1.33,65.53,652.0,25.0,7.0,16.4,169.0,271.3,0.76,8.0,13.0,0.004,0.0018,2.3,,,450.0,,12.0,0.0,0.0,0.0301,0.0224,0.17,0.155,0.0005,0.0005,73.97,65.88,0.0,0.0,0.0,0.013,0.0,0.576,0.036,0.012,0.0024,28.08,25.308,0.0375,0.0277,0.08,,0.006,0.004,0.008,0.011,0.0,0.0,0.065,0.0398,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_75,5.4,9.6,7.09,5.107,2.55,3.71,1.12,68.74,708.0,14.0,7.0,8.87,175.0,308.7,0.7,8.0,16.0,0.004,0.0014,0.0,<4.21,8.87,<10,,20.8,0.0,0.0,0.0285,0.0243,0.178,0.162,0.0,0.0005,74.1,69.81,0.0,0.0,0.0,0.044,0.0,0.371,0.025,0.008,0.0019,28.54,26.764,0.0315,0.0246,0.06,,0.004,0.002,0.016,0.006,0.0,0.0,0.04,0.0277,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_41,8.1,8.6,7.22,8.949,3.36,4.42,1.24,99.91,650.0,9.0,4.0,5.47,145.0,267.6,0.85,10.0,14.0,0.006,0.0017,0.0,<3.89,10.19,7300.0,,3.9,0.0,0.0,0.02,0.0173,0.201,0.18,0.0,0.0004,69.7,63.38,0.0,0.0019,0.0,0.017,0.0,0.194,0.036,0.009,0.0032,25.79,23.714,0.025,0.0205,0.0,,0.009,0.006,0.009,0.01,0.0,0.0,0.044,0.0327,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_92,7.4,10.5,7.25,8.195,1.07,1.79,1.21,121.0,870.0,15.0,8.0,6.95,166.0,296.0,0.85,8.0,14.0,0.005,0.0015,1.8,<4.33,9.51,60.0,,4.6,0.0,0.0,0.024,0.0204,0.249,0.225,0.0,0.0004,80.96,75.53,0.0,0.0008,0.0,0.012,0.0,0.277,0.026,0.009,0.0031,30.69,28.748,0.047,0.0416,0.06,,0.007,0.005,0.006,0.01,0.0,0.0,0.046,0.0329,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_42,6.9,12.0,7.77,4.506,2.59,3.48,1.01,86.8,784.0,0.0,0.0,5.31,172.0,288.3,0.87,9.0,15.0,0.008,0.0021,2.3,,,270.0,,11.0,0.0,0.0,0.0219,0.0183,0.203,0.18,0.0,0.0004,72.7,65.45,0.0,0.0008,0.0,0.012,0.0,0.244,0.034,0.007,0.0019,27.52,25.159,0.0391,0.0328,0.0,,0.009,0.005,0.009,0.007,0.0,0.0,0.043,0.0312,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21 00:00:00,ww_48,7.1,10.1,7.12,5.691,2.08,3.07,1.26,66.59,822.0,18.0,6.0,16.9,174.0,307.3,0.83,9.0,15.0,0.007,0.0016,2.0,,,150.0,,6.2,0.0,0.0,0.0294,0.0196,0.219,0.195,0.0005,0.0,80.04,71.18,0.005,0.0009,0.0,0.017,0.0,0.79,0.029,0.013,0.0016,30.41,27.642,0.0566,0.0392,0.08,,0.007,0.005,0.0,0.002,0.0,0.0,0.064,0.0306,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_49,12.4,4.4,8.28,0.55,0.12,0.31,0.05,32.58,312.0,5.0,4.0,8.38,106.0,70.9,0.16,3.0,3.0,0.0,0.0003,,<3.50,5.07,9.0,,0.9,0.0,0.0,0.0236,0.0211,0.056,0.051,0.0,0.0,40.45,37.59,0.0,0.0,0.0,0.019,0.0,0.309,0.01,0.005,0.0,12.63,11.844,0.0276,0.0155,0.0,,0.0,0.0,0.012,0.009,0.0,0.0,0.017,0.0058,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_50,11.6,6.4,7.87,0.345,0.21,0.79,0.03,51.87,318.0,0.0,0.0,2.79,125.0,59.5,0.25,5.0,5.0,0.0,0.0004,,<3.47,5.77,20.0,,6.4,0.0,0.0,0.0326,0.0299,0.167,0.16,0.0,0.0005,46.49,45.05,0.0,0.0,0.0,0.019,0.0,0.074,0.007,0.003,0.0014,12.07,11.633,0.0257,0.0051,0.0,,0.0,0.0,0.005,0.006,0.0,0.0,0.011,0.0033,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_86,9.5,8.8,7.47,8.064,0.55,2.04,0.62,107.96,650.0,32.0,16.0,16.9,216.0,161.8,0.74,9.0,8.0,0.009,0.0012,1.8,,,40.0,,42.2,0.0,0.0,0.0325,0.0153,0.405,0.356,0.0004,0.0,89.02,85.39,0.007,0.0,2.0,0.04,0.0,1.47,0.03,0.023,0.0026,30.1,29.103,0.0561,0.0384,0.12,0.22,0.003,0.002,0.014,0.013,0.0,0.0,0.119,0.0288,0.0,0.0,0.0,0.0,0.0,0.0
