collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes(total)(ug/l),o_xylene(ug/l),m__and/or_p_xylenes(ug/l)
2005-08-01 00:00:00,ww_79,2.8,28.7,7.2,0.064,0.1,1.31,0.08,53.81,858.0,10.0,5.0,22.7,116.0,370.8,0.26,8.6,14.0,0.0,0.0004,,<8.40,7.65,80.0,40.0,42.6,0.0,0.0,0.0491,0.0371,0.106,0.091,0.0016,0.0011,48.63,44.59,0.0,0.0,2.0,0.005,0.0,0.784,0.012,0.006,0.0,20.61,19.62,0.1626,0.0137,0.0,,0.003,0.002,0.013,0.002,0.0009,0.0005,0.021,0.0023,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_80,6.8,27.3,7.3,15.295,0.1,1.44,3.06,73.41,628.0,5.0,3.0,2.6,105.0,166.3,0.84,6.2,5.0,0.006,0.003,,<6.54,9.51,180.0,60.0,3.6,0.0,0.0,0.0168,0.0152,0.313,0.309,0.001,0.0007,52.08,50.88,0.0,0.0,3.0,0.009,0.005,0.156,0.056,0.005,0.0,19.91,19.397,0.0361,0.027,0.0,,0.004,0.003,0.017,0.0,0.0013,0.0003,0.048,0.0374,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_18,8.4,24.6,7.6,15.615,0.08,1.65,3.26,73.22,592.0,32.0,4.0,17.3,105.0,147.6,0.87,6.2,2.0,0.005,0.0025,,<6.24,9.9,720.0,710.0,11.8,0.0,0.0,0.0155,0.0137,0.317,0.273,0.0012,0.0007,51.98,49.15,0.0,0.0,2.0,0.015,0.006,0.285,0.048,0.003,0.0,19.05,18.676,0.0325,0.0239,0.0,,0.004,0.003,0.011,0.003,0.0,0.0,0.045,0.0361,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_90,6.1,29.2,8.0,0.263,0.1,0.82,0.1,40.24,540.0,5.0,0.0,2.67,198.0,132.7,0.28,5.7,9.0,0.0,0.0006,,<6.40,5.18,80.0,,5.1,0.0,0.0,0.1001,0.0946,0.094,0.082,0.0007,0.0009,50.11,46.61,0.0,0.0,2.0,0.0,0.0,0.264,0.029,0.003,0.0,26.31,25.516,0.1801,0.1601,0.0,,0.002,0.0,0.018,0.006,0.0,0.0,0.012,0.0021,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_110,2.8,30.0,7.4,0.861,1.91,3.46,0.45,40.2,762.0,25.0,4.0,17.4,196.0,263.5,0.52,9.2,22.0,0.004,0.0013,,<8.15,7.32,3600.0,,4.2,0.0,0.0,0.0531,0.0448,0.076,0.073,0.0011,0.001,58.45,55.84,0.0,0.0,3.0,0.012,0.0,1.586,0.168,0.003,0.0,19.09,19.076,0.2091,0.1886,0.0,,0.004,0.002,0.017,0.01,0.0008,0.0003,0.017,0.0047,0.0,0.0,3.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_89,6.9,30.4,7.6,12.937,0.16,2.26,3.86,60.24,506.0,7.0,0.0,3.67,105.0,108.1,0.9,6.6,6.0,0.008,0.0046,,<5.71,11.19,500.0,,1.4,0.0,0.0,0.0175,0.0163,0.383,0.385,0.001,0.0009,43.65,41.63,0.0,0.0,3.0,0.009,0.007,0.15,0.041,0.003,0.0,15.25,14.82,0.0196,0.0158,0.0,,0.003,0.002,0.015,0.0,0.0008,0.0005,0.058,0.0489,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_64,9.0,30.6,7.7,14.247,0.24,1.69,3.54,63.92,540.0,21.0,6.0,17.6,96.0,135.1,0.87,6.7,9.0,0.005,0.0014,,<6.18,11.79,1100.0,,20.5,0.0,0.0,0.0236,0.0174,0.361,0.348,0.0012,0.0006,46.54,42.26,0.0,0.0,2.0,0.016,0.008,0.557,0.018,0.0,0.0,16.55,16.758,0.0433,0.0211,0.0,,0.004,0.003,0.009,0.008,0.0,0.0,0.051,0.0345,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01 00:00:00,ww_92,5.2,31.6,7.94,4.842,0.55,1.7,1.1,63.63,442.0,9.0,5.0,6.11,111.0,99.6,0.67,4.3,9.0,0.002,0.0009,4.2,,,140.0,,13.8,0.0,0.002,0.019,0.0139,0.233,0.225,0.0013,0.0006,47.09,38.49,0.0,0.0,3.0,0.011,0.001,0.354,0.014,0.005,0.0,16.83,15.025,0.0486,0.0233,0.0,,0.006,0.004,0.013,0.005,0.0008,0.0,0.037,0.0168,,,,,,
2005-08-08 00:00:00,ww_106,9.8,26.0,7.54,15.615,0.25,1.21,3.58,56.17,630.0,24.0,4.0,31.1,123.0,200.1,0.93,4.7,4.0,0.004,0.001,,<7.56,14.77,510.0,,15.8,0.0,0.0,0.0481,0.0394,0.281,0.279,0.0,0.0005,62.05,58.54,0.0,0.0,6.0,0.022,0.011,1.175,0.008,0.009,0.0025,26.01,24.87,0.1183,0.0755,0.0,,0.004,0.0,0.01,0.011,0.0,0.0,0.048,0.0296,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_31,2.9,25.1,7.71,0.228,0.11,0.81,0.34,69.66,876.0,8.0,7.0,4.77,223.0,333.9,0.54,6.9,10.0,0.002,0.0003,,<6.26,8.03,3900.0,,2.3,0.0,0.0,0.0467,0.0442,0.192,0.183,0.0,0.0006,64.34,62.82,0.0,0.0,2.0,0.011,0.002,0.339,0.008,0.008,0.0033,32.81,33.268,0.0442,0.0314,0.0,,0.002,0.0,0.014,0.014,0.0,0.0,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_32,5.9,27.2,8.49,1.746,0.36,1.1,0.6,52.58,712.0,20.0,7.0,19.2,174.0,263.6,0.61,5.8,7.0,0.0,0.0006,,<8.10,8.42,120.0,,6.3,0.0,0.0,0.0361,0.0289,0.175,0.162,0.0,0.0005,60.74,55.7,0.0,0.0,2.0,0.011,0.002,0.809,0.0,0.011,0.0032,29.91,28.417,0.0651,0.0434,0.0,,0.002,0.0,0.007,0.006,0.0,0.0,0.027,0.0068,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_105,7.6,24.8,7.91,10.009,0.11,0.72,2.9,56.8,518.0,7.0,0.0,9.32,128.0,155.1,0.92,3.4,5.0,0.002,0.0008,,<6.63,18.63,270.0,,2.6,0.0,0.0,0.0203,0.0184,0.226,0.218,0.0,0.0,51.15,50.6,0.0,0.0046,2.0,0.009,0.003,0.357,0.013,0.009,0.0049,21.3,21.191,0.0204,0.0141,0.24,0.09,0.002,0.005,0.006,0.01,0.0,0.0,0.032,0.0333,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_104,6.1,25.4,7.69,9.343,0.17,1.44,2.76,55.01,542.0,9.0,0.0,7.0,127.0,165.6,0.89,3.7,3.0,0.002,0.0008,,<5.18,19.58,3200.0,,0.7,0.0,0.0,0.0223,0.0208,0.224,0.221,0.0,0.0003,50.02,49.24,0.0,0.0,2.0,0.007,0.003,0.275,0.0,0.008,0.0021,21.76,21.724,0.0299,0.0242,0.08,,0.002,0.0,0.003,0.005,0.0,0.0,0.026,0.0196,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_34,5.5,23.9,6.64,8.853,0.14,0.8,2.2,58.83,620.0,25.0,10.0,14.2,135.0,202.6,0.82,4.0,11.0,0.002,0.0004,,<5.68,15.56,8500.0,,96.0,0.0,0.0,0.0325,0.0288,0.226,0.224,0.0,0.0003,56.06,54.17,0.0,0.0,8.0,0.008,0.002,0.582,0.0,0.009,0.0025,23.77,23.332,0.0637,0.0353,0.0,,0.002,0.0,0.013,0.012,0.0,0.0,0.026,0.0154,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_37,6.8,24.9,7.06,5.797,1.33,2.11,1.01,39.83,350.0,15.0,4.0,12.1,121.0,72.9,0.67,3.5,5.0,0.002,0.0008,6.5,,,8600.0,8800.0,3.1,0.0,0.0,0.0198,0.0177,0.143,0.124,0.0,0.0,46.87,44.31,0.0,0.0,6.0,0.007,0.0,0.314,0.008,0.007,0.0022,16.4,15.542,0.0164,0.0114,0.0,,0.0,0.0,0.012,0.014,0.0,0.0,0.032,0.0233,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_73,6.1,25.7,7.08,5.457,0.62,1.32,0.55,40.27,336.0,13.0,0.0,10.4,119.0,73.9,0.66,3.1,11.0,0.002,0.0008,0.0,,,4300.0,3800.0,4.5,0.0,0.0,0.0212,0.0185,0.121,0.104,0.0,0.0,46.51,44.79,0.0,0.0,2.0,0.006,0.0,0.373,0.0,0.011,0.0021,15.91,15.265,0.0225,0.022,0.06,,0.002,0.0,0.006,0.008,0.0,0.0,0.027,0.0187,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_46,6.1,25.4,7.34,4.52,0.85,1.47,0.61,41.13,342.0,14.0,5.0,12.7,123.0,73.2,0.65,3.2,11.0,0.002,0.0007,5.0,,,840.0,760.0,5.8,0.0,0.0,0.0217,0.0173,0.133,0.112,0.0,0.0,45.82,43.79,0.0,0.0,7.0,0.012,0.0,0.439,0.0,0.01,0.0025,15.52,15.081,0.0301,0.0253,0.0,,0.003,0.003,0.013,0.008,0.0,0.0,0.035,0.0189,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_35,7.5,26.6,7.7,0.214,0.03,0.15,0.0,22.38,146.0,6.0,3.0,3.09,107.0,12.1,0.11,0.0,2.0,0.0,0.0003,,<3.37,<4.24,30.0,9.0,1.4,0.0,0.0,0.0205,0.0201,0.027,0.019,0.0,0.0,34.25,33.59,0.004,0.0029,6.0,0.007,0.0,0.123,0.0,0.007,0.0018,11.49,11.314,0.0049,0.0028,0.0,,0.002,0.0,0.011,0.01,0.0,0.0,0.007,0.0024,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_102,7.0,28.8,7.5,0.21,0.09,0.15,0.02,24.45,160.0,17.0,4.0,14.1,106.0,12.1,0.11,0.0,9.0,0.0,0.0,0.0,<3.44,<4.26,130.0,160.0,1.6,0.0,0.0,0.0231,0.0213,0.027,0.018,0.0,0.0,35.67,33.74,0.0,0.0,9.0,0.005,0.0,0.592,0.014,0.008,0.001,12.13,11.432,0.016,0.0073,0.0,,0.0,0.0,0.0,0.009,0.0,0.0,0.019,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_36,7.0,27.2,7.1,4.1,0.79,1.4,0.72,35.57,314.0,15.0,3.0,9.71,117.0,53.6,0.57,3.1,7.0,0.002,0.0009,3.8,<4.00,<4.42,7400.0,7600.0,1.3,0.0,0.0,0.0195,0.0176,0.122,0.101,0.0,0.0,43.12,41.56,0.0,0.0,4.0,0.009,0.0,0.276,0.0,0.008,0.003,14.73,14.174,0.016,0.0089,0.0,,0.0,0.0,0.02,0.006,0.0,0.0,0.034,0.0242,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_101,6.8,26.3,7.2,5.333,1.28,2.4,1.03,38.71,346.0,16.0,4.0,10.8,121.0,64.3,0.65,3.5,11.0,0.002,0.0008,6.3,,,8400.0,9000.0,1.0,0.0,0.0,0.0191,0.017,0.132,0.113,0.0,0.0,44.58,42.87,0.0,0.0,2.0,0.006,0.0,0.313,0.0,0.008,0.0037,15.31,14.751,0.0173,0.0123,0.0,,0.002,0.0,0.006,0.011,0.0,0.0,0.032,0.0266,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_96,8.1,24.8,7.6,6.133,0.04,1.21,1.85,60.33,714.0,27.0,16.0,11.7,148.0,237.5,0.75,4.5,11.0,0.002,0.0004,,<6.08,13.67,920.0,,156.6,0.0,0.0,0.0319,0.0279,0.219,0.217,0.0,0.0005,58.65,55.33,0.0,0.0,0.0,0.009,0.0,0.342,0.0,0.009,0.0034,24.68,23.7,0.0504,0.0174,0.0,,0.003,0.002,0.013,0.014,0.0,0.0,0.026,0.0127,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08 00:00:00,ww_92,4.4,32.6,7.14,4.183,0.44,1.37,1.2,61.87,434.0,15.0,5.0,8.0,128.0,91.1,0.73,3.8,6.0,0.002,0.0009,0.0,,,40.0,,8.5,0.0,0.0,0.0187,0.015,0.193,0.192,0.0,0.0,48.26,47.02,0.0,0.0,8.0,0.008,0.002,0.306,0.0,0.008,0.0035,16.93,16.598,0.0186,0.008,0.0,,0.004,0.004,0.012,0.016,0.0,0.0,0.03,0.0158,,,,,,
2005-08-15 00:00:00,ww_74,8.0,23.5,7.2,0.265,0.06,0.13,0.01,24.96,168.0,5.0,0.0,1.99,109.0,14.7,0.11,0.0,6.0,0.0,0.0,,<3.43,<4.26,320.0,,1.4,0.0,0.0,0.0234,0.0209,0.043,0.035,0.0,0.0,34.3,33.25,0.0,0.0,0.0,0.017,0.005,0.104,0.008,0.006,0.0032,11.53,11.369,0.0124,0.0076,0.0,,0.0,0.0,0.008,0.013,0.0,0.0,0.012,0.0069,,,,,,
2005-08-15 00:00:00,ww_100,7.8,24.0,6.36,0.552,0.11,0.2,0.05,27.05,158.0,3.0,3.0,2.7,107.0,19.5,0.14,0.0,11.0,0.0,0.0,,<3.52,<4.29,250.0,,1.6,0.0,0.0,0.0223,0.0195,0.045,0.04,0.0,0.0003,34.33,33.7,0.0,0.0,0.0,0.014,0.004,0.159,0.011,0.005,0.0052,11.42,11.41,0.0304,0.0233,0.0,,0.0,0.0,0.014,0.015,0.0,0.0,0.017,0.0069,,,,,,
2005-08-15 00:00:00,ww_39,6.6,23.5,6.46,2.706,0.55,1.26,0.45,36.98,290.0,10.0,0.0,10.1,108.0,63.2,0.43,3.6,6.0,0.0,0.0008,0.0,,,980.0,,4.8,0.0,0.0,0.0252,0.0174,0.103,0.098,0.0,0.0,40.01,37.31,0.0,0.0008,0.0,0.018,0.002,0.439,0.022,0.011,0.0065,13.34,12.474,0.0573,0.0417,0.0,,0.002,0.0,0.011,0.009,0.0,0.0,0.04,0.013,,,,,,
2005-08-15 00:00:00,ww_108,5.6,27.9,6.64,3.134,1.07,2.07,0.49,39.21,294.0,9.0,3.0,6.63,114.0,74.1,0.53,4.6,16.0,0.002,0.0,0.0,,,870.0,,13.2,0.0,0.0,0.0222,0.0169,0.133,0.115,0.0,0.0003,40.74,38.48,0.0,0.0007,0.0,0.017,0.004,0.302,0.02,0.007,0.0045,13.55,13.038,0.0369,0.0261,0.05,,0.003,0.002,0.013,0.011,0.0,0.0003,0.03,0.015,,,,,,
2005-08-15 00:00:00,ww_99,5.5,27.3,6.68,3.296,1.15,2.26,0.65,40.44,324.0,11.0,0.0,6.21,121.0,na,0.56,4.4,12.0,0.002,0.0007,1.9,,,290.0,,28.6,0.0,0.0,0.021,0.0168,0.119,0.117,0.0,0.0003,42.37,40.96,0.0,0.0007,2.0,0.015,0.002,0.271,0.018,0.009,0.0049,14.03,13.78,0.0267,0.0165,0.07,,0.003,0.002,0.01,0.008,0.0,0.0,0.027,0.0152,,,,,,
2005-08-15 00:00:00,ww_40,6.8,27.0,6.92,3.382,1.06,2.51,0.64,40.0,314.0,15.0,7.0,7.46,116.0,71.8,0.59,4.8,14.0,0.002,0.0006,0.0,,,400.0,450.0,75.8,0.0,0.0,0.0217,0.0173,0.121,0.12,0.0005,0.0006,42.43,40.87,0.0,0.0,2.0,0.02,0.003,0.27,0.018,0.009,0.0035,14.04,13.728,0.0384,0.0251,0.0,,0.004,0.002,0.011,0.017,0.0,0.0,0.041,0.0168,,,,,,
2005-08-15 00:00:00,ww_75,4.6,32.3,6.05,2.883,0.5,1.0,0.5,39.39,290.0,13.0,0.0,8.1,117.0,55.4,0.5,3.2,8.0,0.0,0.0,3.2,<3.97,5.7,240.0,220.0,9.8,0.0,0.0,0.0226,0.0177,0.101,0.1,0.0,0.0003,41.77,40.52,0.0,0.0,0.0,0.013,0.0,0.309,0.011,0.01,0.003,13.89,13.613,0.0237,0.0078,0.06,,0.002,0.0,0.01,0.008,0.0,0.0,0.028,0.0169,,,,,,
2005-08-15 00:00:00,ww_41,5.2,28.8,6.45,5.221,0.53,1.48,1.05,48.36,340.0,6.0,5.0,4.73,112.0,73.5,0.64,3.6,7.0,0.002,0.0005,0.0,<4.18,4.93,20000.0,11000.0,7.3,0.0,0.0,0.0192,0.015,0.126,0.125,0.0,0.0004,43.17,41.84,0.0,0.0009,0.0,0.013,0.0,0.187,0.015,0.008,0.0056,14.47,14.146,0.0234,0.0182,0.0,,0.004,0.002,0.009,0.012,0.0,0.0,0.026,0.0176,,,,,,
2005-08-15 00:00:00,ww_92,5.3,29.3,6.57,4.033,0.44,1.34,1.07,61.47,378.0,9.0,0.0,6.11,115.0,82.4,0.67,4.5,13.0,0.002,0.0006,1.8,<4.32,4.56,280.0,270.0,9.0,0.0,0.0,0.0198,0.0147,0.185,0.163,0.0,0.0004,44.45,43.3,0.0,0.0008,0.0,0.015,0.0,0.296,0.017,0.009,0.0065,14.93,14.758,0.0314,0.0202,0.0,,0.004,0.004,0.016,0.01,0.0,0.0,0.035,0.0129,,,,,,
2005-08-15 00:00:00,ww_42,5.0,25.9,6.86,4.997,0.7,1.91,0.64,63.09,402.0,8.0,0.0,7.59,116.0,90.0,0.76,4.6,8.0,0.003,0.0009,0.0,,,5900.0,5500.0,7.3,0.0,0.0,0.0186,0.0135,0.19,0.19,0.0,0.0003,46.11,44.51,0.004,0.0013,0.0,0.014,0.0,0.307,0.028,0.01,0.0035,15.35,15.04,0.0311,0.0256,0.0,,0.006,0.005,0.009,0.008,0.0,0.0,0.031,0.0163,,,,,,
2005-08-15 00:00:00,ww_48,5.0,24.3,7.14,4.581,0.46,1.19,0.99,72.52,428.0,13.0,3.0,8.38,117.0,87.3,0.66,4.4,11.0,0.003,0.0,0.0,,,1800.0,1400.0,7.7,0.0,0.0,0.0201,0.0156,0.194,0.194,0.0004,0.0003,46.48,43.89,0.0,0.0009,2.0,0.011,0.0,0.273,0.018,0.009,0.0061,15.7,15.217,0.0266,0.0188,0.0,,0.004,0.003,0.007,0.013,0.0,0.0,0.029,0.017,,,,,,
2005-08-22 00:00:00,ww_49,9.5,20.9,6.96,0.22,0.03,0.26,0.01,25.6,216.0,0.0,0.0,1.43,105.0,14.4,0.11,0.0,6.0,0.0,0.0006,,<2.61,<3.92,60.0,,1.2,0.0,0.0,0.0198,0.0192,0.031,0.027,0.0004,0.0,34.75,31.76,0.0,0.0,2.0,0.01,0.0,0.044,0.004,0.005,0.0016,12.32,10.554,0.0043,0.0006,0.0,,0.0,0.0,0.003,0.0,0.0,0.0,0.014,0.0013,,,,,,
2005-08-22 00:00:00,ww_50,4.2,24.8,6.65,0.022,0.18,0.65,0.01,32.12,222.0,0.0,0.0,7.42,80.0,62.3,0.3,5.3,9.0,0.0,0.0009,,<2.73,4.12,160.0,,6.5,0.0,0.0,0.0242,0.0226,0.125,0.148,0.0012,0.0016,20.94,19.33,0.0,0.0,2.0,0.013,0.0,0.162,0.011,0.008,0.0,14.13,12.624,0.0607,0.0022,0.0,,0.0,0.0,0.002,0.0,0.0,0.0,0.015,0.0011,,,,,,
