collect,time,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,tds,ss,vss,turb,alk,cl,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,chloroph,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,zn_sol,hg_ll,hg_ll,benzene,ethylbenzene,toluene,o_xylene,m__and/or_p_xylenes,xylenes_(total)
2012-07-09 00:00:00,1030.0,ww_23,6.3,27.0,7.95,5.892,0.11,<1,1.49,72.98,662.0,,21.0,6.0,,142.0,193.0,,0.68,6.4,<5,<0.005,<0.001,,<2.40,5.9,40.0,15.0,,,<0.02,0.033,,0.25,,,<0.001,57.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,25.0,,0.074,,<0.2,,,0.006,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-09 00:00:00,1130.0,ww_29,11.5,28.5,8.98,5.954,<0.1,1.77,1.45,74.09,662.0,,57.0,21.0,,150.0,186.0,,0.73,9.6,<5,<0.005,<0.001,,<2.10,5.4,280.0,122.3,,,<0.02,0.034,,0.25,,,<0.001,61.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,26.0,,0.105,,<0.2,,,0.006,,<0.005,,0.001,0.001,,0.01,,5.667,,,,,,,
2012-07-09 00:00:00,1220.0,ww_91,7.7,29.0,8.52,5.447,<0.1,1.06,1.17,81.83,718.0,,14.0,4.0,,159.0,204.0,,0.71,7.7,<5,<0.005,<0.001,,<2.10,4.9,140.0,9.0,,,0.02,0.031,,0.27,,,<0.001,61.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,28.0,,0.078,,<0.2,,,0.008,,0.006,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-09 00:00:00,905.0,ww_79,4.4,27.2,7.21,<0.15,0.16,1.42,0.2,50.89,1166.0,,12.0,6.0,,121.0,511.0,aab,0.27,8.8,<5,<0.005,<0.001,,<3.00,<1.60,<10,34.4,,,<0.02,0.059,,0.12,,,0.001,54.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,30.0,,0.118,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-09 00:00:00,940.0,ww_80,5.6,26.2,7.09,17.319,0.27,1.55,4.5,72.09,558.0,,8.0,6.0,,104.0,134.0,,1.16,6.7,<5,0.008,0.0036,,<1.80,7.1,110.0,2.6,,,<0.02,0.016,,0.3,,,<0.001,55.0,,,<0.005,,<6,,0.005,,0.1,,<0.02,20.0,,0.031,,<0.2,,,0.012,,<0.005,,0.001,0.001,,0.03,,<5.0,,,,,,,
2012-07-09 00:00:00,950.0,ww_18,5.9,26.0,7.21,15.009,0.2,1.29,4.54,71.63,576.0,,<4,<4,,110.0,136.0,,0.98,6.2,<5,<0.005,0.0028,,<1.90,3.4,40.0,2.6,,,<0.02,0.014,,0.31,,,<0.001,56.0,,,<0.005,,<6,,0.005,,0.1,,<0.02,21.0,,0.022,,<0.2,,,0.012,,<0.005,,0.001,0.001,,0.03,,<5.0,,,,,,,
2012-07-09 00:00:00,1035.0,ww_90,5.0,25.2,7.9,<0.15,<0.1,<1,<0.1,46.84,724.0,,<4,<4,,254.0,221.0,,0.19,5.6,<5,<0.005,<0.001,,<2.70,2.1,210.0,4.1,,,<0.02,0.083,,0.07,,,0.001,66.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,50.0,,0.222,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-09 00:00:00,1120.0,ww_110,2.2,24.5,7.07,0.502,5.84,6.09,0.6,29.37,886.0,,57.0,15.0,,249.0,327.0,,0.59,9.5,<5,<0.005,0.0018,,<2.70,5.0,12000.0,39.3,,,<0.02,0.065,,0.07,,,<0.001,78.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,27.0,,0.397,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,<0.01,,<5.0,,,,,,,
2012-07-09 00:00:00,1215.0,ww_111,5.7,23.6,7.73,14.787,0.11,1.78,3.1,62.15,538.0,,41.0,10.0,,99.0,119.0,,0.83,6.7,<5,<0.005,0.0012,,<2.10,6.4,510.0,32.4,,,<0.02,0.033,,0.22,,,<0.001,54.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,20.0,,0.068,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.03,,<5.0,,,,,,,
2012-07-09 00:00:00,1200.0,ww_89,7.9,23.8,7.23,13.843,0.13,1.93,3.33,56.06,456.0,,18.0,5.0,,99.0,113.0,,0.91,6.6,<5,<0.005,0.0026,,<1.60,6.0,180.0,5.0,,,<0.02,0.028,,0.23,,,<0.001,48.0,,,<0.005,,<6,,0.005,,<0.1,,<0.02,17.0,,0.024,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.04,,10.202,,,,,,,
2012-07-02 00:00:00,1000.0,ww_92,4.4,29.2,7.21,4.804,1.48,2.52,2.38,82.69,536.0,,6.0,<4,,136.0,115.0,,0.7,5.3,<5,<0.005,0.0013,<5,,,70.0,8.1,,,<0.02,0.017,,0.25,,,<0.001,52.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,19.0,,0.035,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-09 00:00:00,1245.0,ww_92,5.3,33.3,7.24,5.852,0.24,1.18,0.87,71.37,472.0,,5.0,<4,,118.0,100.0,,0.76,6.7,<5,<0.005,0.001,<5,,,<10,6.1,,,<0.02,0.018,,0.18,,,<0.001,49.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,17.0,,0.03,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,925.0,ww_106,3.2,25.3,6.89,7.514,0.49,1.32,1.88,45.95,868.0,,4.0,<4,,162.0,325.0,,0.68,5.5,<5,<0.005,<0.001,,<2.40,4.0,35000.0,4.7,,,<0.02,0.06,,0.2,,,<0.001,62.0,,,<0.005,,<6,,0.009,,0.1,,<0.02,26.0,,0.046,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,<5.0,,,,,,,
2012-07-16 00:00:00,945.0,ww_31,3.7,27.6,7.45,0.388,0.13,<1,0.18,78.76,712.0,,<4,<4,,146.0,238.0,,0.31,7.2,<5,0.005,<0.001,,<2.00,2.1,310.0,1.2,,,<0.02,0.037,,0.12,,,<0.001,52.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,23.0,,0.051,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1000.0,ww_32,4.0,25.2,7.55,0.474,0.1,<1,0.22,47.85,520.0,,9.0,<4,,144.0,145.0,,0.39,6.1,<5,0.005,<0.001,,<2.10,2.7,200.0,20.7,,,<0.02,0.038,,0.11,,,<0.001,51.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,21.0,,0.077,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,<0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1035.0,ww_105,5.1,26.5,7.81,7.661,0.16,1.2,1.5,47.09,598.0,,18.0,5.0,,146.0,169.0,,0.68,5.7,<5,<0.005,<0.001,,<2.40,4.1,560.0,11.2,,,<0.02,0.022,,0.16,,,<0.001,53.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,24.0,,0.034,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1050.0,ww_104,4.5,27.2,7.61,5.67,0.29,1.41,1.19,45.38,524.0,,4.0,<4,,135.0,146.0,,0.6,6.3,<5,<0.005,<0.001,,<1.70,1.7,280.0,0.8,,,<0.02,0.021,,0.13,,,<0.001,44.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,20.0,,0.027,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,920.0,ww_103,3.9,33.4,7.2,5.988,0.14,<1,1.2,46.85,500.0,,4.0,<4,,130.0,138.0,,0.59,5.9,<5,<0.005,<0.001,,<1.70,3.6,570.0,0.9,,,<0.02,0.024,,0.14,,,<0.001,45.0,,,<0.005,,<6,,0.005,,0.1,,<0.02,19.0,,0.028,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,<5.0,,,,,,,
2012-07-16 00:00:00,940.0,ww_34,4.0,26.2,7.36,4.134,0.18,1.03,0.94,45.2,526.0,,6.0,<4,,121.0,156.0,,0.56,5.8,<5,0.005,<0.001,,<1.70,3.4,540.0,0.6,,,<0.02,0.03,,0.13,,,<0.001,43.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,18.0,,0.068,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1025.0,ww_37,6.0,25.7,7.23,7.177,0.6,1.57,1.28,39.29,398.0,,14.0,<4,,118.0,90.0,,0.59,4.9,<5,<0.005,0.0011,<5,,,7700.0,1.7,,,<0.02,0.024,,0.11,,,<0.001,45.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.05,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,1110.0,ww_73,8.3,27.7,7.4,4.715,0.39,1.32,0.9,34.82,362.0,,18.0,6.0,,103.0,85.0,,0.48,5.9,<5,<0.005,0.0012,<5,,,3400.0,4.9,,,<0.02,0.019,,0.11,,,<0.001,40.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,14.0,,0.057,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,1150.0,ww_46,6.0,26.9,7.27,4.58,0.71,1.83,0.57,35.92,354.0,,17.0,5.0,,102.0,82.0,,0.52,5.3,<5,<0.005,0.0011,<5,,,1200.0,2.1,,,<0.02,0.022,,0.1,,,<0.001,39.0,,,0.011,,<6,,<0.005,,0.1,,<0.02,13.0,,0.06,,<0.2,,,0.013,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,945.0,ww_35,5.5,27.2,8.08,0.227,<0.1,<1,<0.1,24.39,208.0,,8.0,<4,,110.0,13.0,,0.15,1.9,<5,<0.005,<0.001,,<1.40,<1.40,40.0,0.9,,,<0.02,0.024,,<0.05,,,<0.001,35.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,12.0,,0.017,,<0.2,,,<0.005,,<0.005,,<0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1020.0,ww_102,5.6,25.9,7.9,0.228,0.22,<1,<0.1,24.63,210.0,,24.0,4.0,,112.0,14.0,,0.17,2.0,<5,<0.005,<0.001,<5,<1.30,<1.50,690.0,1.4,,,<0.02,0.034,,<0.05,,,<0.001,37.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,13.0,,0.02,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,,,,,,
2012-07-16 00:00:00,1040.0,ww_36,6.8,25.4,7.19,7.031,0.64,1.53,1.4,39.03,384.0,,9.0,<4,,123.0,79.0,,0.61,4.1,<5,<0.005,0.001,<5,<1.70,2.4,8600.0,1.3,,,<0.02,0.022,,0.14,,,<0.001,47.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,17.0,,0.023,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,1110.0,ww_101,5.5,24.9,7.04,7.675,0.68,1.53,1.41,42.7,368.0,,12.0,<4,,119.0,79.0,,0.62,4.0,<5,<0.005,0.001,<5,,,10000.0,1.2,,,<0.02,0.022,,0.12,,,<0.001,45.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.022,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.02,,,,,,,,,
2012-07-16 00:00:00,1125.0,ww_96,6.5,26.3,7.69,4.269,0.18,<1,0.76,44.24,556.0,,13.0,<4,,122.0,178.0,,0.55,5.8,<5,<0.005,<0.001,,<1.60,2.4,230.0,1.6,,,<0.02,0.03,,0.13,,,<0.001,42.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,19.0,,0.051,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,11.441,,,,,,,
2012-07-16 00:00:00,1320.0,ww_92,6.7,31.6,7.44,5.168,0.63,1.62,1.01,80.89,498.0,,7.0,4.0,,134.0,107.0,,0.67,4.8,<5,<0.005,<0.001,<5,,,<10,18.1,,,<0.02,0.019,,0.25,,,<0.001,51.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,18.0,,0.027,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.01,,,,,,,,,
2012-07-23 00:00:00,855.0,ww_74,6.6,26.1,7.3,0.252,<0.1,<1,<0.1,25.13,220.0,,<4,<4,,110.0,14.0,,0.11,1.6,<5,<0.005,<0.001,,<1.30,<1.60,40.0,0.9,aaa,,<0.02,0.023,,<0.05,,,<0.001,34.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,12.0,,0.014,,<0.2,,,<0.005,,0.005,,0.001,0.001,,0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,920.0,ww_100,5.6,26.7,7.62,1.564,0.26,2.98,0.43,28.76,294.0,,5.0,<4,,116.0,46.0,,0.21,2.8,<5,<0.005,<0.001,,<1.40,1.8,240.0,23.4,aaa,,<0.02,0.024,,0.05,,,<0.001,39.0,,,<0.005,,<6,,0.006,,<0.1,,<0.02,14.0,,0.022,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,930.0,ww_39,6.2,26.5,7.65,2.146,0.29,<1,0.36,31.65,330.0,,8.0,<4,,120.0,61.0,,0.33,2.9,<5,<0.005,<0.001,<5,,,350.0,5.0,aaa,,<0.02,0.024,,0.06,,,<0.001,41.0,,,<0.005,x,<6,,<0.005,,<0.1,,<0.02,15.0,,0.034,,<0.2,,,<0.005,x,<0.005,,0.001,0.001,,0.01,x,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,955.0,ww_108,5.9,29.9,7.53,2.314,0.25,<1,0.35,32.27,360.0,,10.0,<4,,116.0,78.0,,0.3,3.5,<5,<0.005,0.001,<5,,,350.0,4.8,aaa,,<0.02,0.024,,0.07,,,<0.001,40.0,,,<0.005,,<6,,0.005,,0.1,,<0.02,14.0,,0.041,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,1015.0,ww_99,4.4,28.7,7.12,1.798,0.49,1.06,0.29,30.94,340.0,,12.0,5.0,,107.0,67.0,,0.34,3.4,<5,<0.005,<0.001,<5,,,3100.0,10.1,aaa,,<0.02,0.025,,0.06,,,<0.001,38.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,13.0,,0.043,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,1030.0,ww_40,6.0,28.6,7.4,2.151,0.33,<1,0.33,32.03,356.0,,11.0,4.0,,110.0,71.0,,0.28,3.4,<5,<0.005,<0.001,<5,,,740.0,6.4,aaa,,<0.02,0.024,,0.06,,,<0.001,38.0,,,<0.005,,<6,,0.022,,<0.1,,<0.02,13.0,,0.034,,<0.2,,,<0.005,,0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,840.0,ww_75,4.6,27.2,6.91,1.666,0.46,<1,0.27,26.58,268.0,,9.0,<4,,92.0,53.0,,0.31,3.5,<5,<0.005,<0.001,<5,<1.40,2.1,290.0,7.6,aaa,,<0.02,0.02,,0.05,,,<0.001,31.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,10.0,,0.027,,<0.2,,,<0.005,,<0.005,,<0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,855.0,ww_41,6.4,26.5,7.08,6.244,0.38,<1,1.06,43.46,506.0,,8.0,<4,,99.0,80.0,,0.56,4.4,<5,<0.005,0.0011,<5,<1.40,2.6,12000.0,4.4,aaa,,<0.02,0.015,,0.13,,,<0.001,41.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,13.0,,0.024,,<0.2,,,0.005,,<0.005,,<0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,1025.0,ww_92,3.3,30.2,7.19,4.26,0.71,1.41,0.92,65.55,452.0,,6.0,<4,,116.0,87.0,,0.48,4.2,<5,<0.005,<0.001,<5,<1.40,2.8,570.0,6.4,aaa,,<0.02,0.022,,0.14,,,<0.001,45.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,15.0,,0.038,,<0.2,,,<0.005,,0.007,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,935.0,ww_42,5.3,27.7,6.87,6.621,0.83,1.49,0.82,60.61,498.0,,6.0,<4,,120.0,97.0,,0.61,4.9,<5,<0.005,0.0012,<5,,,5200.0,10.6,aaa,,<0.02,0.016,,0.21,,,<0.001,49.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.04,,<0.2,,,0.006,,0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-23 00:00:00,1005.0,ww_48,4.1,27.6,7.07,6.06,0.75,1.48,0.86,73.35,526.0,,7.0,<4,,123.0,104.0,,0.67,4.7,<5,<0.005,0.0015,<5,,,3600.0,8.9,aaa,,<0.02,0.021,,0.22,,,<0.001,49.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.059,,<0.2,,,0.006,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1000.0,ww_49,7.3,26.1,8.18,0.257,<0.1,<1,<0.1,24.15,328.0,,<4,<4,,108.0,14.0,,<0.1,2.0,<5,<0.005,<0.001,,<1.10,<1.60,210.0,1.5,,,<0.02,0.022,,<0.05,,,<0.001,35.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,12.0,,0.011,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,<0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1025.0,ww_50,3.6,25.7,8.74,<0.15,2.52,2.55,<0.1,27.14,406.0,,23.0,7.0,,103.0,94.0,,1.06,5.9,<5,<0.005,<0.001,,<1.50,3.8,<10,4.3,,,<0.02,0.067,,0.17,,,<0.001,32.0,,,<0.005,,<6,,<0.005,,0.3,,<0.02,7.0,,0.057,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1050.0,ww_86,4.0,26.5,7.5,<0.15,4.59,5.15,0.91,40.9,582.0,,18.0,12.0,,180.0,83.0,,0.42,10.7,<5,<0.005,<0.001,<5,,,99.0,75.6,,,<0.02,0.024,,0.32,,,<0.001,57.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,15.0,,0.25,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,<0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1120.0,ww_55,6.8,27.2,8.06,0.282,<0.1,<1,<0.1,30.35,286.0,,<4,<4,,106.0,47.0,,0.13,2.1,<5,<0.005,<0.001,,<1.40,<1.60,<10,3.8,,,<0.02,0.025,,<0.05,,,<0.001,36.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,13.0,,0.029,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,<0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,940.0,ww_56,5.0,22.6,7.61,0.264,<0.1,<1,<0.1,30.13,926.0,,13.0,<4,,107.0,50.0,,0.13,2.2,<5,<0.005,<0.001,<5,<1.50,<1.50,40.0,15.0,,,<0.02,0.028,,<0.05,,,<0.001,37.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,13.0,,0.021,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1000.0,ww_76,7.5,25.4,7.57,2.998,0.14,<1,1.67,58.97,588.0,,7.0,<4,,125.0,78.0,,0.39,3.5,<5,<0.005,<0.001,<5,1.4,1.9,460.0,20.0,,,<0.02,0.021,,0.11,,,<0.001,46.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.023,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1025.0,ww_57,6.8,25.6,7.68,3.739,<0.1,<1,0.92,297.9,998.0,,<4,<4,,161.0,146.0,,0.51,4.6,<5,<0.005,<0.001,,<1.30,4.1,270.0,41.5,,,<0.02,0.033,,0.25,,,<0.001,71.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,29.0,,0.071,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1050.0,ww_58,6.1,24.1,7.71,3.025,<0.1,<1,1.75,51.64,580.0,,5.0,<4,,124.0,78.0,,0.34,3.6,<5,<0.005,0.0011,<5,,,720.0,14.5,,,<0.02,0.021,,0.11,,,<0.001,46.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.026,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,920.0,ww_54,7.5,24.5,7.38,13.56,0.19,<1,1.41,826.16,2140.0,,<4,<4,,154.0,148.0,,0.89,4.5,<5,<0.005,0.0012,,<3.60,5.5,320.0,0.9,,,<0.02,0.021,,0.33,,,<0.001,80.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,28.0,,0.068,,<0.2,,,<0.005,,<0.005,,0.001,0.001,,0.03,,<5.0,,<2,<2,<2,<3,<3,<3
