Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2006-12-04 00:00:00,WW_22,12.3,2.5,7.5,2.871,0.07,1.23,0.36,87.14,766.0,28.0,9.0,24.4,215.0,251.6,0.26,4.9,8.0,0.0,0.0004,,4.86,10.85,2700.0,1500.0,10.3,0.0,0.0,0.0578,0.0434,0.113,0.117,0.0,0.0,75.96,75.87,0.0009,0.0,3.0,0.002,0.0,1.03,0.031,0.003,0.0,31.42,32.391,0.0472,0.0222,0.1,,0.002,0.0,0.0,0.0,0.0,0.0,0.038,0.029,3.73,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_23,12.4,2.5,7.5,2.647,0.09,1.08,0.35,88.92,756.0,22.0,7.0,28.3,210.0,251.1,0.28,4.7,8.0,0.0,0.0004,,<4.76,9.85,3600.0,2200.0,10.2,0.0,0.0,0.045,0.0379,0.111,0.112,0.0,0.0005,73.76,73.78,0.0009,0.0,0.0,0.002,0.0,1.06,0.029,0.004,0.0,30.82,31.495,0.0507,0.0207,0.1,,0.002,0.0,0.0,0.0,0.0,0.0,0.029,0.022,4.94,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_29,11.9,1.4,7.7,2.539,0.17,1.18,0.35,83.33,732.0,22.0,7.0,21.7,204.0,240.8,0.24,4.7,11.0,0.0,0.0004,,<4.71,10.5,2900.0,2400.0,9.1,0.0,0.0,0.0619,0.0537,0.106,0.108,0.0,0.0004,72.15,75.66,0.0015,0.0,0.0,0.002,0.0,0.84,0.032,0.004,0.0,29.69,31.634,0.0422,0.0229,0.09,,0.002,0.0,0.0,0.0,0.0,0.0,0.047,0.039,4.28,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_91,12.5,1.6,7.9,2.535,0.25,1.13,0.36,83.12,732.0,18.0,7.0,21.5,200.0,238.4,0.28,4.8,9.0,0.0,0.0,,<4.67,9.7,2500.0,4200.0,10.5,0.0,0.0,0.0509,0.0453,0.112,0.113,0.0,0.0005,70.69,71.01,0.0009,0.0,0.0,0.003,0.0,0.82,0.031,0.0,0.0,28.94,29.855,0.0396,0.0187,0.09,,0.002,0.0,0.0,0.0,0.0,0.0,0.039,0.031,4.39,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_80,10.6,3.6,7.35,2.61,0.18,1.19,0.47,75.75,554.0,10.0,5.0,15.3,171.0,156.1,0.28,4.9,0.0,0.0,0.0,,<4.87,10.22,660.0,,11.9,0.0,0.0,0.0329,0.0294,0.101,0.098,0.0,0.0,62.44,62.02,0.0,0.0,0.0,0.0,0.0,0.54,0.038,0.003,0.0,24.38,24.514,0.0345,0.0113,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.018,3.23,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_18,11.1,4.3,8.0,3.486,0.19,1.22,0.65,79.26,584.0,12.0,5.0,14.2,176.0,162.6,0.31,4.7,0.0,0.0,0.0,,<4.95,9.17,770.0,,9.5,0.0,0.0,0.0318,0.0288,0.112,0.113,0.0,0.0,64.72,62.65,0.0,0.0,0.0,0.002,0.0,0.6,0.061,0.003,0.001,24.98,24.782,0.0339,0.0141,0.09,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.013,2.98,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_90,12.0,1.2,8.17,0.603,0.24,1.12,0.11,71.52,626.0,23.0,8.0,22.3,219.0,189.5,0.21,6.1,0.0,0.0,0.0,,5.53,9.56,450.0,,11.5,0.0,0.0,0.1009,0.0939,0.058,0.057,0.0,0.0003,72.87,72.74,0.0,0.0,0.0,0.0,0.0,1.07,0.034,0.0,0.0,31.23,31.948,0.0543,0.0336,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.011,2.38,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_110,8.6,0.7,7.55,1.336,0.48,2.65,0.09,188.92,1060.0,13.0,7.0,11.8,285.0,304.7,0.24,12.4,0.0,0.0,0.0,,<5.10,6.61,540.0,,7.2,0.0,0.0,0.0575,0.0554,0.074,0.077,0.0,0.0,122.52,123.5,0.0,0.0,0.0,0.0,0.0,1.07,0.193,0.0,0.0,44.07,45.79,0.1503,0.1423,0.1,,0.003,0.0,0.0,0.0,0.0,0.0,0.026,0.023,2.04,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_89,8.7,1.5,7.7,6.613,0.17,1.37,1.37,105.39,748.0,11.0,7.0,5.51,255.0,184.6,0.51,6.2,0.0,0.0,0.0004,,<5.69,9.04,3800.0,,3.7,0.0,0.0,0.0401,0.0394,0.19,0.189,0.0,0.0005,89.83,93.32,0.0,0.0,0.0,0.003,0.0,0.28,0.042,0.003,0.0,34.41,36.512,0.0433,0.0378,0.1,,0.002,0.0,0.0,0.0,0.0,0.0,0.031,0.032,5.21,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_64,10.1,0.5,7.9,7.057,0.31,1.47,1.24,103.55,816.0,50.0,6.0,48.6,242.0,257.5,0.49,5.7,0.0,0.0,0.0007,,<5.47,11.14,5800.0,,5.2,0.0,0.0,0.0515,0.0419,0.175,0.173,0.0,0.0003,93.54,92.37,0.0031,0.0,2.0,0.01,0.003,1.94,0.031,0.009,0.0,35.42,35.561,0.1554,0.1015,0.05,,0.004,0.0,0.0,0.0,0.0,0.0,0.14,0.073,4.23,<2,<2,<2,<2,<3,<2
2006-12-04 00:00:00,WW_92,7.4,8.9,7.5,3.143,0.29,1.27,0.44,62.31,740.0,25.0,8.0,26.1,139.0,298.2,0.37,4.4,16.0,0.003,0.0007,0.0,,,3200.0,,3.4,0.0,0.0,0.0487,0.0285,0.13,0.126,0.0,0.0,52.17,47.62,0.0021,0.0,0.0,0.004,0.0,1.13,0.05,0.008,0.001,18.68,17.449,0.0581,0.0372,0.1,,0.003,0.0034,0.0,0.0,0.0,0.0,0.067,0.034,,,,,,,
2006-12-11 00:00:00,WW_106,8.7,7.7,7.57,3.536,0.41,1.41,0.74,69.19,1148.0,46.0,9.0,31.3,196.0,460.2,0.34,3.4,0.0,0.0,0.0011,,<5.53,11.36,8000.0,,5.5,0.0,0.0,0.0614,0.0535,0.162,0.146,0.0,0.0005,83.6,82.77,0.002,0.0,7.0,0.007,0.0,1.4,0.03,0.012,0.001,34.72,35.257,0.0794,0.0556,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.044,0.027,4.05,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_31,11.3,2.6,7.89,0.466,0.05,0.95,0.14,76.16,724.0,24.0,6.0,16.0,225.0,230.3,0.22,4.8,0.0,0.0,0.0,,<5.74,7.24,730.0,,8.6,0.0,0.0,0.0382,0.0351,0.095,0.082,0.0,0.0004,74.68,74.5,0.0012,0.0,0.0,0.003,0.0,0.73,0.041,0.007,0.0,32.92,33.564,0.0715,0.0537,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.014,4.53,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_32,10.2,3.9,8.01,0.676,0.33,2.43,0.15,34.2,922.0,32.0,8.0,21.4,266.0,311.2,0.23,4.7,0.0,0.0,0.0,,5.94,8.93,1200.0,,10.0,0.0,0.0,0.0548,0.0483,0.122,0.107,0.0,0.0005,99.83,94.65,0.0016,0.0,0.0,0.003,0.0,1.25,0.029,0.01,0.0,42.56,41.385,0.1236,0.0976,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.016,9.51,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_105,9.2,7.9,7.84,4.471,0.08,1.05,0.76,75.21,602.0,21.0,4.0,11.2,204.0,158.9,0.47,4.3,0.0,0.0,0.0,,<5.26,9.7,40.0,,14.0,0.0,0.0,0.0331,0.0301,0.149,0.135,0.0,0.0005,71.51,72.39,0.0011,0.0,3.0,0.002,0.0,0.53,0.036,0.009,0.0,30.9,31.834,0.0342,0.0149,0.0,,0.0,0.0034,0.0,0.0,0.0,0.0,0.025,0.027,4.11,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_104,9.6,6.4,7.9,3.416,0.09,1.19,0.58,80.62,674.0,23.0,4.0,13.6,216.0,189.1,0.39,4.4,0.0,0.0,0.0,,<5.58,11.21,330.0,,9.9,0.0,0.0,0.038,0.0334,0.137,0.128,0.0,0.0003,75.14,75.78,0.0072,0.0,4.0,0.004,0.0,0.95,0.034,0.009,0.0,32.51,33.547,0.0571,0.0327,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.026,4.06,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_103,10.6,5.5,7.66,3.234,0.49,1.52,0.48,99.0,878.0,26.0,8.0,31.6,246.0,283.5,0.32,4.0,0.0,0.0,0.0004,,<5.40,6.18,4100.0,,10.6,0.0,0.0,0.0549,0.0492,0.157,0.142,0.0,0.0003,94.98,90.43,0.001,0.0,0.0,0.003,0.0,0.86,0.031,0.009,0.0,39.69,39.336,0.0715,0.0696,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.019,6.19,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_34,9.9,5.0,7.98,3.253,0.17,1.13,0.54,84.81,720.0,19.0,5.0,18.3,226.0,208.2,0.39,4.3,0.0,0.0,0.0,,<4.92,5.41,2400.0,,11.7,0.0,0.0,0.0414,0.0377,0.141,0.128,0.0,0.0,79.99,81.99,0.0008,0.0,5.0,0.003,0.0,0.64,0.033,0.008,0.0,34.37,35.424,0.0512,0.0363,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.018,5.18,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_37,8.0,10.9,7.32,6.181,1.12,2.16,1.1,67.04,600.0,12.0,4.0,6.37,175.0,178.9,0.67,4.1,0.0,0.0,0.0005,0.0,,,6800.0,,1.9,0.0,0.0,0.0273,0.0249,0.206,0.184,0.0,0.0,62.68,60.77,0.0,0.0,0.0,0.003,0.0,0.22,0.037,0.008,0.0,23.71,23.403,0.0205,0.015,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.038,,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_73,8.2,10.2,7.6,7.366,1.02,2.09,0.94,69.83,578.0,15.0,4.0,8.38,177.0,159.2,0.67,4.0,3.0,0.003,0.0004,0.0,,,4100.0,,2.4,0.0,0.0,0.0311,0.0259,0.188,0.175,0.0,0.0003,68.22,65.3,0.0014,0.0,5.0,0.004,0.0,0.46,0.041,0.012,0.0,25.93,25.16,0.0385,0.0228,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.061,0.042,,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_46,8.2,8.5,7.47,6.452,0.42,1.53,0.99,72.52,618.0,20.0,6.0,16.2,190.0,177.5,0.67,4.1,0.0,0.0,0.0004,0.0,,,1200.0,,3.2,0.0,0.0,0.0328,0.0266,0.194,0.177,0.0,0.0003,73.1,71.85,0.0023,0.0,2.0,0.005,0.0,0.57,0.041,0.014,0.0,27.84,27.501,0.0427,0.0278,0.06,,0.003,0.0,0.0,0.0,0.0,0.0,0.059,0.036,,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_102,6.5,11.9,7.3,6.906,1.63,2.62,1.03,63.87,562.0,8.0,3.0,3.92,169.0,159.4,0.71,4.7,3.0,0.003,0.0006,0.0,<4.40,8.55,8600.0,,1.6,0.0,0.0,0.024,0.024,0.204,0.195,0.0,0.0003,60.76,63.77,0.0005,0.0,0.0,0.002,0.0,0.14,0.042,0.008,0.0,22.05,23.481,0.015,0.0134,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.054,0.054,1.85,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_36,8.1,12.3,7.2,5.871,0.44,1.46,0.93,56.92,554.0,8.0,4.0,3.66,151.0,184.2,0.63,3.9,0.0,0.0,0.0005,0.0,<4.36,5.81,6700.0,,0.8,0.0,0.0,0.023,0.0222,0.218,0.197,0.0,0.0,55.46,56.29,0.0,0.0,0.0,0.003,0.0,0.09,0.031,0.007,0.0,19.68,20.148,0.0101,0.0069,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.038,0.04,,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_101,7.1,12.6,7.2,6.472,0.95,2.13,1.18,58.66,540.0,10.0,5.0,2.31,157.0,174.7,0.71,4.1,3.0,0.0,0.0005,0.0,,,7600.0,,1.1,0.0,0.0,0.0235,0.0229,0.226,0.212,0.0,0.0004,57.32,59.51,0.0,0.0,0.0,0.003,0.0,0.12,0.034,0.007,0.0,20.67,21.607,0.0125,0.0091,0.0,,0.003,0.0,0.0,0.0,0.0,0.0,0.04,0.045,,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_96,10.6,5.2,8.1,3.592,0.11,0.99,0.63,84.95,758.0,14.0,4.0,24.9,237.0,233.0,0.38,4.2,0.0,0.0,0.0,,<5.06,<5.13,760.0,,9.9,0.0,0.0,0.0535,0.0392,0.187,0.138,0.0,0.0003,81.02,84.88,0.0011,0.0,0.0,0.002,0.0,0.73,0.03,0.011,0.0,34.44,36.765,0.0612,0.0344,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.019,3.94,<2,<2,<2,<2,<3,<2
2006-12-11 00:00:00,WW_92,6.5,13.2,7.01,4.498,0.17,1.48,0.26,93.9,720.0,9.0,0.0,9.47,182.0,215.1,0.69,4.1,0.0,0.004,0.0007,0.0,,,480.0,,1.9,0.0,0.0,0.0276,0.0246,0.251,0.232,0.0,0.0004,69.53,71.47,0.0021,0.0007,3.0,0.005,0.002,0.43,0.039,0.009,0.0,25.88,26.442,0.0296,0.0239,0.0,,0.005,0.0037,0.0,0.0,0.0,0.0,0.048,0.039,,,,,,,
2006-12-18 00:00:00,WW_74,10.4,5.0,7.9,1.434,0.15,0.64,0.16,32.7,388.0,25.0,22.0,1.84,130.0,130.3,0.22,1.9,0.0,0.0,0.0,,<3.93,<4.68,20.0,,1.4,0.0,0.0,0.0249,0.023,0.068,0.067,0.0,0.0004,44.3,43.14,0.0011,0.0008,2.0,0.004,0.0,0.14,0.012,0.008,0.003,15.11,15.161,0.0128,0.0056,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.013,0.986,,,,,,
2006-12-18 00:00:00,WW_100,9.2,8.1,7.6,3.247,0.27,1.02,0.36,51.79,576.0,37.0,32.0,2.8,175.0,194.3,0.37,2.9,0.0,0.0,0.0017,,<4.53,6.1,250.0,,2.0,0.0,0.0,0.0317,0.0273,0.114,0.108,0.0,0.0004,63.43,61.39,0.0015,0.0008,0.0,0.007,0.003,0.64,0.022,0.011,0.005,23.63,23.701,0.0271,0.0225,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.025,2.55,,,,,,
2006-12-18 00:00:00,WW_39,7.9,8.8,7.5,4.908,0.37,1.36,0.56,67.16,652.0,34.0,24.0,5.76,210.0,200.1,0.54,4.0,0.0,0.0,0.0,0.0,,,1300.0,,5.7,0.0,0.0,0.034,0.0299,0.166,0.157,0.0,0.0004,75.98,73.89,0.0015,0.0007,2.0,0.01,0.0,0.47,0.03,0.009,0.005,29.42,29.678,0.0277,0.0185,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.045,0.026,,,,,,,
2006-12-18 00:00:00,WW_108,7.5,12.5,7.6,4.477,0.29,1.12,0.51,67.26,694.0,23.0,16.0,7.7,211.0,211.3,0.48,3.7,0.0,0.003,0.0,0.0,,,530.0,,4.4,0.0,0.0,0.0341,0.0307,0.15,0.142,0.0,0.0005,76.5,74.68,0.0015,0.0009,2.0,0.008,0.0,0.38,0.026,0.011,0.006,29.71,29.968,0.0244,0.0177,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.021,,,,,,,
2006-12-18 00:00:00,WW_99,6.1,11.7,7.2,3.847,0.24,1.2,0.43,65.8,710.0,10.0,4.0,8.11,211.0,226.8,0.47,4.0,0.0,0.003,0.001,0.0,,,380.0,,6.1,0.0,0.0,0.0369,0.0293,0.15,0.137,0.0,0.0005,78.02,70.79,0.0016,0.0007,2.0,0.005,0.0,0.53,0.025,0.011,0.005,30.12,28.332,0.0383,0.0235,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.044,0.018,,,,,,,
2006-12-18 00:00:00,WW_40,8.0,12.2,7.6,4.38,0.28,1.11,0.43,68.12,686.0,23.0,14.0,8.39,215.0,218.4,0.48,3.8,0.0,0.0,0.0004,0.0,,,400.0,,4.7,0.0,0.0,0.0352,0.0309,0.147,0.138,0.0,0.0005,79.62,75.04,0.0014,0.0007,2.0,0.005,0.0,0.4,0.026,0.009,0.004,30.76,30.56,0.028,0.0205,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.041,0.024,,,,,,,
2006-12-18 00:00:00,WW_75,7.5,13.2,7.06,3.417,0.24,1.06,0.37,61.15,716.0,20.0,5.0,8.75,193.0,258.6,0.38,3.7,0.0,0.003,0.0006,0.0,<4.92,<5.07,140.0,,3.4,0.0,0.0,0.0353,0.0282,0.126,0.116,0.0,0.0003,74.25,67.89,0.0024,0.0007,0.0,0.006,0.0,0.67,0.027,0.012,0.006,28.13,27.136,0.0452,0.0271,0.0,,0.002,0.0,0.0,0.0,0.0,0.0,0.068,0.029,,,,,,,
2006-12-18 00:00:00,WW_41,7.4,12.9,7.23,7.557,0.5,1.69,0.67,77.21,728.0,33.0,13.0,8.37,175.0,240.4,0.56,4.2,3.0,0.003,0.0013,0.0,<4.87,7.77,800.0,,1.8,0.0,0.0,0.0301,0.0246,0.184,0.173,0.0,0.0005,72.1,64.49,0.0048,0.0031,0.0,0.003,0.0,0.47,0.034,0.011,0.005,27.28,26.048,0.0283,0.0173,0.0,,0.004,0.0025,0.0,0.0,0.0,0.0,0.046,0.028,,,,,,,
2006-12-18 00:00:00,WW_92,6.3,14.4,7.5,4.668,0.32,1.25,0.44,85.64,668.0,14.0,3.0,9.36,192.0,191.5,0.62,4.5,0.0,0.004,0.0016,0.0,<4.75,5.55,200.0,,1.8,0.0,0.0,0.0293,0.0236,0.23,0.218,0.0,0.0005,72.92,68.27,0.0022,0.0007,0.0,0.005,0.0,0.68,0.031,0.012,0.004,27.85,27.205,0.0578,0.0328,0.0,,0.005,0.003,0.0,0.0,0.0,0.0,0.068,0.039,,,,,,,
2006-12-18 00:00:00,WW_42,6.4,15.2,7.01,5.572,0.41,1.47,0.29,86.06,746.0,10.0,6.0,2.38,185.0,253.7,0.64,4.2,3.0,0.004,0.0005,0.0,,,560.0,,1.8,0.0,0.0,0.0281,0.024,0.266,0.237,0.0,0.0004,76.44,70.35,0.002,0.0011,0.0,0.004,0.0,0.27,0.045,0.011,0.006,28.69,27.613,0.0184,0.0148,0.0,,0.006,0.0048,0.0,0.0,0.0,0.0,0.04,0.033,,,,,,,
2006-12-18 00:00:00,WW_48,6.7,10.6,7.12,5.019,0.47,1.54,0.5,88.63,698.0,20.0,9.0,5.56,182.0,208.1,0.52,4.6,0.0,0.003,0.0005,0.0,,,360.0,,1.6,0.0,0.0,0.0271,0.0229,0.193,0.187,0.0,0.0004,69.49,66.54,0.0018,0.0009,0.0,0.0,0.0,0.59,0.075,0.012,0.004,26.36,25.937,0.0344,0.0253,0.0,,0.004,0.0027,0.0,0.0,0.0,0.0,0.036,0.027,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDL,,1.0,,,0.02,0.02,0.04,0.05,0.4,12.0,3.0,,0.2,1.0,0.3,0.04,0.3,3.0,0.003,0.0004,3.0,,,,,,0.02,0.002,0.0006,0.0003,0.009,0.002,0.002,0.0003,0.06,0.03,0.0005,0.0005,2.0,0.002,0.002,0.02,0.004,0.003,0.004,0.07,0.004,0.0006,0.0004,0.05,0.05,0.002,0.0004,0.02,0.002,0.0006,0.0003,0.003,0.002,0.2,2(RL),2(RL),2(RL),2(RL),2(RL),3(RL)
